"protein_id","n_valid","loess_corr","loess_corr_abs","loess_mae_z","loess_converged","effective_span","rank","EntrezGeneSymbol","TargetFullName","Target","UniProt"
"X7200.4",361,-0.911669882005606,0.911669882005606,1.73035373281669,TRUE,0.75,6643,"LRFN2","Leucine-rich repeat and fibronectin type-III domain-containing protein 2","LRFN2","Q9ULH4"
"X9366.54",367,-0.911690716123187,0.911690716123187,1.69854043080928,TRUE,0.75,6644,"IL21R","Interleukin-21 receptor","IL-21 sR","Q9HBE5"
"X23418.66",366,-0.911774431964071,0.911774431964071,1.66342455090579,TRUE,0.75,6645,"CCDC92","Coiled-coil domain-containing protein 92","CCD92","Q53HC0"
"X5259.2",366,-0.911810222621091,0.911810222621091,1.67169780659354,TRUE,0.75,6646,"MAP3K7|TAB1","Mitogen-activated protein kinase kinase kinase 7:TGF-beta-activated kinase 1 and MAP3K7-binding protein 1 fusion","TAK1-TAB1","O43318|Q15750"
"X16856.79",362,-0.911856030268089,0.911856030268089,1.58301666633091,TRUE,0.75,6647,"MAPRE2","Microtubule-associated protein RP/EB family member 2","MARE2","Q15555"
"X2754.50",365,-0.912078607318783,0.912078607318783,1.69672862759522,TRUE,0.75,6648,"C3","Complement C3","C3","P01024"
"X4162.54",350,-0.912123342318542,0.912123342318542,1.78642139272588,TRUE,0.75,6649,"TF","Serotransferrin","Transferrin","P02787"
"X8644.46",360,-0.912170800619222,0.912170800619222,1.7047607166688,TRUE,0.75,6650,"CTSH","Cathepsin H","Cathepsin H","P09668"
"X18224.11",362,-0.912217664007504,0.912217664007504,1.55586276199537,TRUE,0.75,6651,"CHMP1A","Charged multivesicular body protein 1a","CHM1A","Q9HD42"
"X6923.1",363,-0.912509941567418,0.912509941567418,1.69899541100028,TRUE,0.75,6652,"PLOD2","Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2","PLOD2","O00469"
"X13406.161",344,-0.912512757561232,0.912512757561232,1.74235010973353,TRUE,0.75,6653,"CD300C","CMRF35-like molecule 6","CLM6","Q08708"
"X17691.1",365,-0.912708552616154,0.912708552616154,1.72810380010513,TRUE,0.75,6654,"TPP1","Tripeptidyl-peptidase 1","TPP1","O14773"
"X24226.30",366,-0.912774952563156,0.912774952563156,1.74402883653194,TRUE,0.75,6655,"FSCN1","Fascin","Fascin","Q16658"
"X18866.8",368,-0.912843601484886,0.912843601484886,1.57494262196219,TRUE,0.75,6656,"PPP3R2","Calcineurin subunit B type 2","CANB2","Q96LZ3"
"X8104.21",364,-0.912880008460184,0.912880008460184,1.696471864903,TRUE,0.75,6657,"IL10RA","Interleukin-10 receptor subunit alpha:Extracellular domain","IL-10 Ra:ECD","Q13651"
"X19236.24",360,-0.912946932669509,0.912946932669509,1.71580664222688,TRUE,0.75,6658,"SUB1","Activated RNA polymerase II transcriptional coactivator p15","TCP4","P53999"
"X4437.56",366,-0.913087526606733,0.913087526606733,1.6632371677164,TRUE,0.75,6659,"ENTPD5","Ectonucleoside triphosphate diphosphohydrolase 5","ENTP5","O75356"
"X17671.58",348,-0.913169883975834,0.913169883975834,1.42281827242224,TRUE,0.75,6660,"ING4","Inhibitor of growth protein 4","ING4","Q9UNL4"
"X6382.17",366,-0.913206496497005,0.913206496497005,1.66263209462642,TRUE,0.75,6661,"MANBA","Beta-mannosidase","MANBA","O00462"
"X22146.20",364,-0.91342953048524,0.91342953048524,1.7172041885948,TRUE,0.75,6662,"FOSL2","Fos-related antigen 2","FOSL2","P15408"
"X5727.35",368,-0.913490638551177,0.913490638551177,1.74709207813756,TRUE,0.75,6663,"B3GLCT","Beta-1,3-glucosyltransferase","B3GLT","Q6Y288"
"X4918.21",365,-0.913977189029283,0.913977189029283,1.67614685420876,TRUE,0.75,6664,"KNG1","Kininogen-1","Kininogen, HMW","P01042"
"X13436.54",362,-0.91401893274373,0.91401893274373,1.67398110191715,TRUE,0.75,6665,"MAZ","Myc-associated zinc finger protein","MAZ","P56270"
"X15315.64",366,-0.914278587919221,0.914278587919221,1.72310816299429,TRUE,0.75,6666,"CUTC","Copper homeostasis protein cutC homolog","CUTC","Q9NTM9"
"X5722.78",359,-0.914383571414677,0.914383571414677,1.59095025999901,TRUE,0.75,6667,"PRCP","Lysosomal Pro-X carboxypeptidase","Prolylcarboxypeptidase","P42785"
"X12395.86",366,-0.914675108369826,0.914675108369826,1.7370926538787,TRUE,0.75,6668,"DARS2","Aspartate--tRNA ligase, mitochondrial","SYDM","Q6PI48"
"X12478.15",368,-0.914822759522787,0.914822759522787,1.73238662502322,TRUE,0.75,6669,"RPL30","60S ribosomal protein L30","RL30","P62888"
"X18213.30",368,-0.914913542170346,0.914913542170346,1.64243660347415,TRUE,0.75,6670,"UBE2F","NEDD8-conjugating enzyme UBE2F","UBE2F","Q969M7"
"X5133.17",362,-0.91507858587172,0.91507858587172,1.65254226282258,TRUE,0.75,6671,"TGFBR2","TGF-beta receptor type-2","TGF-b R II","P37173"
"X24661.4",365,-0.915151554039555,0.915151554039555,1.72889824639874,TRUE,0.75,6672,"MAP6D1","MAP6 domain-containing protein 1","MA6D1","Q9H9H5"
"X6214.84",362,-0.915205983186202,0.915205983186202,1.80283223643927,TRUE,0.75,6673,"IFNA8","Interferon alpha-8","IFNA8","P32881"
"X25033.194",368,-0.915375642702616,0.915375642702616,1.71133366011923,TRUE,0.75,6674,"VCP","Transitional endoplasmic reticulum ATPase","TER ATPase","P55072"
"X25264.102",366,-0.915412862091451,0.915412862091451,1.6583215157726,TRUE,0.75,6675,"INPP5D","SHIP","SHIP","Q92835"
"X19808.26",364,-0.915584635329188,0.915584635329188,1.52831471706547,TRUE,0.75,6676,"RAB3D","Ras-related protein Rab-3D","RAB3D","O95716"
"X20516.11",365,-0.915727025522611,0.915727025522611,1.78670712955533,TRUE,0.75,6677,"SCN3B","Sodium channel subunit beta-3","SCN3B","Q9NY72"
"X13460.4",362,-0.916076588612899,0.916076588612899,1.66199025595934,TRUE,0.75,6678,"CHAD","Chondroadherin","CHAD","O15335"
"X3320.49",361,-0.916592267067183,0.916592267067183,1.67392664157076,TRUE,0.75,6679,"IGFBP7","Insulin-like growth factor-binding protein 7","IGFBP-7","Q16270"
"X13566.2",365,-0.916634882284675,0.916634882284675,1.64728244163579,TRUE,0.75,6680,"SSU72","RNA polymerase II subunit A C-terminal domain phosphatase SSU72","SSU72","Q9NP77"
"X13132.14",368,-0.916646599768444,0.916646599768444,1.69363809857479,TRUE,0.75,6681,"SEMA5A","Semaphorin-5A","SEM5A","Q13591"
"X6600.70",360,-0.916852708642126,0.916852708642126,1.51751488198174,TRUE,0.75,6682,"RELL2","RELT-like protein 2","RELL2","Q8NC24"
"X20547.5",367,-0.917279737995613,0.917279737995613,1.66256982826061,TRUE,0.75,6683,"CHRNB3","Neuronal acetylcholine receptor subunit beta-3","ACHB3","Q05901"
"X9215.117",364,-0.917530808779289,0.917530808779289,1.71679540415223,TRUE,0.75,6684,"USP25","Ubiquitin carboxyl-terminal hydrolase 25","UBP25","Q9UHP3"
"X3420.21",368,-0.917626185472079,0.917626185472079,1.68717395022472,TRUE,0.75,6685,"CA13","Carbonic anhydrase 13","Carbonic anhydrase XIII","Q8N1Q1"
"X20562.78",363,-0.917862696963801,0.917862696963801,1.62621528919987,TRUE,0.75,6686,"KLRB1","Killer cell lectin-like receptor subfamily B member 1","KLRB1","Q12918"
"X7225.51",365,-0.918246510703881,0.918246510703881,1.81145085227777,TRUE,0.75,6687,"MMGT1","Membrane magnesium transporter 1","MMGT1","Q8N4V1"
"X23657.102",362,-0.919035441852829,0.919035441852829,1.75595908528341,TRUE,0.75,6688,"HNRNPLL","Heterogeneous nuclear ribonucleoprotein L-like","HNRLL","Q8WVV9"
"X3758.68",359,-0.919055442793936,0.919055442793936,1.66513940857234,TRUE,0.75,6689,"PROC","Activated Protein C","Activated Protein C","P04070"
"X4867.15",365,-0.919076957627464,0.919076957627464,1.67800255586883,TRUE,0.75,6690,"VEGFA","Vascular endothelial growth factor A, isoform 121","VEGF121","P15692"
"X5262.57",364,-0.919211760146461,0.919211760146461,1.7016494725042,TRUE,0.75,6691,"BCAR3","Breast cancer anti-estrogen resistance protein 3:Src Homology domain","BCAR3:SH2","O75815"
"X5807.77",366,-0.919286000581333,0.919286000581333,1.60082983399294,TRUE,0.75,6692,"CD70","CD70 antigen","CD70","P32970"
"X12703.6",363,-0.919501749779247,0.919501749779247,1.67446804174981,TRUE,0.75,6693,"NEK7","Serine/threonine-protein kinase Nek7","NEK7","Q8TDX7"
"X22414.127",365,-0.919850889738119,0.919850889738119,1.54101941830163,TRUE,0.75,6694,"TLK1","Serine/threonine-protein kinase tousled-like 1","TLK1","Q9UKI8"
"X9050.170",366,-0.919990835730469,0.919990835730469,1.74428657321763,TRUE,0.75,6695,"RSRP1","Arginine/serine-rich protein 1","CA063","Q9BUV0"
"X18429.10",362,-0.920082267881627,0.920082267881627,1.65944016085146,TRUE,0.75,6696,"CDH1","Cadherin-1","Cadherin E","P12830"
"X23364.3",365,-0.920170866935733,0.920170866935733,1.60682956202131,TRUE,0.75,6697,"UCK1","Uridine-cytidine kinase 1","UCK1","Q9HA47"
"X23406.3",368,-0.92034484884328,0.92034484884328,1.65960970971911,TRUE,0.75,6698,"RASSF5","Ras association domain-containing protein 5","RASF5","Q8WWW0"
"X4859.6",366,-0.920586150772005,0.920586150772005,1.77947410496301,TRUE,0.75,6699,"BMPR1A","Bone morphogenetic protein receptor type-1A","BMPR1A","P36894"
"X24055.44",366,-0.920919343624604,0.920919343624604,1.68933575000656,TRUE,0.75,6700,"CSTF1","Cleavage stimulation factor 50 kDa subunit","CSTF1","Q05048"
"X12957.62",365,-0.920955510127073,0.920955510127073,1.59116831717064,TRUE,0.75,6701,"UQCRB","Cytochrome b-c1 complex subunit 7","UCR6","P14927"
"X17436.193",367,-0.921126045911462,0.921126045911462,1.61857826615429,TRUE,0.75,6702,"CSNK1G2","Casein kinase I isoform gamma-2","CSNK1G2","P78368"
"X7919.278",363,-0.921217724443932,0.921217724443932,1.53903460588647,TRUE,0.75,6703,"FAM3D","Protein FAM3D","FAM3D","Q96BQ1"
"X6362.6",366,-0.921714549998183,0.921714549998183,1.59582031738138,TRUE,0.75,6704,"ECRG4","Augurin","AUGN","Q9H1Z8"
"X21247.16",359,-0.921873399191228,0.921873399191228,1.7126511404036,TRUE,0.75,6705,"MAT1A","S-adenosylmethionine synthase isoform type-1","METK1","Q00266"
"X2835.1",365,-0.92202685267357,0.92202685267357,1.74322710737402,TRUE,0.75,6706,"XRCC6","X-ray repair cross-complementing protein 6","Ku70","P12956"
"X3837.6",367,-0.922038828728831,0.922038828728831,1.56656374399404,TRUE,0.75,6707,"ZAP70","Tyrosine-protein kinase ZAP-70","ZAP70","P43403"
"X11405.150",365,-0.922113030268592,0.922113030268592,1.57526415271004,TRUE,0.75,6708,"CARD9","Caspase recruitment domain-containing protein 9","CARD9","Q9H257"
"X21104.37",367,-0.92223599170044,0.92223599170044,1.78167186341526,TRUE,0.75,6709,"UBL5","Ubiquitin-like protein 5","UBL5","Q9BZL1"
"X5063.12",362,-0.922256815224879,0.922256815224879,1.59274016316959,TRUE,0.75,6710,"CD244","Natural killer cell receptor 2B4","CD244","Q9BZW8"
"X21583.14",365,-0.922445417261172,0.922445417261172,1.73748261297236,TRUE,0.75,6711,"RPL26L1","60S ribosomal protein L26-like 1","RL26L","Q9UNX3"
"X20110.25",368,-0.922483659123439,0.922483659123439,1.45043852748122,TRUE,0.75,6712,"JPT2","Hematological and neurological expressed 1-like protein","HN1L","Q9H910"
"X22516.30",367,-0.922904336901138,0.922904336901138,1.60585073029539,TRUE,0.75,6713,"NRL","Neural retina-specific leucine zipper protein","NRL","P54845"
"X3363.31",368,-0.92318680323716,0.92318680323716,1.64080540161737,TRUE,0.75,6714,"CSK","Tyrosine-protein kinase CSK","CSK","P41240"
"X19148.58",361,-0.923328465894619,0.923328465894619,1.61933380363473,TRUE,0.75,6715,"TIMM8A","Mitochondrial import inner membrane translocase subunit Tim8 A","TIM8A","O60220"
"X14021.81",365,-0.92406027330661,0.92406027330661,1.64624138732577,TRUE,0.75,6716,"MED4","Mediator of RNA polymerase II transcription subunit 4","MED4","Q9NPJ6"
"X10527.22",367,-0.924444044672347,0.924444044672347,1.69057621559895,TRUE,0.75,6717,"DHX9","ATP-dependent RNA helicase A","DHX9","Q08211"
"X15669.7",367,-0.924870827655901,0.924870827655901,1.59357546992749,TRUE,0.75,6718,"BRAF","Serine/threonine-protein kinase B-raf","BRAF1","P15056"
"X19262.219",368,-0.924960556504854,0.924960556504854,1.70173695848265,TRUE,0.75,6719,"ACADVL","Very long-chain specific acyl-CoA dehydrogenase, mitochondrial","ACADV","P49748"
"X9923.6",366,-0.92527375317959,0.92527375317959,1.76226094855904,TRUE,0.75,6720,"SOS1","Son of sevenless homolog 1","SOS1","Q07889"
"X9547.29",363,-0.925918938149369,0.925918938149369,1.75023550980798,TRUE,0.75,6721,"EMID1","EMI domain-containing protein 1","EMID1","Q96A84"
"X5707.55",365,-0.92735456265577,0.92735456265577,1.67304826143182,TRUE,0.75,6722,"ELK3","ETS domain-containing protein Elk-3","ELK3","P41970"
"X23624.34",361,-0.927926146932973,0.927926146932973,1.64111345034273,TRUE,0.75,6723,"PSENEN","Gamma-secretase subunit PEN-2","PEN2","Q9NZ42"
"X25422.58",367,-0.928876659423427,0.928876659423427,1.52546492160979,TRUE,0.75,6724,"RPP40","Ribonuclease P protein subunit p40","RPP40","O75818"
"X5669.26",364,-0.929268175854773,0.929268175854773,1.67776763271155,TRUE,0.75,6725,"SIRPB2","Signal-regulatory protein beta-2","SIRB2","Q5JXA9"
"X21833.6",367,-0.929374577037579,0.929374577037579,1.6066751981077,TRUE,0.75,6726,"SIRT6","silent mating type information regulation 2 homolog","sirtuin","Q8N6T7"
"X8945.7",364,-0.930259680508447,0.930259680508447,1.70667484908172,TRUE,0.75,6727,"ABRAXAS2","BRISC complex subunit Abro1","F175B","Q15018"
"X13688.2",363,-0.9303116560249,0.9303116560249,1.65721050336347,TRUE,0.75,6728,"CAPSL","Calcyphosin-like protein","CAPSL","Q8WWF8"
"X22371.46",361,-0.930663229490199,0.930663229490199,1.6271533481213,TRUE,0.75,6729,"FAM110A","Protein FAM110A","F110A","Q9BQ89"
"X7983.1",365,-0.931370609787984,0.931370609787984,1.69454662314909,TRUE,0.75,6730,"PCDHGC5","Protocadherin gamma-C5","PCDGM","Q9Y5F6"
"X24459.15",363,-0.931534016033712,0.931534016033712,1.67692191996007,TRUE,0.75,6731,"COPB2","Coatomer subunit beta'","COPB2","P35606"
"X6281.51",368,-0.931615863701775,0.931615863701775,1.7012996645834,TRUE,0.75,6732,"ST3GAL2","CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 2","SIA4B","Q16842"
"X9952.57",363,-0.932100001304635,0.932100001304635,1.74208101845188,TRUE,0.75,6733,"TFAM","Transcription factor A, mitochondrial","TFAM","Q00059"
"X16865.62",368,-0.932464693496591,0.932464693496591,1.75737430166853,TRUE,0.75,6734,"TAF15","TATA-binding protein-associated factor 2N","RBP56","Q92804"
"X19821.10",366,-0.932523953997555,0.932523953997555,1.52123798060154,TRUE,0.75,6735,"PGLYRP4","Peptidoglycan recognition protein I-beta","PGRP-I-beta","Q96LB8"
"X8372.29",367,-0.932879543337147,0.932879543337147,1.68794412712404,TRUE,0.75,6736,"CDHR1","Cadherin-related family member 1","CDHR1","Q96JP9"
"X7743.5",366,-0.933978951346606,0.933978951346606,1.68642082119721,TRUE,0.75,6737,"TIMM50","Mitochondrial import inner membrane translocase subunit TIM50","TIM50","Q3ZCQ8"
"X2575.5",368,-0.934277697617208,0.934277697617208,1.72881632606041,TRUE,0.75,6738,"LEP","Leptin","Leptin","P41159"
"X11614.29",366,-0.934777521691708,0.934777521691708,1.76764809062835,TRUE,0.75,6739,"ERH","Enhancer of rudimentary homolog","ERH","P84090"
"X12696.166",364,-0.935203978673379,0.935203978673379,1.7389324731162,TRUE,0.75,6740,"PRMT3","Protein arginine N-methyltransferase 3","ANM3","O60678"
"X15404.3",364,-0.936192279134394,0.936192279134394,1.6726587406328,TRUE,0.75,6741,"IFNA21","Interferon alpha-21","IFN21","P01568"
"X6463.59",362,-0.937226050801864,0.937226050801864,1.58808488643821,TRUE,0.75,6742,"QRFP","Orexigenic neuropeptide QRFP","OX26","P83859"
"X9723.105",367,-0.937308267128137,0.937308267128137,1.60139509663052,TRUE,0.75,6743,"MMRN2","Multimerin-2","EMILIN-3","Q9H8L6"
"X12348.46",366,-0.937316795712572,0.937316795712572,1.75372004371275,TRUE,0.75,6744,"SARS2","Serine--tRNA ligase, mitochondrial","SYSM","Q9NP81"
"X25251.6",367,-0.937333523508365,0.937333523508365,1.61685324280326,TRUE,0.75,6745,"ENPP3","Ectonucleotide pyrophosphatase/phosphodiesterase family member 3","ENPP3","O14638"
"X7249.37",366,-0.939524870261562,0.939524870261562,1.56380945340024,TRUE,0.75,6746,"BCL2L10","Bcl-2-like protein 10","B2L10","Q9HD36"
"X10531.18",366,-0.940477640165764,0.940477640165764,1.76210886887442,TRUE,0.75,6747,"NRAS","GTPase NRas","RASN","P01111"
"X22499.15",366,-0.941776536728552,0.941776536728552,1.61255015434174,TRUE,0.75,6748,"MED28","Mediator of RNA polymerase II transcription subunit 28","MED28","Q9H204"
"X14249.68",362,-0.941798978607681,0.941798978607681,1.5570946657951,TRUE,0.75,6749,"MID2","Probable E3 ubiquitin-protein ligase MID2","TRIM1","Q9UJV3"
"X10762.2",366,-0.941859816186081,0.941859816186081,1.66637344318575,TRUE,0.75,6750,"KLRG2","Killer cell lectin-like receptor subfamily G member 2:N-term","KLRG2:N-term","A4D1S0"
"X24706.73",366,-0.942169158344924,0.942169158344924,1.60069868211826,TRUE,0.75,6751,"CFDP1","Craniofacial development protein 1","CFDP1","Q9UEE9"
"X20999.12",367,-0.942560018936578,0.942560018936578,1.66827938982081,TRUE,0.75,6752,"RPL5","60S ribosomal protein L5","RL5","P46777"
"X9357.4",367,-0.94288946683216,0.94288946683216,1.70227815080933,TRUE,0.75,6753,"CREG1","Protein CREG1","CREG1","O75629"
"X11592.1",367,-0.943461205810859,0.943461205810859,1.75644771224233,TRUE,0.75,6754,"ELAVL1","ELAV-like protein 1","ELAV1","Q15717"
"X11586.2",365,-0.943931636334381,0.943931636334381,1.7609899762351,TRUE,0.75,6755,"LRRN1","Leucine-rich repeat neuronal protein 1:Extracellular domain","LRRN1:ECD","Q6UXK5"
"X25125.7",365,-0.944057807918974,0.944057807918974,1.53349389408746,TRUE,0.75,6756,"STAC","SH3 and cysteine-rich domain-containing protein","STAC","Q99469"
"X10910.6",360,-0.944211906888836,0.944211906888836,1.67598731938488,TRUE,0.75,6757,"CEACAM4","Carcinoembryonic antigen-related cell adhesion molecule 4","CEAM4","O75871"
"X25110.19",365,-0.944391720665181,0.944391720665181,1.63280409495834,TRUE,0.75,6758,"EXOC7","Exocyst complex component 7","EXOC7","Q9UPT5"
"X18897.31",364,-0.945382737872625,0.945382737872625,1.75021650769981,TRUE,0.75,6759,"HDAC2","Histone deacetylase 2","HDAC2","Q92769"
"X20078.6",345,-0.945839141730742,0.945839141730742,1.78299609740564,TRUE,0.75,6760,"MYL6B","Myosin light chain 6B","MYL6B","P14649"
"X19371.18",364,-0.946018812459161,0.946018812459161,1.69548051829636,TRUE,0.75,6761,"MAPRE1","Microtubule-associated protein RP/EB family member 1","MARE1","Q15691"
"X22523.4",368,-0.946709863474457,0.946709863474457,1.64548667446002,TRUE,0.75,6762,"PABPC5","Polyadenylate-binding protein 5","PABP5","Q96DU9"
"X18938.3",368,-0.947239147981977,0.947239147981977,1.75071831713937,TRUE,0.75,6763,"VLDLR","Very low-density lipoprotein receptor","VLDLR","P98155"
"X23547.21",365,-0.947527613278855,0.947527613278855,1.69624711136702,TRUE,0.75,6764,"TCEA3","Transcription elongation factor A protein 3","TCEA3","O75764"
"X17743.14",368,-0.947803589695182,0.947803589695182,1.58891684705589,TRUE,0.75,6765,"UBE2A","Ubiquitin-conjugating enzyme E2 A","UBE2A","P49459"
"X8340.9",364,-0.948046512594289,0.948046512594289,1.7325878116989,TRUE,0.75,6766,"DEFB110","Beta-defensin 110","DB110","Q30KQ9"
"X11300.32",359,-0.948158317444648,0.948158317444648,1.76905917729684,TRUE,0.75,6767,"SORT1","Sortilin","SORT","Q99523"
"X13602.6",362,-0.948351307945372,0.948351307945372,1.77428324358127,TRUE,0.75,6768,"SNU13","NHP2-like protein 1","NH2L1","P55769"
"X13083.18",367,-0.9484840053877,0.9484840053877,1.70067523042719,TRUE,0.75,6769,"VARS1","Valine--tRNA ligase","SYVC","P26640"
"X18458.4",361,-0.948697542012305,0.948697542012305,1.75458555125918,TRUE,0.75,6770,"PTGES2","Prostaglandin E synthase 2","PGES2","Q9H7Z7"
"X8463.2",364,-0.949285768939114,0.949285768939114,1.66139648781378,TRUE,0.75,6771,"SOD3","Extracellular superoxide dismutase [Cu-Zn]","SOD3","P08294"
"X2573.20",363,-0.949433838427934,0.949433838427934,1.73988031928635,TRUE,0.75,6772,"IL6","Interleukin-6","IL-6","P05231"
"X13492.44",367,-0.95021406816921,0.95021406816921,1.76024316217545,TRUE,0.75,6773,"HSPA9","Stress-70 protein, mitochondrial","HSPA9B","P38646"
"X19365.11",367,-0.95035314896471,0.95035314896471,1.71837964428515,TRUE,0.75,6774,"BCAT2","Branched-chain-amino-acid aminotransferase, mitochondrial","BCAT2","O15382"
"X4194.26",358,-0.950447427892817,0.950447427892817,1.79437501660247,TRUE,0.75,6775,"ANP32B","Acidic leucine-rich nuclear phosphoprotein 32 family member B","AN32B","Q92688"
"X25255.4",367,-0.950557324115914,0.950557324115914,1.59840018127885,TRUE,0.75,6776,"TMUB1","Transmembrane and ubiquitin-like domain-containing protein 1","TMUB1","Q9BVT8"
"X23663.28",364,-0.951026954906947,0.951026954906947,1.6828478677059,TRUE,0.75,6777,"ATP6V1C1","Vacuolar ATP synthase subunit C 1","VATC1","P21283"
"X12801.33",364,-0.951893128908638,0.951893128908638,1.66828226398224,TRUE,0.75,6778,"IRF2","Interferon regulatory factor 2","IRF2","P14316"
"X20579.50",367,-0.951934838750793,0.951934838750793,1.78834944566214,TRUE,0.75,6779,"MAG","Myelin-associated glycoprotein","MAG","P20916"
"X5006.71",367,-0.952065291266526,0.952065291266526,1.71849305659798,TRUE,0.75,6780,"MAPK13","Mitogen-activated protein kinase 13","MK13","O15264"
"X5346.24",368,-0.952115645052852,0.952115645052852,1.75124897441669,TRUE,0.75,6781,"CPNE1","Copine-1:Ca2+-dependent membrane-targeting module domains 1 and 2","CPNE1:C2, 1 and 2","Q99829"
"X25088.42",366,-0.953469302634336,0.953469302634336,1.57307923896284,TRUE,0.75,6782,"PHKA1","Phosphorylase b kinase regulatory subunit alpha, skeletal muscle isoform","PHKA1","P46020"
"X20453.9",365,-0.954260070761896,0.954260070761896,1.74971925517059,TRUE,0.75,6783,"NSMCE1","Non-structural maintenance of chromosomes element 1 homolog","NSE1","Q8WV22"
"X8079.39",366,-0.954328236078684,0.954328236078684,1.69114483105487,TRUE,0.75,6784,"EID3","EP300-interacting inhibitor of differentiation 3","EID3","Q8N140"
"X9523.34",366,-0.954781526164185,0.954781526164185,1.77823452610455,TRUE,0.75,6785,"ITM2C","Integral membrane protein 2C:C-term","ITM2C:C-term","Q9NQX7"
"X11402.17",363,-0.95540062203392,0.95540062203392,1.73456662886087,TRUE,0.75,6786,"KMT2C","Histone-lysine N-methyltransferase 2C","KMT2C","Q8NEZ4"
"X8535.102",364,-0.955427983623062,0.955427983623062,1.80769469551502,TRUE,0.75,6787,"DMKN","Dermokine","Dermokine","Q6E0U4"
"X25491.54",363,-0.955603548253841,0.955603548253841,1.63618274167881,TRUE,0.75,6788,"LNPK","Endoplasmic reticulum junction formation protein lunapark","LNP","Q9C0E8"
"X7060.2",368,-0.955905639986361,0.955905639986361,1.76065731097425,TRUE,0.75,6789,"ERO1A","ERO1-like protein alpha","ERO1A","Q96HE7"
"X4560.34",367,-0.955978283629875,0.955978283629875,1.7318036655984,TRUE,0.75,6790,"LCK","Tyrosine-protein kinase Lck","LCK","P06239"
"X15698.6",366,-0.956649398405334,0.956649398405334,1.68260920783087,TRUE,0.75,6791,"TXLNA","Alpha-taxilin","TXLNA","P40222"
"X22973.8",364,-0.956780932152359,0.956780932152359,1.77721345797716,TRUE,0.75,6792,"CXCL3","Gro-gamma","Gro-g","P19876"
"X9074.6",367,-0.957176639503609,0.957176639503609,1.69794838092062,TRUE,0.75,6793,"FAXDC2","Fatty acid hydroxylase domain-containing protein 2","CE004","Q96IV6"
"X25284.47",363,-0.957652800988712,0.957652800988712,1.69320793501929,TRUE,0.75,6794,"UBA6","Ubiquitin-like modifier-activating enzyme 6","UBA6","A0AVT1"
"X10370.21",368,-0.958044450266521,0.958044450266521,1.65860860122839,TRUE,0.75,6795,"STAT1","Signal transducer and activator of transcription 1-alpha/beta","STAT1","P42224"
"X25278.41",362,-0.958054585604108,0.958054585604108,1.64628579908526,TRUE,0.75,6796,"ARHGAP6","Rho GTPase-activating protein 6","RHG06","O43182"
"X11378.37",365,-0.958585330731353,0.958585330731353,1.68555218254134,TRUE,0.75,6797,"SYK","Tyrosine-protein kinase SYK:Src Homology domain","KSYK:SH2, 1 and 2","P43405"
"X16081.38",364,-0.959230072508846,0.959230072508846,1.70828842043151,TRUE,0.75,6798,"AKR1B10","Aldo-keto reductase family 1 member B10","Aldose reductase-like","O60218"
"X12713.365",365,-0.959565093513927,0.959565093513927,1.54847313617748,TRUE,0.75,6799,"RGS19","Regulator of G-protein signaling 19","RGS19","P49795"
"X5526.53",363,-0.959721927250836,0.959721927250836,1.64887879250609,TRUE,0.75,6800,"TNFRSF18","Tumor necrosis factor receptor superfamily member 18","GITR","Q9Y5U5"
"X8811.24",367,-0.959930696998201,0.959930696998201,1.78913928813434,TRUE,0.75,6801,"BAMBI","BMP and activin membrane-bound inhibitor homolog:Extracellular domain","BAMBI:ECD","Q13145"
"X24432.3",367,-0.959995023078954,0.959995023078954,1.73124234757935,TRUE,0.75,6802,"GRIPAP1","GRIP1-associated protein 1","GRAP1","Q4V328"
"X15343.337",323,-0.960746369194954,0.960746369194954,1.76786664513643,TRUE,0.75,6803,"KNG1","Kininogen, HMW, Two Chain","Kininogen, HMW, Two Chain","P01042"
"X18192.69",368,-0.960808143757332,0.960808143757332,1.58983037319195,TRUE,0.75,6804,"MAGEA5","Melanoma-associated antigen 5","MAGE-5","P43359"
"X5229.90",368,-0.961115167300138,0.961115167300138,1.69678601785064,TRUE,0.75,6805,"IMPDH1","Inosine-5'-monophosphate dehydrogenase 1","IMDH1","P20839"
"X7076.17",365,-0.961313512839844,0.961313512839844,1.71635172226296,TRUE,0.75,6806,"ECEL1","Endothelin-converting enzyme-like 1","ECEL1","O95672"
"X2752.62",365,-0.96253587547891,0.96253587547891,1.62766943000665,TRUE,0.75,6807,"GDF5","Growth/differentiation factor 5","BMP-14","P43026"
"X24407.31",367,-0.962658525556793,0.962658525556793,1.636076949521,TRUE,0.75,6808,"KIF3C","Kinesin-like protein KIF3C","KIF3C","O14782"
"X5721.1",367,-0.963179290381058,0.963179290381058,1.70746816161278,TRUE,0.75,6809,"CD226","CD226 antigen","CD226","Q15762"
"X25300.39",363,-0.963214091049647,0.963214091049647,1.58909881137456,TRUE,0.75,6810,"MALT1","Mucosa-associated lymphoid tissue lymphoma translocation protein 1","MALT1","Q9UDY8"
"X3644.5",366,-0.963268782883585,0.963268782883585,1.52567045910016,TRUE,0.75,6811,"DKKL1","Dickkopf-like protein 1","Soggy-1","Q9UK85"
