"protein_id","n_valid","loess_corr","loess_corr_abs","loess_mae_z","loess_converged","effective_span","rank","EntrezGeneSymbol","TargetFullName","Target","UniProt"
"X13967.14",367,0.999813790319889,0.999813790319889,0.107746638696097,TRUE,0.75,1,"TXNRD1","Thioredoxin reductase 1, cytoplasmic","Thioredoxin reductase 1","Q16881"
"X7003.4",368,0.999034621660306,0.999034621660306,0.262316193063281,TRUE,0.75,2,"GALNT10","Polypeptide N-acetylgalactosaminyltransferase 10","GLT10","Q86SR1"
"X22970.8",367,0.998911389562426,0.998911389562426,0.171544532459107,TRUE,0.75,3,"GIPC1","PDZ domain-containing protein GIPC1","GIPC1","O14908"
"X13937.75",357,0.998806508052246,0.998806508052246,0.0867539876537526,TRUE,0.75,4,"CAND1","Cullin-associated NEDD8-dissociated protein 1","CAND1","Q86VP6"
"X9910.9",367,0.998606219330483,0.998606219330483,0.1597780638454,TRUE,0.75,5,"MTAP","S-methyl-5'-thioadenosine phosphorylase","MTAP","Q13126"
"X3815.14",367,0.998538727425566,0.998538727425566,0.207672331013903,TRUE,0.75,6,"IL12RB2","Interleukin-12 receptor subunit beta-2","IL-12 RB2","Q99665"
"X8975.26",366,0.998513743648928,0.998513743648928,0.102890661668447,TRUE,0.75,7,"CNOT9","Cell differentiation protein RCD1 homolog","RCD1","Q92600"
"X12499.108",368,0.998321363829882,0.998321363829882,0.0958732867921048,TRUE,0.75,8,"SH3GL2","Endophilin-A1","SH3G2","Q99962"
"X3504.58",366,0.998264075655166,0.998264075655166,0.137489634636449,TRUE,0.75,9,"HAMP","Hepcidin","LEAP-1","P81172"
"X25249.33",365,0.998240143749974,0.998240143749974,0.121334604331457,TRUE,0.75,10,"PDHA2","Pyruvate dehydrogenase E1 component subunit alpha, testis-specific form, mitochondrial","ODPAT","P29803"
"X15324.58",368,0.998061537631695,0.998061537631695,0.219716742722906,TRUE,0.75,11,"FTL","Ferritin light chain","Ferritin light chain","P02792"
"X17827.53",368,0.998042995817737,0.998042995817737,0.227096224234403,TRUE,0.75,12,"DYNLRB2","Dynein light chain roadblock-type 2","DLRB2","Q8TF09"
"X12340.17",367,0.997667887347743,0.997667887347743,0.0582499487138099,TRUE,0.75,13,"AARS1","Alanine--tRNA ligase, cytoplasmic","SYAC","P49588"
"X12621.55",365,0.997480524906686,0.997480524906686,0.156044763138117,TRUE,0.75,14,"PPP2R1A","Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform","PP2AAA","P30153"
"X16810.3",367,0.997380925328695,0.997380925328695,0.220696087946586,TRUE,0.75,15,"GDI1","Rab GDP dissociation inhibitor alpha","RhoGDI","P31150"
"X9514.46",368,0.997153951958883,0.997153951958883,0.146786194089192,TRUE,0.75,16,"EFCAB14","EF-hand calcium-binding domain-containing protein 14:C-term","K0494:C-term","O75071"
"X18313.4",354,0.997097077478491,0.997097077478491,0.36091881138312,TRUE,0.75,17,"ASRGL1","Isoaspartyl peptidase/L-asparaginase","Asparaginase-like protein 1","Q7L266"
"X9017.58",355,0.996939679169258,0.996939679169258,0.0482096315136732,TRUE,0.75,18,"LCT","Lactase-phlorizin hydrolase","LPH","P09848"
"X5934.1",368,0.996558446687228,0.996558446687228,0.252696079834157,TRUE,0.75,19,"FTH1|FTL","Ferritin","Ferritin","P02794|P02792"
"X11830.48",368,0.996381938250462,0.996381938250462,0.22242826441557,TRUE,0.75,20,"PTPN11","Tyrosine-protein phosphatase non-receptor type 11","SHP-2","Q06124"
"X15612.5",366,0.996359260284129,0.996359260284129,0.0930757820356327,TRUE,0.75,21,"LIN7B","Protein lin-7 homolog B","LIN7B","Q9HAP6"
"X16583.8",367,0.996234291592949,0.996234291592949,0.158329722291173,TRUE,0.75,22,"NUDT2","Bis(5'-nucleosyl)-tetraphosphatase [asymmetrical]","AP4A","P50583"
"X24704.38",367,0.996141557475025,0.996141557475025,0.101145127618647,TRUE,0.75,23,"COMMD5","COMM domain-containing protein 5","COMD5","Q9GZQ3"
"X3195.50",365,0.996126399895164,0.996126399895164,0.182130543976029,TRUE,0.75,24,"GNLY","Granulysin","Granulysin","P22749"
"X22023.3",365,0.995948216239094,0.995948216239094,0.344911128039197,TRUE,0.75,25,"AADAT","Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial","AADAT","Q8N5Z0"
"X7056.16",365,0.995695750970035,0.995695750970035,0.126499801919166,TRUE,0.75,26,"SLC3A2","4F2 cell-surface antigen heavy chain:Extracellular domain","4F2:ECD","P08195"
"X22563.4",362,0.995677138836625,0.995677138836625,0.352114089647512,TRUE,0.75,27,"KIRREL1","Kin of IRRE-like protein 1","KIRR1","Q96J84"
"X11120.49",367,0.995411764348858,0.995411764348858,0.217168161731383,TRUE,0.75,28,"NAT14","N-acetyltransferase 14","NAT14","Q8WUY8"
"X3805.16",365,0.995289526779695,0.995289526779695,0.259493503436025,TRUE,0.75,29,"ESM1","Endothelial cell-specific molecule 1","Endocan","Q9NQ30"
"X9600.55",363,0.995193930643923,0.995193930643923,0.274625832870939,TRUE,0.75,30,"THSD7A","Thrombospondin type-1 domain-containing protein 7A:Thrombospondin type-1 domain 17","THS7A:TSP type-1 domain 17","Q9UPZ6"
"X4487.1",363,0.995075006422814,0.995075006422814,0.257537810087239,TRUE,0.75,31,"FGF7","Fibroblast growth factor 7","FGF7","P21781"
"X19273.3",368,0.994987930964733,0.994987930964733,0.0890313010050482,TRUE,0.75,32,"GSR","Glutathione reductase, mitochondrial","Glutathione reductase","P00390"
"X8469.41",367,0.994954858719171,0.994954858719171,0.159921917165454,TRUE,0.75,33,"IGFBP2","Insulin-like growth factor-binding protein 2","IGFBP-2","P18065"
"X12753.6",367,0.994225803984691,0.994225803984691,0.0991804059477197,TRUE,0.75,34,"APBB2","Amyloid beta A4 precursor protein-binding family B member 2:Phosphotyrosine Interaction Domain 1","APBB2:PID 1","Q92870"
"X12768.3",335,0.994204168899782,0.994204168899782,0.181697534744885,TRUE,0.75,35,"PPP1R3B","Protein phosphatase 1 regulatory subunit 3B","PPR3B","Q86XI6"
"X4533.76",364,0.9938703499641,0.9938703499641,0.186065615168986,TRUE,0.75,36,"ADAMTS15","A disintegrin and metalloproteinase with thrombospondin motifs 15","ATS15","Q8TE58"
"X13959.7",368,0.993852545863297,0.993852545863297,0.204124022757473,TRUE,0.75,37,"LAP3","Cytosol aminopeptidase","LAP","P28838"
"X4886.3",365,0.993700214151258,0.993700214151258,0.18071211365191,TRUE,0.75,38,"CCL7","C-C motif chemokine 7","MCP-3","P80098"
"X20995.47",346,0.993431788423103,0.993431788423103,0.133585441513191,TRUE,0.75,39,"POLR2C","DNA-directed RNA polymerase II subunit RPB3","RPB3","P19387"
"X21188.38",366,0.993075398241092,0.993075398241092,0.212547064105412,TRUE,0.75,40,"RWDD4","RWD domain-containing protein 4","RWDD4","Q6NW29"
"X8382.47",365,0.992298190909012,0.992298190909012,0.138406374472947,TRUE,0.75,41,"MAPKAPK5","MAP kinase-activated protein kinase 5","MAPK5","Q8IW41"
"X4996.66",366,0.992290658996163,0.992290658996163,0.0671381395739864,TRUE,0.75,42,"HRG","Histidine-rich glycoprotein","HRG","P04196"
"X22070.5",365,0.991850518640378,0.991850518640378,0.202906983060311,TRUE,0.75,43,"ARHGEF16","Rho guanine nucleotide exchange factor 16","ARHGG","Q5VV41"
"X17320.19",356,0.99179147402236,0.99179147402236,0.0987891302775252,TRUE,0.75,44,"AASDHPPT","L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase","ADPPT","Q9NRN7"
"X23528.199",368,0.99178212357228,0.99178212357228,0.0850090699251146,TRUE,0.75,45,"PHYHIPL","Phytanoyl-CoA hydroxylase-interacting protein-like","PHIPL","Q96FC7"
"X20376.64",358,0.991568645015919,0.991568645015919,0.194012040518918,TRUE,0.75,46,"TATDN1","Putative deoxyribonuclease TATDN1","TATD1","Q6P1N9"
"X10608.9",365,0.990267612281475,0.990267612281475,0.225964791346941,TRUE,0.75,47,"HTN1","Histatin-1","HIS1","P15515"
"X4474.19",366,0.989899238379663,0.989899238379663,0.259450946106122,TRUE,0.75,48,"RPS27A","Ubiquitin","Ubiquitin","P62979"
"X2182.54",366,0.989053557795653,0.989053557795653,0.231418527142822,TRUE,0.75,49,"C4A|C4B","Complement C4b","C4b","P0C0L4|P0C0L5"
"X11252.30",364,0.989047795182946,0.989047795182946,0.0966384307267511,TRUE,0.75,50,"LRCH4","Leucine-rich repeat and calponin homology domain-containing protein 4:Calponin Homology","LRCH4:CH","O75427"
"X14064.21",366,0.988602197096932,0.988602197096932,0.262858648765958,TRUE,0.75,51,"PGLYRP1","Peptidoglycan recognition protein 1","PGRP-S","O75594"
"X12477.42",353,0.988524230126522,0.988524230126522,0.224611559517454,TRUE,0.75,52,"TSN","Translin","TSN","Q15631"
"X6520.87",368,0.988516356287939,0.988516356287939,0.278849865919586,TRUE,0.75,53,"MGP","Matrix Gla protein","MGP","P08493"
"X5021.13",359,0.987817301014728,0.987817301014728,0.0735509458310354,TRUE,0.75,54,"PPA1","Inorganic pyrophosphatase","PPase","Q15181"
"X12684.5",366,0.987450285239148,0.987450285239148,0.146802511123973,TRUE,0.75,55,"SCIN","Adseverin","ADSV","Q9Y6U3"
"X13992.12",367,0.987185043026063,0.987185043026063,0.281800496252465,TRUE,0.75,56,"NSF","Vesicle-fusing ATPase","NSF","P46459"
"X20994.37",362,0.986897879759612,0.986897879759612,0.172079792512931,TRUE,0.75,57,"PLEKHF2","Pleckstrin homology domain-containing family F member 2","PKHF2","Q9H8W4"
"X3896.5",356,0.986888048763394,0.986888048763394,0.146007009704762,TRUE,0.75,58,"PGAM1","Phosphoglycerate mutase 1","Phosphoglycerate mutase 1","P18669"
"X14038.130",365,0.986885111583411,0.986885111583411,0.146758231065684,TRUE,0.75,59,"CST7","Cystatin-F","CYTF","O76096"
"X8994.65",361,0.985971643818774,0.985971643818774,0.135412464436681,TRUE,0.75,60,"SLAMF8","SLAM family member 8","SLAMF8","Q9P0V8"
"X23305.38",364,0.985636846590732,0.985636846590732,0.138351913265724,TRUE,0.75,61,"REEP2","Receptor expression-enhancing protein 2","REEP2","Q9BRK0"
"X14078.69",366,0.985532018010322,0.985532018010322,0.226131100222976,TRUE,0.75,62,"XCL1","Lymphotactin","Lymphotactin","P47992"
"X11401.181",367,0.98415057006989,0.98415057006989,0.246895757840658,TRUE,0.75,63,"RNF146","E3 ubiquitin-protein ligase RNF146","RN146","Q9NTX7"
"X21152.25",368,0.984035257379642,0.984035257379642,0.196304502130466,TRUE,0.75,64,"EYA2","Eyes absent homolog 2","EYA2","O00167"
"X15474.7",368,0.983743163609114,0.983743163609114,0.302284849936774,TRUE,0.75,65,"PIN1","Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1","PIN1","Q13526"
"X14157.21",368,0.982577437357565,0.982577437357565,0.1170834375984,TRUE,0.75,66,"YWHAE","14-3-3 protein epsilon","14-3-3E","P62258"
"X18376.19",336,0.982374959287709,0.982374959287709,0.26654230464026,TRUE,0.75,67,"MYL3","Myosin light chain 3","Myosin light chain 1","P08590"
"X19279.42",367,0.982039867812961,0.982039867812961,0.0821921314160276,TRUE,0.75,68,"RBP1","Retinol-binding protein 1","CRBP","P09455"
"X24470.20",368,0.98148900879797,0.98148900879797,0.374329463684728,TRUE,0.75,69,"PCBP3","Poly(rC)-binding protein 3","PCBP3","P57721"
"X4985.11",363,0.981051189086432,0.981051189086432,0.218031057014638,TRUE,0.75,70,"FABP5","Fatty acid-binding protein, epidermal","FABPE","Q01469"
"X14102.6",365,0.980868176546432,0.980868176546432,0.209926941928359,TRUE,0.75,71,"GNLY","Granulysin","Granulysin","P22749"
"X8086.49",362,0.980757866296984,0.980757866296984,0.137110586754327,TRUE,0.75,72,"ITM2B","Integral membrane protein 2B","ITM2B","Q9Y287"
"X18218.48",367,0.980378549470292,0.980378549470292,0.179855102430328,TRUE,0.75,73,"CNRIP1","CB1 cannabinoid receptor-interacting protein 1","CB032","Q96F85"
"X21600.10",368,0.980080071739964,0.980080071739964,0.227145540438837,TRUE,0.75,74,"CTNNBIP1","Beta-catenin-interacting protein 1","CNBP1","Q9NSA3"
"X22527.4",364,0.97721796226956,0.97721796226956,0.193194335267671,TRUE,0.75,75,"PDLIM3","PDZ and LIM domain protein 3","PDLI3","Q53GG5"
"X10440.26",368,0.976749287705381,0.976749287705381,0.161445924321756,TRUE,0.75,76,"CLMP","CXADR-like membrane protein:Extracellular domain","ACAM:ECD","Q9H6B4"
"X17712.7",368,0.975951748902421,0.975951748902421,0.132815074032772,TRUE,0.75,77,"IDI1","Isopentenyl-diphosphate Delta-isomerase 1","IDI1","Q13907"
"X20389.36",360,0.975789280366029,0.975789280366029,0.207068185750022,TRUE,0.75,78,"IMMP2L","Mitochondrial inner membrane protease subunit 2","IMP2L","Q96T52"
"X7885.17",367,0.974711654153957,0.974711654153957,0.319833947849073,TRUE,0.75,79,"CFHR5","Complement factor H-related protein 5","complement factor H-related 5","Q9BXR6"
"X19135.5",365,0.974243331380406,0.974243331380406,0.155041916686244,TRUE,0.75,80,"NT5C3B","7-methylguanosine phosphate-specific 5'-nucleotidase","Cytosolic 5'-nucleotidase III-like protein","Q969T7"
"X8803.61",365,0.974110305508069,0.974110305508069,0.197119284749453,TRUE,0.75,81,"NECTIN1","Nectin-1, isoform gamma:Cytoplasmic domain","nectin-1 gamma:CD","Q15223"
"X9895.77",361,0.973360038936034,0.973360038936034,0.200959017577913,TRUE,0.75,82,"ERCC4","DNA repair endonuclease XPF","XPF","Q92889"
"X19111.10",366,0.973348724602753,0.973348724602753,0.17684673980889,TRUE,0.75,83,"UBE2M","NEDD8-conjugating enzyme Ubc12","UBC12","P61081"
"X25276.32",366,0.972525063135911,0.972525063135911,0.179795262170716,TRUE,0.75,84,"RABL6","Rab-like protein 6","RABL6","Q3YEC7"
"X13496.19",368,0.971429472718972,0.971429472718972,0.191871410265294,TRUE,0.75,85,"HMGCS1","Hydroxymethylglutaryl-CoA synthase, cytoplasmic","HMCS1","Q01581"
"X22955.28",365,0.970940284210244,0.970940284210244,0.171735366946011,TRUE,0.75,86,"RBP1","Retinol-binding protein 1","CRBP","P09455"
"X6433.57",363,0.970634705485871,0.970634705485871,0.238263727112707,TRUE,0.75,87,"FAM20A","Pseudokinase FAM20A","FA20A","Q96MK3"
"X5360.9",364,0.969968811756281,0.969968811756281,0.397317288912716,TRUE,0.75,88,"AKT2","RAC-beta serine/threonine-protein kinase","PKB beta","P31751"
"X8246.9",367,0.967116183302958,0.967116183302958,0.149946029827711,TRUE,0.75,89,"PCSK9","Proprotein convertase subtilisin/kexin type 9","PCSK9","Q8NBP7"
"X7717.95",363,0.966428082281569,0.966428082281569,0.204049636508069,TRUE,0.75,90,"CFTR","Cystic fibrosis transmembrane conductance regulator","CFTR","P13569"
"X12599.10",367,0.966038219111984,0.966038219111984,0.311891715122006,TRUE,0.75,91,"FERMT3","Fermitin family homolog 3","URP2","Q86UX7"
"X3339.33",364,0.965487669342117,0.965487669342117,0.407203093350032,TRUE,0.75,92,"THBS2","Thrombospondin-2","TSP2","P35442"
"X9461.2",355,0.964399940719321,0.964399940719321,0.234173101620466,TRUE,0.75,93,"ICAM4","Intercellular adhesion molecule 4","ICAM4","Q14773"
"X11146.4",367,0.963795201373533,0.963795201373533,0.367675827572126,TRUE,0.75,94,"TBX22","T-box transcription factor TBX22","TBX22","Q9Y458"
"X25266.14",368,0.963780854060031,0.963780854060031,0.266505312008265,TRUE,0.75,95,"OSBPL1A","Oxysterol-binding protein-related protein 1","OSBL1","Q9BXW6"
"X9315.16",347,0.963056347370977,0.963056347370977,0.13596947516262,TRUE,0.75,96,"MUL1","Mitochondrial ubiquitin ligase activator of NFKB 1:Mitochindrial intermembrane domain","MUL1:MIMD","Q969V5"
"X19134.66",363,0.962661870296025,0.962661870296025,0.368425315380212,TRUE,0.75,97,"POLR2K","DNA-directed RNA polymerases I, II, and III subunit RPABC4","RPAB4","P53803"
"X15526.33",365,0.962463799054055,0.962463799054055,0.215065781871556,TRUE,0.75,98,"GSS","Glutathione synthetase","GSHB","P48637"
"X19581.15",368,0.962322552432397,0.962322552432397,0.159583159358403,TRUE,0.75,99,"IGFBP5","Insulin-like growth factor-binding protein 5","IGFBP-5","P24593"
"X15452.5",368,0.96154620427396,0.96154620427396,0.294718507684368,TRUE,0.75,100,"NT5E","5'-Nucleotidase","5'-Nucleotidase","P21589"
"X4971.1",361,0.96149856534098,0.96149856534098,0.235202007499756,TRUE,0.75,101,"CTSZ","Cathepsin Z","CATZ","Q9UBR2"
"X21231.3",362,0.961023435850713,0.961023435850713,0.304708910391875,TRUE,0.75,102,"CHRNA5","Neuronal acetylcholine receptor subunit alpha-5","ACHA5","P30532"
"X13499.30",366,0.960685478689305,0.960685478689305,0.207461032894418,TRUE,0.75,103,"F8","Coagulation Factor VIII","Coagulation Factor VIII","P00451"
"X4271.75",365,0.960453712596123,0.960453712596123,0.209987929703641,TRUE,0.75,104,"PFDN5","Prefoldin subunit 5","PFD5","Q99471"
"X7198.197",368,0.959580049586108,0.959580049586108,0.433903024446981,TRUE,0.75,105,"FAM20B","Glycosaminoglycan xylosylkinase","FA20B","O75063"
"X22094.15",364,0.959114940862727,0.959114940862727,0.316271228022579,TRUE,0.75,106,"C2orf73","Uncharacterized protein C2orf73","CB073","Q8N5S3"
"X15470.11",364,0.958958381595805,0.958958381595805,0.34026789873803,TRUE,0.75,107,"HEXB","Beta-hexosaminidase subunit beta","Hexosaminidase B","P07686"
"X4292.5",358,0.958269558512591,0.958269558512591,0.207132545210631,TRUE,0.75,108,"NAPA","Alpha-soluble NSF attachment protein","SNAA","P54920"
"X15319.226",363,0.957926330622414,0.957926330622414,0.424053365996367,TRUE,0.75,109,"CCNA1","Cyclin-A1","CCNA1","P78396"
"X7788.1",358,0.957384904298336,0.957384904298336,0.227307093335187,TRUE,0.75,110,"ATP5PF","ATP synthase-coupling factor 6, mitochondrial","CF6","P18859"
"X5231.79",367,0.95697759926701,0.95697759926701,0.165815526928054,TRUE,0.75,111,"PCSK9","Proprotein convertase subtilisin/kexin type 9","PCSK9","Q8NBP7"
"X3181.50",366,0.956744604151458,0.956744604151458,0.257490922125845,TRUE,0.75,112,"CTSS","Cathepsin S","Cathepsin S","P25774"
"X9594.30",363,0.955717469522376,0.955717469522376,0.177559639327904,TRUE,0.75,113,"SLC30A5","Zinc transporter 5","ZNT5","Q8TAD4"
"X22142.4",368,0.955715887396768,0.955715887396768,0.175189232193515,TRUE,0.75,114,"FAM86B1","Putative protein N-methyltransferase FAM86B1","F86B1","Q8N7N1"
"X2728.62",368,0.9550539205582,0.9550539205582,0.221529095633829,TRUE,0.75,115,"TNC","Tenascin","Tenascin","P24821"
"X4562.1",368,0.954850683013001,0.954850683013001,0.279965772249415,TRUE,0.75,116,"NXPH1","Neurexophilin-1","NXPH1","P58417"
"X4960.72",366,0.954233320552171,0.954233320552171,0.310938892352196,TRUE,0.75,117,"ANXA1","Annexin A1","annexin I","P04083"
"X22590.68",368,0.953099324403724,0.953099324403724,0.225323233127815,TRUE,0.75,118,"FZD1","Frizzled-1","FZD1","Q9UP38"
"X13553.4",359,0.952997624683373,0.952997624683373,0.352087868837731,TRUE,0.75,119,"DCUN1D3","DCN1-like protein 3","DCNL3","Q8IWE4"
"X21314.11",367,0.952972980190652,0.952972980190652,0.132297448253521,TRUE,0.75,120,"UBA5","Ubiquitin-like modifier-activating enzyme 5","UBA5","Q9GZZ9"
"X24323.43",359,0.952784021785127,0.952784021785127,0.246062988265387,TRUE,0.75,121,"BROX","BRO1 domain-containing protein BROX","BROX","Q5VW32"
"X8305.18",365,0.951622880280412,0.951622880280412,0.307129127583566,TRUE,0.75,122,"SULF2","Extracellular sulfatase Sulf-2","SULF2","Q8IWU5"
"X4707.50",368,0.951545424072958,0.951545424072958,0.257624196349173,TRUE,0.75,123,"YWHAH","14-3-3 protein eta","14-3-3 eta","Q04917"
"X13541.1",367,0.950207513204006,0.950207513204006,0.223220225065086,TRUE,0.75,124,"MYCT1","Myc target protein 1","MYCT1","Q8N699"
"X19748.3",365,0.949986642522435,0.949986642522435,0.334620857007855,TRUE,0.75,125,"MVD","Diphosphomevalonate decarboxylase","ERG19","P53602"
"X9121.28",368,0.949926747794728,0.949926747794728,0.223859154973128,TRUE,0.75,126,"FUT2","Galactoside 2-alpha-L-fucosyltransferase 2","FUT2","Q10981"
"X21813.171",356,0.949583350068131,0.949583350068131,0.167660428058034,TRUE,0.75,127,"MGAT5","Alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase A","MGT5A","Q09328"
"X12729.12",366,0.949247264979127,0.949247264979127,0.152333427734991,TRUE,0.75,128,"PSMG3","Proteasome assembly chaperone 3","PSMG3","Q9BT73"
"X12643.4",368,0.949035777513644,0.949035777513644,0.258245886835861,TRUE,0.75,129,"ARRB1","Beta-arrestin-1","ARRB1","P49407"
"X17736.105",366,0.948382724040735,0.948382724040735,0.138755451471188,TRUE,0.75,130,"APTX","Aprataxin","APTX","Q7Z2E3"
"X21911.17",363,0.948345728831322,0.948345728831322,0.436123564143372,TRUE,0.75,131,"NDP","Norrin","NDP","Q00604"
"X8901.40",368,0.94757025180265,0.94757025180265,0.207054769816806,TRUE,0.75,132,"YWHAG","14-3-3 protein gamma","14-3-3 protein gamma","P61981"
"X10668.5",367,0.947421621080296,0.947421621080296,0.197804268386132,TRUE,0.75,133,"STX4","Syntaxin-4","STX4","Q12846"
"X22485.1",367,0.947358511934957,0.947358511934957,0.247822244788536,TRUE,0.75,134,"KCTD7","BTB/POZ domain-containing protein KCTD7","KCTD7","Q96MP8"
"X13387.55",365,0.946886207328859,0.946886207328859,0.267839023541773,TRUE,0.75,135,"EHF","ETS homologous factor","EHF","Q9NZC4"
"X21649.12",339,0.946563998999486,0.946563998999486,0.400373299381173,TRUE,0.75,136,"STX17","Syntaxin-17","STX17","P56962"
"X8867.18",364,0.946517478856393,0.946517478856393,0.177721644188435,TRUE,0.75,137,"PAEP","Glycodelin","Glycodelin","P09466"
"X11696.7",365,0.946501696061361,0.946501696061361,0.257690203664203,TRUE,0.75,138,"CRABP2","Cellular retinoic acid-binding protein 2","RABP2","P29373"
"X19277.4",368,0.946328191070262,0.946328191070262,0.320051751730364,TRUE,0.75,139,"TSTD1","Thiosulfate sulfurtransferase/rhodanese-like domain-containing protein 1","KAT","Q8NFU3"
"X14067.6",355,0.946092955029716,0.946092955029716,0.367530631187689,TRUE,0.75,140,"PKP2","Plakophilin-2","PKP2","Q99959"
"X25409.5",362,0.946043321074975,0.946043321074975,0.268105188896127,TRUE,0.75,141,"CCDC140","Coiled-coil domain-containing protein 140","CC140","Q96MF4"
"X22984.10",361,0.94535692945206,0.94535692945206,0.150875579671473,TRUE,0.75,142,"EIF4A2","Eukaryotic initiation factor 4A-II","IF4A2","Q14240"
"X10756.34",345,0.945170325899236,0.945170325899236,0.333236130534025,TRUE,0.75,143,"UCN3","Urocortin-3","UCN3","Q969E3"
"X13563.259",358,0.943433623244961,0.943433623244961,0.298130809757868,TRUE,0.75,144,"ACBD7","Acyl-CoA-binding domain-containing protein 7","ACBD7","Q8N6N7"
"X23521.29",362,0.943065371393473,0.943065371393473,0.30248476409995,TRUE,0.75,145,"NME7","Nucleoside diphosphate kinase 7","NDK7","Q9Y5B8"
"X4328.2",366,0.94212826723444,0.94212826723444,0.242205780801096,TRUE,0.75,146,"BOC","Brother of CDO","BOC","Q9BWV1"
"X24463.1",367,0.941889483974743,0.941889483974743,0.162457925386575,TRUE,0.75,147,"NDRG2","Protein NDRG2","NDRG2","Q9UN36"
"X18276.34",364,0.941722738224599,0.941722738224599,0.227842674023006,TRUE,0.75,148,"TCL1B","T-cell leukemia/lymphoma protein 1B","TCL1B","O95988"
"X12808.103",365,0.941716192199252,0.941716192199252,0.21915489419363,TRUE,0.75,149,"CARHSP1","Calcium-regulated heat-stable protein 1","CHSP1","Q9Y2V2"
"X9883.29",368,0.941118182150928,0.941118182150928,0.328207100431778,TRUE,0.75,150,"GLO1","Lactoylglutathione lyase","Glyoxalase I","Q04760"
"X21768.9",355,0.940668231118445,0.940668231118445,0.152608100386117,TRUE,0.75,151,"MGAT5","Alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase A","MGT5A","Q09328"
"X12796.44",363,0.940281166025995,0.940281166025995,0.193650227676159,TRUE,0.75,152,"NUDT3","Diphosphoinositol polyphosphate phosphohydrolase 1","NUDT3","O95989"
"X2943.5",368,0.939714542754052,0.939714542754052,0.250381235727112,TRUE,0.75,153,"CYP3A4","Cytochrome P450 3A4","Cytochrome P450 3A4","P08684"
"X10785.8",356,0.939659117462161,0.939659117462161,0.332320916427001,TRUE,0.75,154,"LRRC52","Leucine-rich repeat-containing protein 52","LRC52","Q8N7C0"
"X11105.171",367,0.939419703144868,0.939419703144868,0.392301014957365,TRUE,0.75,155,"ENO1","Alpha-enolase","Alpha enolase","P06733"
"X4129.72",366,0.939290467667172,0.939290467667172,0.289968508981318,TRUE,0.75,156,"CFB","Complement factor B","Factor B","P00751"
"X3617.80",366,0.939257111792067,0.939257111792067,0.321048822124953,TRUE,0.75,157,"HGFAC","Hepatocyte growth factor activator","HGFA","Q04756"
"X3390.72",364,0.93889734492179,0.93889734492179,0.147991730678486,TRUE,0.75,158,"PIK3CA|PIK3R1","PIK3CA/PIK3R1","PIK3CA/PIK3R1","P42336|P27986"
"X21967.20",368,0.938846930342499,0.938846930342499,0.247679963837625,TRUE,0.75,159,"HSD11B1","Corticosteroid 11-beta-dehydrogenase isozyme 1","DHI1","P28845"
"X20139.57",365,0.938567912349238,0.938567912349238,0.24313663638268,TRUE,0.75,160,"SH3GL2","Endophilin-A1","SH3G2","Q99962"
"X4209.60",365,0.938403087335692,0.938403087335692,0.357235743920973,TRUE,0.75,161,"VTA1","Vacuolar protein sorting-associated protein VTA1 homolog","DRG-1","Q9NP79"
"X24680.51",361,0.937611440028365,0.937611440028365,0.204642735865196,TRUE,0.75,162,"TMX1","Thioredoxin domain-containing protein 1","TXND1","Q9H3N1"
"X4496.60",319,0.937490318757341,0.937490318757341,0.257931680925341,TRUE,0.75,163,"MMP12","Macrophage metalloelastase","MMP-12","P39900"
"X15584.9",362,0.937277649954654,0.937277649954654,0.246982358598085,TRUE,0.75,164,"CFHR2","Complement factor H-related protein 2","FHR2","P36980"
"X9854.36",365,0.937241048868306,0.937241048868306,0.157913777034721,TRUE,0.75,165,"AKR1B1","Aldose reductase","Aldose reductase","P15121"
"X25123.198",367,0.937225002351899,0.937225002351899,0.371175453241591,TRUE,0.75,166,"APEX2","DNA-(apurinic or apyrimidinic site) lyase 2","APEX2","Q9UBZ4"
"X19575.4",367,0.937144157731981,0.937144157731981,0.353355526160312,TRUE,0.75,167,"EPOR","Erythropoietin receptor","EPO-R","P19235"
"X5493.17",364,0.937055218143417,0.937055218143417,0.300385587155174,TRUE,0.75,168,"WNK3","Serine/threonine-protein kinase WNK3","WNK3","Q9BYP7"
"X13474.40",367,0.935018891057019,0.935018891057019,0.180935473812941,TRUE,0.75,169,"GSTK1","Glutathione S-transferase kappa 1","GSTK1","Q9Y2Q3"
"X3115.64",364,0.934736148003459,0.934736148003459,0.337341824570924,TRUE,0.75,170,"MAPK1","Mitogen-activated protein kinase 1","MK01","P28482"
"X15574.37",365,0.934579299712453,0.934579299712453,0.266738723778965,TRUE,0.75,171,"CCNA2","Cyclin-A2","Cyclin A","P20248"
"X18186.15",366,0.933749298728459,0.933749298728459,0.256198951183032,TRUE,0.75,172,"TARS1","Threonine--tRNA ligase, cytoplasmic","SYTC","P26639"
