"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","Group","Comparison","Source"
"GO:0048858","cell projection morphogenesis","228/3002","327/5702",0.697247706422018,1.32435257229126,6.36943589288657,7.3464450956919e-11,6.47515670734284e-08,6.17410712042149e-08,"NEFL/BMPR1B/SLITRK3/LRP2/APLP2/SLITRK1/EFNA2/B4GALT6/SPAST/SPG21/SPART/TBCE/TNR/SMURF1/DNM2/EVL/CRABP2/PTPN11/DDR1/SMAD4/IST1/SH3GL2/OPHN1/DPYSL5/PRKN/PRKG1/EFNB1/NEGR1/SPP1/FLRT2/FLRT3/ISLR2/SHANK1/SHANK3/ITPKA/ARHGEF25/DVL2/CSF1R/EFNA4/EFNB2/EFNA3/GAP43/ADGRB3/NRP2/UNC5B/EPHA7/NLGN1/SLIT1/BRAF/EPHA4/ROBO4/UNC5D/NRXN3/GDI1/MAPRE3/ENPP2/SEMA4A/SLITRK6/PLXNB3/DCLK1/SYT4/STMN1/NLGN3/RAB3A/EPHB1/GAS7/DSCAML1/SLIT2/VLDLR/HPRT1/LRP4/PLXNA4/PLXND1/FN1/EFNA1/AMIGO1/NCAM1/IL1RAPL1/SEMA5B/SEMA6D/SEMA4G/CNTN6/MAG/NECTIN1/SYT1/BCL7A/ARC/SLITRK2/DCC/ADGRB1/RELN/YWHAH/CHN1/ROBO2/NRXN1/FZD4/EPHA6/DAG1/TWF2/NDEL1/PDLIM5/GSK3B/APOE/BDNF/CRPPA/FGF8/PACSIN2/GFRA3/HDAC6/SRGAP2/EFNB3/NUMB/NEUROG3/VEGFA/EFNA5/ERBB2/PRKCZ/NTRK3/MAP2K1/NBL1/PLA2G10/BMP7/NRP1/RET/SEMA3A/CNTN2/CNTN4/CNTN5/LRP8/MATN2/NTN4/CAMK2B/BCL2/EPHA3/POSTN/NTRK1/BSG/CHL1/MAP2K2/EPHA5/FYN/PRKCQ/PAK6/PTEN/NTF4/TGFB2/CFL1/L1CAM/BOC/FLRT1/KIRREL3/PLXNC1/SLITRK5/BMPR2/NTRK2/DBNL/UCHL1/EPHA10/EPHB6/RTN4R/NOTCH1/NOTCH3/NRCAM/SEMA6B/SEMA6A/UNC5C/CPNE1/SEMA3E/ALCAM/RGMA/RYK/SEMA3G/NTNG1/OLFM1/SEMA4D/ROBO1/NGF/GDNF/NOG/NELL2/PTPRS/UBB/NTN1/CCK/CNTNAP2/SEMA7A/DRAXIN/SLITRK4/NFASC/NPTN/SEMA6C/APLP1/PGRMC1/ST8SIA2/SEMA4C/UNC5A/B3GNT2/DLG4/EPHB2/PTPRJ/SULT4A1/UST/NOTCH2/CTNNB1/TMEM106B/NEO1/ADAM17/PLXNA1/SYT17/DSCAM/PLXNB2/EPHB3/NPTX1/PTPRD/FSTL4/PCDHAC2/LRRC4C/PTK7/CDH11/ENAH/VASP/BRSK2/SEMA4B/CTNNA2/RAP2A/NEFH/SEMA4F/PITPNA",228,"non-CN","CN_vs_nonCN","GO_BP"
"GO:0000902","cell morphogenesis","305/3002","458/5702",0.665938864628821,1.26488454567406,6.23242413338462,2.06339201706081e-10,1.26175258446144e-07,1.20308989697492e-07,"CUL3/ILK/NEFL/BMPR1B/SLITRK3/MFAP2/LRP2/APLP2/SLITRK1/ADAM7/EFNA2/B4GALT6/SPAST/SPG21/COL6A1/SPART/TBCE/CDH15/FLNA/TNR/PTK2B/SMURF1/DNM2/EVL/CRABP2/MET/PTPN11/DDR1/SMAD4/IST1/CLIC4/SH3GL2/RHOG/OPHN1/DPYSL5/ITGB2/ARHGEF2/PRKN/PRKG1/EFNB1/NEGR1/SPP1/FLRT2/FLRT3/ISLR2/SHANK1/SHANK3/PARVA/ITPKA/UNC93B1/ARHGEF25/CERT1/DVL2/CSF1R/EFNA4/TGFB1/SPARC/EFNB2/EFNA3/GAP43/ADGRB3/NRP2/UNC5B/ID2/HEXB/EPHA7/NLGN1/SLIT1/BRAF/EPHA4/ROBO4/UNC5D/NRXN3/GDI1/MAPRE3/ENPP2/SEMA4A/SLITRK6/PLXNB3/DCLK1/SYT4/STMN1/NLGN3/RAB3A/EPHB1/GAS7/PALM/RDX/DSCAML1/SLIT2/VLDLR/RAC2/HPRT1/CDH12/LRP4/PLXNA4/PLXND1/IHH/FN1/EFNA1/AMIGO1/NCAM1/CIB1/BAMBI/IL1RAPL1/SEMA5B/SEMA6D/SEMA4G/CNTN6/MAG/NECTIN1/SYT1/BCL7A/ARC/FBLIM1/SLITRK2/DCC/ADGRB1/RELN/RHOQ/PSMB10/COL18A1/YWHAH/PALMD/CHN1/ROBO2/NRXN1/FZD4/EPHA6/SPI1/STK4/CCL7/DAG1/TWF2/CDC42EP4/NDEL1/TBC1D20/PDLIM5/GSK3B/APOE/BDNF/FGD2/CRPPA/FGF8/RILPL1/BIN3/RILPL2/CFDP1/KIT/METTL3/PACSIN2/GFRA3/HDAC6/DIAPH1/SRGAP2/EFNB3/NUMB/LIMD1/YAP1/NFIA/NEUROG3/VEGFA/EFNA5/ERBB2/PRKCZ/NTRK3/EGFR/HGF/PECAM1/SOD1/SPINT2/MAP2K1/NBL1/PLA2G10/BMP7/NRP1/RET/SEMA3A/CNTN2/CNTN4/CNTN5/LRP8/MATN2/NTN4/CAMK2B/LYN/BCL2/EPHA3/POSTN/NTRK1/BSG/CDH6/CHL1/MAP2K2/KDR/CDH2/EPHA5/FGR/FYN/PRKCQ/PAK6/PTEN/CCL13/NTF4/TGFB2/CFL1/L1CAM/PTPN6/BOC/CLU/FLRT1/KIRREL3/PLXNC1/SLITRK5/EPHA2/BMPR2/NTRK2/STC1/CRK/DBNL/MAPK14/UCHL1/RB1/EPHA10/EPHB6/RTN4R/NOTCH1/NOTCH3/NRCAM/SEMA6B/SEMA6A/UNC5C/CPNE1/SEMA3E/ALCAM/RGMA/RYK/FAM171A1/SEMA3G/NTNG1/OLFM1/C1GALT1C1/SEMA4D/ROBO1/NGF/GDNF/NOG/ALDOA/NELL2/PTPRS/UBB/NTN1/CCK/CNTNAP2/SEMA7A/MPIG6B/DRAXIN/SLITRK4/NFASC/NPTN/SEMA6C/APLP1/COCH/ITGB6/LIF/PGRMC1/ST8SIA2/SEMA4C/CDH7/UNC5A/B3GNT2/DLG4/EPHB2/PTPRJ/SULT4A1/UST/CDHR1/NOTCH2/CTNNB1/TMEM106B/NEO1/MEF2C/ADAM17/PLXNA1/SYT17/DSCAM/PLXNB2/EPHB3/NPTX1/PTPRD/FSTL4/PCDHAC2/LRRC4C/PTK7/CDH11/EZR/ENAH/VASP/BRSK2/SEMA4B/CTNNA2/RAP2A/NEFH/SEMA4F/PITPNA",305,"non-CN","CN_vs_nonCN","GO_BP"
"GO:0061564","axon development","193/3002","272/5702",0.709558823529412,1.3477363130462,6.19631609818416,2.18500946671963e-10,1.26175258446144e-07,1.20308989697492e-07,"NEFL/BMPR1B/SLITRK3/APLP2/SLITRK1/EFNA2/B4GALT6/SPAST/SPG21/SPART/TBCE/TNR/SMURF1/DNM2/EVL/CRABP2/JAK2/PTPN11/DDR1/SMAD4/IST1/OPHN1/DPYSL5/PRKG1/EFNB1/SPP1/FLRT2/FLRT3/ISLR2/ARHGEF25/CSF1R/EFNA4/EFNB2/EFNA3/GAP43/NRP2/UNC5B/EPHA7/SLIT1/BRAF/EPHA4/ROBO4/UNC5D/NRXN3/GDI1/SEMA4A/SLITRK6/PLXNB3/DCLK1/KREMEN1/STMN1/NLGN3/RAB3A/EPHB1/DSCAML1/SLIT2/LRP4/PLXNA4/PLXND1/FN1/EFNA1/AMIGO1/NCAM1/SEMA5B/SEMA6D/SEMA4G/RTN4RL1/CNTN6/MAG/NECTIN1/SLITRK2/DCC/ADGRB1/RELN/CHN1/ROBO2/NRXN1/EPHA6/DAG1/NEUROG1/TWF2/NDEL1/GSK3B/APOE/BDNF/CRPPA/CTNNA1/FGF8/GFRA3/HDAC6/EFNB3/NUMB/NEUROG3/VEGFA/EFNA5/ERBB2/NTRK3/TNC/MAP2K1/PLA2G10/BMP7/NRP1/RET/SEMA3A/CNTN2/CNTN4/CNTN5/MATN2/NTN4/BCL2/EPHA3/NTRK1/BSG/CHL1/MAP2K2/EPHA5/FYN/PRKCQ/PTEN/SKP1/TGFB2/L1CAM/BOC/PLXNC1/SLITRK5/APOD/BMPR2/NTRK2/GRN/UCHL1/EPHA10/EPHB6/RTN4R/NOTCH1/NOTCH3/NRCAM/SEMA6B/SEMA6A/SCARF1/UNC5C/SEMA3E/TNFRSF21/ALCAM/RGMA/RYK/SEMA3G/CRTAC1/NTNG1/OLFM1/SEMA4D/ROBO1/NGF/GDNF/NOG/NELL2/PTPRS/NCAM2/NTN1/CCK/SEMA7A/DRAXIN/SLITRK4/NFASC/NPTN/SEMA6C/APLP1/PGRMC1/SEMA4C/UNC5A/B3GNT2/EPHB2/PTPRJ/UST/NOTCH2/NEO1/ADAM17/DSCAM/PLXNB2/EPHB3/NPTX1/FSTL4/PCDHAC2/LRRC4C/PTK7/CDH11/ENAH/VASP/BRSK2/SEMA4B/CTNNA2/NEFH/SEMA4F/PITPNA",193,"non-CN","CN_vs_nonCN","GO_BP"
"GO:0097485","neuron projection guidance","114/3002","147/5702",0.775510204081633,1.47300439163007,6.12605358224327,2.34794263420017e-10,1.26175258446144e-07,1.20308989697492e-07,"BMPR1B/EFNA2/TNR/EVL/SMAD4/OPHN1/DPYSL5/EFNB1/FLRT2/FLRT3/ARHGEF25/CSF1R/EFNA4/EFNB2/EFNA3/GAP43/NRP2/UNC5B/EPHA7/SLIT1/EPHA4/ROBO4/UNC5D/NRXN3/SEMA4A/EPHB1/DSCAML1/SLIT2/PLXNA4/EFNA1/NCAM1/SEMA5B/SEMA6D/SEMA4G/CNTN6/NECTIN1/DCC/RELN/CHN1/ROBO2/NRXN1/EPHA6/DAG1/BDNF/CRPPA/FGF8/GFRA3/HDAC6/EFNB3/VEGFA/EFNA5/ERBB2/PLA2G10/BMP7/NRP1/RET/SEMA3A/CNTN2/CNTN4/CNTN5/MATN2/NTN4/EPHA3/NTRK1/BSG/CHL1/EPHA5/FYN/PRKCQ/TGFB2/L1CAM/BOC/BMPR2/EPHA10/EPHB6/NOTCH1/NOTCH3/NRCAM/SEMA6B/SEMA6A/UNC5C/SEMA3E/ALCAM/RYK/SEMA3G/SEMA4D/ROBO1/GDNF/NOG/NELL2/NTN1/SEMA7A/DRAXIN/NFASC/NPTN/SEMA6C/PGRMC1/SEMA4C/UNC5A/B3GNT2/EPHB2/PTPRJ/NOTCH2/NEO1/ADAM17/PLXNA1/DSCAM/EPHB3/PCDHAC2/PTK7/ENAH/VASP/SEMA4B/SEMA4F",114,"non-CN","CN_vs_nonCN","GO_BP"
"GO:0050808","synapse organization","213/3002","305/5702",0.698360655737705,1.32646650866635,6.1789022933512,2.57675817112615e-10,1.26175258446144e-07,1.20308989697492e-07,"NEFL/SLITRK3/IGSF11/SLITRK1/ACHE/NRG3/CACNB4/ADGRF1/CHCHD10/LRRN1/SORT1/TNR/TENM4/PTK2B/LRIT3/TREM2/RAB39B/STAU1/SH3GL2/RHOG/OPHN1/GRID2/ELMO1/NEGR1/FLRT2/FLRT3/SHANK1/SHANK3/ITPKA/SPARCL1/IL10/ITSN1/SPARC/EFNB2/AMIGO2/MESD/GAP43/ADGRB3/NRP2/PIN1/AGRN/CLSTN1/EPHA7/LIN7B/NLGN1/AKT1/SLIT1/EPHA4/MAPRE3/MDGA1/SEMA4A/SLITRK6/PLXNB3/NLGN3/RAB3A/EPHB1/RHOB/PALM/CRMP1/CLSTN2/GPC4/LIN7A/VLDLR/HOMER1/ARF1/CRIPT/LRRTM1/LRP4/PLXNA4/PLXND1/SEZ6L/SNCG/FZD5/EFNA1/AMIGO1/PFN1/IL1RAPL1/RTN4RL1/CNTN6/ADGRL3/NECTIN1/ARC/SLITRK2/PCDH17/ELFN2/LRRC4/LRFN3/LRFN4/C1QL3/NLGN4Y/ADGRB1/RELN/PPP1R9B/ROBO2/NRXN1/ADGRB2/FZD1/FZD9/FCGR2B/DAG1/NCKIPSD/PDLIM5/APOE/BDNF/DLGAP4/RER1/GPHN/SNX27/VCP/HDAC6/SRGAP2/EIF4G1/NFIA/EFNA5/ERBB2/ERBB4/NTRK3/TNC/PTPN1/CAST/NRP1/CNTN2/CNTN4/CNTN5/LRP8/THBS2/CAMK2B/CHRDL1/INSR/BCAN/NTRK1/CDH6/CDH2/FYN/PTEN/TLR2/PDXP/CFL1/IGF1R/L1CAM/FGF7/FLRT1/KIRREL3/PLXNC1/SLITRK5/NTRK2/CRK/DBNL/GRN/MAPK14/LILRB2/RTN4R/NRCAM/ICAM5/NLGN4X/SEMA3E/SPOCK2/FGFR1/RYK/CRTAC1/NTNG1/CBLN4/SEMA4D/GDNF/YWHAZ/PTPRS/C1QL1/C1QL2/HAPLN4/GHRL/LRRTM4/LRFN5/NTN1/LRRTM2/SEMA7A/SLITRK4/NPTN/LRFN2/PCDHGC3/PGRMC1/ST8SIA2/SEMA4C/LARGE1/DLG4/EPHB2/OXT/ADAM10/CTNNB1/SNCA/CACNA2D3/LRTM2/MEF2C/PLXNA1/NLGN2/DSCAM/PLXNB2/EPHB3/NPTX1/PTPRD/LRRC4C/FGF22/PTK7/EZR/ENAH/DNER/CTNNA2/CRKL/RAP2A/NEFH/EGLN1/PCDHB10/CSMD2/LRRC24",213,"non-CN","CN_vs_nonCN","GO_BP"
"GO:0007411","axon guidance","113/3002","146/5702",0.773972602739726,1.47008387102662,6.06693919299532,3.51550927953983e-10,1.5492849394932e-07,1.47725400462347e-07,"BMPR1B/EFNA2/TNR/EVL/SMAD4/OPHN1/DPYSL5/EFNB1/FLRT2/FLRT3/ARHGEF25/CSF1R/EFNA4/EFNB2/EFNA3/GAP43/NRP2/UNC5B/EPHA7/SLIT1/EPHA4/ROBO4/UNC5D/NRXN3/SEMA4A/EPHB1/DSCAML1/SLIT2/PLXNA4/EFNA1/NCAM1/SEMA5B/SEMA6D/SEMA4G/CNTN6/NECTIN1/DCC/RELN/CHN1/ROBO2/NRXN1/EPHA6/DAG1/BDNF/CRPPA/FGF8/GFRA3/HDAC6/EFNB3/VEGFA/EFNA5/ERBB2/PLA2G10/BMP7/NRP1/RET/SEMA3A/CNTN2/CNTN4/CNTN5/MATN2/NTN4/EPHA3/NTRK1/BSG/CHL1/EPHA5/FYN/PRKCQ/TGFB2/L1CAM/BOC/BMPR2/EPHA10/EPHB6/NOTCH1/NOTCH3/NRCAM/SEMA6B/SEMA6A/UNC5C/SEMA3E/ALCAM/RYK/SEMA3G/SEMA4D/ROBO1/GDNF/NOG/NELL2/NTN1/SEMA7A/DRAXIN/NFASC/NPTN/SEMA6C/PGRMC1/SEMA4C/UNC5A/B3GNT2/EPHB2/PTPRJ/NOTCH2/NEO1/ADAM17/DSCAM/EPHB3/PCDHAC2/PTK7/ENAH/VASP/SEMA4B/SEMA4F",113,"non-CN","CN_vs_nonCN","GO_BP"
"GO:0007416","synapse assembly","127/3002","168/5702",0.755952380952381,1.43585625456045,6.04612787678468,4.53717367750927e-10,1.81775676334394e-07,1.73324376273847e-07,"SLITRK3/IGSF11/SLITRK1/ACHE/NRG3/ADGRF1/LRRN1/PTK2B/LRIT3/RHOG/GRID2/ELMO1/NEGR1/FLRT2/FLRT3/SHANK3/EFNB2/AMIGO2/GAP43/ADGRB3/AGRN/CLSTN1/EPHA7/LIN7B/NLGN1/SLIT1/MDGA1/SEMA4A/SLITRK6/PLXNB3/NLGN3/EPHB1/CRMP1/CLSTN2/GPC4/LIN7A/VLDLR/CRIPT/LRRTM1/LRP4/PLXNA4/PLXND1/FZD5/AMIGO1/IL1RAPL1/RTN4RL1/ADGRL3/NECTIN1/SLITRK2/PCDH17/LRRC4/LRFN3/LRFN4/C1QL3/NLGN4Y/ADGRB1/RELN/PPP1R9B/ROBO2/NRXN1/ADGRB2/FZD1/NCKIPSD/PDLIM5/BDNF/GPHN/SRGAP2/EIF4G1/EFNA5/ERBB4/NTRK3/PTPN1/CNTN5/THBS2/NTRK1/CDH2/PTEN/TLR2/FLRT1/KIRREL3/PLXNC1/SLITRK5/NTRK2/CRK/DBNL/RTN4R/NRCAM/ICAM5/NLGN4X/SPOCK2/FGFR1/RYK/CRTAC1/CBLN4/SEMA4D/PTPRS/C1QL2/HAPLN4/GHRL/LRRTM4/LRFN5/NTN1/LRRTM2/SLITRK4/NPTN/ST8SIA2/SEMA4C/LARGE1/EPHB2/OXT/CTNNB1/SNCA/LRTM2/MEF2C/PLXNA1/NLGN2/DSCAM/PLXNB2/EPHB3/NPTX1/PTPRD/DNER/CRKL/RAP2A/PCDHB10/CSMD2/LRRC24",127,"non-CN","CN_vs_nonCN","GO_BP"
"GO:0034330","cell junction organization","275/3002","414/5702",0.664251207729469,1.26167900948482,5.82937933291521,2.63351682299338e-09,9.67159053244318e-07,9.22192908542944e-07,"NEFL/SLITRK3/IGSF11/ACE/SLITRK1/DSC1/ACHE/NRG3/SVEP1/CACNB4/CDH15/ADGRF1/CHCHD10/LRRN1/SORT1/TNR/DSG3/TENM4/PTK2B/LRIT3/TREM2/TJP1/CCM2/RAB39B/STAU1/SH3GL2/RHOG/OPHN1/PLEKHA7/MPP7/GRID2/ELMO1/NEGR1/CD177/FLRT2/FLRT3/SHANK1/SHANK3/ITPKA/CSF1R/SPARCL1/PAK4/IL10/SFRP1/ITSN1/TGFB1/SPARC/EFNB2/AMIGO2/MESD/S100A10/GAP43/ADGRB3/NRP2/PIN1/AGRN/CLSTN1/EPHA7/LIN7B/NLGN1/AKT1/SLIT1/EPHA4/JUP/MAPRE3/MDGA1/SEMA4A/SLITRK6/PLXNB3/NLGN3/CD9/RAB3A/EPHB1/RHOB/PALM/CRMP1/RDX/CLSTN2/GPC4/LIN7A/VLDLR/HOPX/HOMER1/ARF1/RAB13/CRIPT/LRRTM1/CDH12/LRP4/PLXNA4/PLXND1/SEZ6L/SNCG/FN1/FZD5/LAMA3/EFNA1/AMIGO1/RAB8B/PFN1/DSG2/IL1RAPL1/ESAM/RTN4RL1/CNTN6/ADGRL3/NECTIN1/ARC/SLITRK2/PCDH17/ELFN2/LRRC4/LRFN3/LRFN4/C1QL3/NLGN4Y/ADGRB1/RELN/PPP1R9B/KIRREL1/ROBO2/NRXN1/ADGRB2/FZD1/FZD9/FCGR2B/DAG1/NCKIPSD/PDLIM5/PPM1F/APOE/BDNF/FSCN1/CTNNA1/DLGAP4/CLDN1/RER1/GPHN/IKBKB/SNX27/VCP/HDAC6/SRGAP2/NUMB/EIF4G1/NFIA/PKN2/RAPGEF1/VEGFA/EFNA5/ERBB2/ERBB4/NTRK3/PECAM1/TNC/FAM107A/ACVRL1/JAM3/PTPN1/CAST/IL1B/NRP1/CNTN2/CNTN4/CNTN5/LRP8/THBS2/CAMK2B/CHRDL1/CSK/PRKCI/BCL2/EPHA3/INSR/BCAN/THBS1/NTRK1/AGT/CDH6/KDR/TEK/CDH2/FYN/PTEN/TLR2/PDXP/TGFB2/CFL1/IGF1R/L1CAM/FGF7/FLRT1/KIRREL3/PLXNC1/SLITRK5/APOD/EPHA2/NTRK2/CRK/DBNL/GRN/MMP14/MAPK14/LILRB2/RTN4R/NRCAM/ICAM5/NLGN4X/SEMA3E/SPOCK2/FGFR1/RYK/THSD1/CRTAC1/NTNG1/CBLN4/SEMA4D/GDNF/YWHAZ/PTPRS/C1QL1/C1QL2/HAPLN4/GHRL/LRRTM4/LRFN5/NTN1/LRRTM2/CNTNAP2/SEMA7A/SLITRK4/NPTN/LRFN2/ANK2/PCDHGC3/PGRMC1/ST8SIA2/SEMA4C/LARGE1/CDH7/DLG4/EPHB2/PTPRJ/OXT/ADAM10/CTNNB1/SNCA/BMP6/PIK3R1/CACNA2D3/LRTM2/MEF2C/NR1H4/PLXNA1/NLGN2/DSCAM/PLXNB2/EPHB3/NPTX1/PTPRD/LRRC4C/FGF22/PTK7/CDH11/EZR/ENAH/DNER/CTNNA2/CRKL/RAP2A/NEFH/EGLN1/PCDHB10/CSMD2/LRRC24",275,"non-CN","CN_vs_nonCN","GO_BP"
"GO:0031175","neuron projection development","320/3002","497/5702",0.643863179074447,1.22295397970769,5.48506828631672,2.11323778342061e-08,7.16387608579587e-06,6.83080585539683e-06,"NEFL/BMPR1B/SLITRK3/LRP2/APLP2/SLITRK1/EFNA2/B4GALT6/SPAST/STMN2/TENM3/SPG21/SPART/TBCE/ADGRF1/TNR/PTK2B/SPOCK1/SMURF1/DNM2/EVL/CRABP2/JAK2/PTPN11/DDR1/SMAD4/IST1/SH3GL2/VRK1/OPHN1/DPYSL5/HERC1/DPYSL3/GRID2/PRKN/PRKG1/EFNB1/NEGR1/SPP1/FLRT2/FLRT3/ISLR2/SHANK1/SHANK3/ITPKA/ARHGEF25/DVL2/NCK2/CSF1R/PAK4/SFRP1/EFNA4/IL15RA/MAGI2/ITSN1/EFNB2/EFNA3/RAB6B/GAP43/ANKRD1/ADGRB3/DDR2/NRP2/UNC5B/CTHRC1/LRP12/VIM/EPHA7/NLGN1/AKT1/SLIT1/BRAF/EPHA4/ROBO4/UNC5D/NRXN3/GDI1/MAPRE3/SEMA4A/SLITRK6/PLXNB3/DCLK1/KREMEN1/SYT4/STMN1/NLGN3/RAB3A/EPHB1/GAS7/FKBP4/CRMP1/CD3E/DSCAML1/HDAC2/SLIT2/VLDLR/RAB13/HPRT1/SNX3/LRP4/PLXNA4/PLXND1/EFHD1/FN1/RAB6A/EFNA1/AMIGO1/GFAP/NCAM1/CIB1/IL1RAPL1/SEMA5B/SEMA6D/SEMA4G/RTN4RL1/CNTN6/MAG/NECTIN1/DBNDD2/SYT1/BCL7A/ARC/SLITRK2/GPR37/DCC/ADGRB1/RELN/BMP5/PPP1R9B/YWHAH/CHN1/ROBO2/NRXN1/FZD4/EPHA6/FZD1/DAG1/LTK/NEUROG1/TWF2/NDEL1/NCKIPSD/PDLIM5/GSK3B/APOE/BDNF/EHD1/CRPPA/CTNNA1/FGF8/MICALL1/GFRA3/HDAC6/SRGAP2/EFNB3/HMGB1/NUMB/ATXN10/IL6/NEUROG3/RAPGEF1/VEGFA/EFNA5/ERBB2/PRKCZ/NTRK3/TNC/SOD1/MAP2K1/NBL1/PLA2G10/BMP7/PTPN1/NRP1/RET/SEMA3A/CNTN2/CNTN4/CNTN5/GFRA1/GPC2/LRP8/MATN2/NTN4/ABL2/CAMK2A/CAMK2B/PRKCI/LYN/BCL2/EPHA3/KLK6/POSTN/NTRK1/B2M/BSG/CHL1/MAP2K2/EPHA5/FYN/PRKCQ/PAK6/PTEN/SKP1/NTF4/TGFB2/CFL1/L1CAM/BOC/FLRT1/KIRREL3/PLXNC1/SLITRK5/ADCYAP1/APOD/BMPR1A/BMPR2/NTRK2/CDNF/CRK/DBNL/GRN/UCHL1/RB1/EPHA10/EPHB6/RTN4R/NOTCH1/NOTCH3/NRCAM/SEMA6B/SEMA6A/SCARF1/UNC5C/CPNE1/SEMA3E/TNFRSF21/ALCAM/RGMA/FGFR1/RYK/SEMA3G/CRTAC1/NTNG1/OLFM1/SEMA4D/ROBO1/NGF/GDNF/NOG/NELL2/PTPRS/ALKAL2/NCAM2/GHRL/NDNF/UBB/NTN1/CCK/CNTNAP2/STX1B/SEMA7A/DRAXIN/SLITRK4/VAPA/NFASC/STX3/NPTN/SEMA6C/APLP1/ATP1B2/FMR1/SERPINF1/S100A9/PGRMC1/ST8SIA2/SEMA4C/NDRG4/UNC5A/B3GNT2/STMN3/DLG4/EPHB2/ALK/PTPRJ/PTPRU/SULT4A1/UST/MAPKAPK5/NOTCH2/CTNNB1/TMEM106B/NEO1/MEF2C/ADAM17/PHGDH/PLXNA1/NLGN2/SYT17/DSCAM/PLXNB2/EPHB3/MANF/NPTX1/PTPRD/FSTL4/PCDHAC2/LRRC4C/PTK7/CDH11/ENAH/VASP/BRSK2/SEMA4B/CTNNA2/CRKL/RAP2A/NEFH/SEMA4F/PITPNA",320,"non-CN","CN_vs_nonCN","GO_BP"
"GO:0050807","regulation of synapse organization","131/3002","189/5702",0.693121693121693,1.31651562097931,4.66585283677901,1.59448362294938e-06,0.000501920666166993,0.000478584858858189,"NEFL/SLITRK3/IGSF11/SLITRK1/LRRN1/PTK2B/TREM2/RHOG/GRID2/ELMO1/NEGR1/FLRT2/FLRT3/SHANK3/ITPKA/SPARCL1/IL10/ITSN1/SPARC/AMIGO2/ADGRB3/NRP2/AGRN/CLSTN1/EPHA7/LIN7B/NLGN1/AKT1/SLIT1/EPHA4/MAPRE3/MDGA1/SEMA4A/SLITRK6/NLGN3/EPHB1/RHOB/CRMP1/CLSTN2/GPC4/LIN7A/VLDLR/HOMER1/CRIPT/LRRTM1/LRP4/EFNA1/AMIGO1/IL1RAPL1/RTN4RL1/NECTIN1/ARC/SLITRK2/LRFN3/LRFN4/C1QL3/ADGRB1/RELN/PPP1R9B/ROBO2/NRXN1/ADGRB2/FZD1/FCGR2B/DAG1/NCKIPSD/PDLIM5/APOE/BDNF/DLGAP4/SNX27/VCP/SRGAP2/EIF4G1/EFNA5/NTRK3/PTPN1/LRP8/THBS2/CAMK2B/NTRK1/CDH2/FYN/TLR2/PDXP/CFL1/FGF7/FLRT1/PLXNC1/SLITRK5/NTRK2/MAPK14/LILRB2/RTN4R/NRCAM/ICAM5/NLGN4X/FGFR1/CRTAC1/SEMA4D/YWHAZ/PTPRS/C1QL1/C1QL2/GHRL/LRRTM4/LRFN5/NTN1/LRRTM2/SEMA7A/SLITRK4/LRFN2/PGRMC1/ST8SIA2/SEMA4C/EPHB2/OXT/ADAM10/CTNNB1/SNCA/CACNA2D3/LRTM2/MEF2C/NLGN2/EPHB3/PTPRD/FGF22/CTNNA2/RAP2A/EGLN1/LRRC24",131,"non-CN","CN_vs_nonCN","GO_BP"
"GO:0050803","regulation of synapse structure or activity","132/3002","191/5702",0.69109947643979,1.31267462180536,4.63439549909282,1.87024976430698e-06,0.000549479380753391,0.000523932425200945,"NEFL/SLITRK3/IGSF11/SLITRK1/LRRN1/PTK2B/TREM2/RHOG/GRID2/ELMO1/NEGR1/FLRT2/FLRT3/SHANK3/ITPKA/SPARCL1/IL10/ITSN1/SPARC/AMIGO2/ADGRB3/NRP2/AGRN/CLSTN1/EPHA7/LIN7B/NLGN1/AKT1/SLIT1/EPHA4/MAPRE3/MDGA1/SEMA4A/SLITRK6/NLGN3/EPHB1/RHOB/CRMP1/CLSTN2/GPC4/LIN7A/VLDLR/HOMER1/CRIPT/LRRTM1/LRP4/EFNA1/AMIGO1/IL1RAPL1/RTN4RL1/NECTIN1/ARC/SLITRK2/LRFN3/LRFN4/C1QL3/ADGRB1/RELN/PPP1R9B/ROBO2/NRXN1/ADGRB2/FZD1/FCGR2B/DAG1/NCKIPSD/PDLIM5/APOE/BDNF/DLGAP4/SNX27/VCP/SRGAP2/EIF4G1/EFNA5/NTRK3/PTPN1/LRP8/THBS2/CAMK2B/NTRK1/CDH2/FYN/TLR2/PDXP/CFL1/FGF7/FLRT1/PLXNC1/SLITRK5/NTRK2/MAPK14/LILRB2/RTN4R/NRCAM/ICAM5/NLGN4X/FGFR1/CRTAC1/SEMA4D/YWHAZ/PTPRS/C1QL1/C1QL2/GHRL/LRRTM4/LRFN5/NTN1/LRRTM2/STX1B/SEMA7A/SLITRK4/LRFN2/PGRMC1/ST8SIA2/SEMA4C/EPHB2/OXT/ADAM10/CTNNB1/SNCA/CACNA2D3/LRTM2/MEF2C/NLGN2/EPHB3/PTPRD/FGF22/CTNNA2/RAP2A/EGLN1/LRRC24",132,"non-CN","CN_vs_nonCN","GO_BP"
