"protein_id","n_valid","loess_corr","loess_mae_z","loess_converged","rank","EntrezGeneSymbol","TargetFullName","Target","UniProt"
"X9757.29",125,0.998408426123934,0.0435042424899938,TRUE,208,"ENAH","Protein enabled homolog","ENAH","Q8N8S7"
"X12756.3",120,0.998402489338353,0.176802401414122,TRUE,209,"BACH2","Transcription regulator protein BACH2","BACH2","Q9BYV9"
"X12562.1",120,0.998402472694438,0.188199442805416,TRUE,210,"PKN1","Serine/threonine-protein kinase N1","PKN1","Q16512"
"X3509.1",121,0.998401111092292,0.280333724829468,TRUE,211,"CCL15","C-C motif chemokine 15","MIP-5","Q16663"
"X21537.33",124,0.998401077698811,0.251982515187078,TRUE,212,"SCLY","Selenocysteine lyase","SCLY","Q96I15"
"X7721.81",120,0.998381646622469,0.0720250251028472,TRUE,213,"FMR1","Fragile X mental retardation protein 1","FMR1","Q06787"
"X12817.1",122,0.998380620321563,0.186339993300769,TRUE,214,"GEM","GTP-binding protein GEM","GEM","P55040"
"X19581.15",125,0.998377700759531,0.0652727906303268,TRUE,215,"IGFBP5","Insulin-like growth factor-binding protein 5","IGFBP-5","P24593"
"X20439.14",125,0.998377700759531,0.139696831336373,TRUE,216,"PLPBP","Proline synthase co-transcribed bacterial homolog protein","PROSC","O94903"
"X9288.7",125,0.998377700759531,0.0829404306349523,TRUE,217,"FKBP7","Peptidyl-prolyl cis-trans isomerase FKBP7","FKBP7","Q9Y680"
"X9762.14",125,0.998377700759531,0.0717344155380476,TRUE,218,"VASP","Vasodilator-stimulated phosphoprotein","VASP","P50552"
"X24704.38",124,0.998369607981996,0.142176287223533,TRUE,219,"COMMD5","COMM domain-containing protein 5","COMD5","Q9GZQ3"
"X19196.73",125,0.99836541061377,0.143522084549346,TRUE,220,"HOPX","Homeodomain-only protein","HOP","Q9BPY8"
"X2789.26",119,0.998361875865802,0.175556854438652,TRUE,221,"MMP7","Matrilysin","MMP-7","P09237"
"X16606.85",125,0.998359265540889,0.0578871960149168,TRUE,222,"AKR1B1","Aldose reductase","Aldose reductase","P15121"
"X18814.21",121,0.998340136515303,0.135742687811149,TRUE,223,"INHBA|INHBC","Inhibin beta A chain:Inhibin beta C chain heterodimer","Activin AC","P08476|P55103"
"X15617.8",124,0.998338128001914,0.0933029955148497,TRUE,224,"XCL2","Cytokine SCM-1 beta","lymphotactin beta","Q9UBD3"
"X10758.2",117,0.998328843192284,0.41469783193023,TRUE,225,"KERA","Keratocan","KERA","O60938"
"X24637.3",125,0.998316250030726,0.153064604231024,TRUE,226,"TCEAL5","Transcription elongation factor A protein-like 5","TCAL5","Q5H9L2"
"X13565.2",124,0.998287768244396,0.322282829156935,TRUE,227,"RBL2","Retinoblastoma-like protein 2","p130","Q08999"
"X13534.20",115,0.998287502318185,0.154805610663925,TRUE,228,"MYOM2","Myomesin-2","MYOM2","P54296"
"X2625.53",125,0.998273234520561,0.0878252939949227,TRUE,229,"HSP90AA1","Hsp90alpha","HSP 90a","P07900"
"X5467.15",125,0.998273234520561,0.114514703526163,TRUE,230,"HSP90AB1","Heat shock protein HSP 90-beta","HSP 90b","P08238"
"X10699.52",125,0.998248654229039,0.133566191455756,TRUE,231,"LRP1","Prolow-density lipoprotein receptor-related protein 1","LRP1","Q07954"
"X13545.97",125,0.998248654229039,0.105812265881261,TRUE,232,"EIF1AD","Probable RNA-binding protein EIF1AD","EIF1A","Q8N9N8"
"X23528.199",125,0.998242509156159,0.0790818773282097,TRUE,233,"PHYHIPL","Phytanoyl-CoA hydroxylase-interacting protein-like","PHIPL","Q96FC7"
"X10058.1",125,0.998236364083278,0.0938640798083778,TRUE,234,"RAD23A","UV excision repair protein RAD23 homolog A","RD23A","P54725"
"X10342.55",125,0.998236364083278,0.387987349390302,TRUE,235,"PIAS4","E3 SUMO-protein ligase PIAS4","PIAS4","Q8N2W9"
"X10472.53",125,0.998236364083278,0.209547004504772,TRUE,236,"TNFRSF14","Tumor necrosis factor receptor superfamily member 14","HVEM","Q92956"
"X10521.10",125,0.998236364083278,0.189082742709307,TRUE,237,"MXRA8","Matrix-remodeling-associated protein 8:Extracellular domain","MXRA8:ECD","Q9BRK3"
"X10560.1",125,0.998236364083278,0.296550999882419,TRUE,238,"ITM2C","Integral membrane protein 2C:N-term","ITM2C:N-term","Q9NQX7"
"X10569.28",125,0.998236364083278,0.272757974218112,TRUE,239,"MFAP2","Microfibrillar-associated protein 2","MFAP2","P55001"
"X10575.31",125,0.998236364083278,0.316027772444061,TRUE,240,"PUF60","Poly(U)-binding-splicing factor PUF60","PUF60","Q9UHX1"
"X10615.18",125,0.998236364083278,0.0807599879506428,TRUE,241,"MPZ","Myelin protein P0","MYP0","P25189"
"X10647.18",125,0.998236364083278,0.233313834199092,TRUE,242,"ASCC1","Activating signal cointegrator 1 complex subunit 1","ASCC1","Q8N9N2"
"X10721.76",125,0.998236364083278,0.236356295493994,TRUE,243,"HSPA1A","Heat shock 70 kDa protein 1A","HSP 70","P0DMV8"
"X10738.11",125,0.998236364083278,0.200995770171593,TRUE,244,"FBLN5","Fibulin-5","fibulin 5","Q9UBX5"
"X10741.22",125,0.998236364083278,0.0934917844570614,TRUE,245,"CSF1","Macrophage colony-stimulating factor 1","CSF-1","P09603"
"X10749.18",125,0.998236364083278,0.0844285735917135,TRUE,246,"HSPA1A","Heat shock 70 kDa protein 1A","HSP 70","P0DMV8"
"X10767.52",125,0.998236364083278,0.336488795817149,TRUE,247,"ADGRG2","G-protein coupled receptor 64","GPR64","Q8IZP9"
"X10900.272",125,0.998236364083278,0.0506232711078732,TRUE,248,"STMN2","Stathmin-2","STMN2","Q93045"
"X10903.50",125,0.998236364083278,0.169938324691942,TRUE,249,"STX8","Syntaxin-8","STX8","Q9UNK0"
"X10939.16",125,0.998236364083278,0.336658840653949,TRUE,250,"PLEKHA4","Pleckstrin homology domain-containing family A member 4","PKHA4","Q9H4M7"
"X10945.11",125,0.998236364083278,0.21146496372784,TRUE,251,"STX6","Syntaxin-6","Syntaxin-6","O43752"
"X10961.15",125,0.998236364083278,0.164204339075169,TRUE,252,"PLAAT4","Retinoic acid receptor responder protein 3","TIG3","Q9UL19"
"X11083.23",125,0.998236364083278,0.0815809735224198,TRUE,253,"ENO2","Gamma-enolase","NSE","P09104"
"X11102.22",125,0.998236364083278,0.135432882650712,TRUE,254,"REG4","Regenerating islet-derived protein 4","REG4","Q9BYZ8"
"X11103.24",125,0.998236364083278,0.219069741153699,TRUE,255,"HSPB1","Heat shock protein beta-1","HSP 27","P04792"
"X11142.11",125,0.998236364083278,0.106591977403847,TRUE,256,"ANGPTL1","Angiopoietin-related protein 1:C-Term, Fibrinogen domian","ANGL1:C-term","O95841"
"X11161.5",125,0.998236364083278,0.129557163586649,TRUE,257,"SPART","Spartin","SPG20","Q8N0X7"
"X11196.31",125,0.998236364083278,0.181462322992732,TRUE,258,"COL6A3","Collagen alpha-3(VI) chain:Bovine pancreatic trypsin inhibitor/Kunitz inhibitor domain, isoform 1","Collagen alpha-3(VI):BPTI/Kunitz inhibitor","P12111"
"X11245.43",125,0.998236364083278,0.0991642806906597,TRUE,259,"FLNA","Filamin-A:Calponin Homology 1","filamin A:CH1","P21333"
"X11270.17",125,0.998236364083278,0.140218590580287,TRUE,260,"CHCHD10","Coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial","CHC10","Q8WYQ3"
"X11277.23",125,0.998236364083278,0.141010087164609,TRUE,261,"ATF6","Cyclic AMP-dependent transcription factor ATF-6 alpha","ATF6A","P18850"
"X11286.78",125,0.998236364083278,0.229610296796865,TRUE,262,"SELENOS","Selenoprotein S","SELS","Q9BQE4"
"X11348.132",125,0.998236364083278,0.138886677110507,TRUE,263,"P4HA2","Prolyl 4-hydroxylase subunit alpha-2","P4HA2","O15460"
"X11454.87",125,0.998236364083278,0.152155103957794,TRUE,264,"EIF3G","Eukaryotic translation initiation factor 3 subunit G","EIF3G","O75821"
"X11556.19",125,0.998236364083278,0.245061908602729,TRUE,265,"ARFGAP1","ADP-ribosylation factor GTPase-activating protein 1","ARFG1","Q8N6T3"
"X11571.75",125,0.998236364083278,0.258397283448238,TRUE,266,"KLRC3","NKG2-E type II integral membrane protein:Isoform E, Extracellular domain","NKG2E:ECD","Q07444"
"X11608.5",125,0.998236364083278,0.0953097300466775,TRUE,267,"MAP1LC3B","Microtubule-associated proteins 1A/1B light chain 3B","MLP3B","Q9GZQ8"
"X11626.7",125,0.998236364083278,0.103312383510088,TRUE,268,"UBE2V1","Ubiquitin-conjugating enzyme E2 variant 1","UB2V1","Q13404"
"X11664.32",125,0.998236364083278,0.069029443096324,TRUE,269,"ARFGAP2","ADP-ribosylation factor GTPase-activating protein 2","ARFG2","Q8N6H7"
"X11666.72",125,0.998236364083278,0.289503231192687,TRUE,270,"RGS8","Regulator of G-protein signaling 8","RGS8","P57771"
"X11681.8",125,0.998236364083278,0.217129616739384,TRUE,271,"AGFG1","Arf-GAP domain and FG repeat-containing protein 1","NUPL","P52594"
"X11851.21",125,0.998236364083278,0.202327581213234,TRUE,272,"TREM2","Triggering receptor expressed on myeloid cells 2","TREM2","Q9NZC2"
"X11926.23",125,0.998236364083278,0.214855046598762,TRUE,273,"AAGAB","Alpha- and gamma-adaptin-binding protein p34","P34","Q6PD74"
"X11955.1",125,0.998236364083278,0.0956713791296737,TRUE,274,"ARHGAP1","Rho GTPase-activating protein 1:Rho-GTPase activating protein domain","RHG01:Rho-GAP","Q07960"
"X12347.29",125,0.998236364083278,0.359778699087706,TRUE,275,"CCM2","Cerebral cavernous malformations 2 protein","CCM2","Q9BSQ5"
"X12381.26",125,0.998236364083278,0.210903310310735,TRUE,276,"CBR1","Carbonyl reductase [NADPH] 1","CBR1","P16152"
"X12460.18",125,0.998236364083278,0.330261495383845,TRUE,277,"PSMA7","Proteasome subunit alpha type-7","PSA7","O14818"
"X12469.19",125,0.998236364083278,0.0994073158780455,TRUE,278,"MAPRE1","Microtubule-associated protein RP/EB family member 1","MARE1","Q15691"
"X12491.23",125,0.998236364083278,0.0644465455057344,TRUE,279,"CLIC4","Chloride intracellular channel protein 4","CLIC4","Q9Y696"
"X12494.99",125,0.998236364083278,0.10766829970121,TRUE,280,"GABARAPL2","Gamma-aminobutyric acid receptor-associated protein-like 2","GBRL2","P60520"
"X12498.12",125,0.998236364083278,0.0966726845681677,TRUE,281,"TAX1BP3","Tax1-binding protein 3","TX1B3","O14907"
"X12517.52",125,0.998236364083278,0.0754952882665449,TRUE,282,"PDCD5","Programmed cell death protein 5","TFAR19","O14737"
"X12522.6",125,0.998236364083278,0.125469856673645,TRUE,283,"RAD23B","UV excision repair protein RAD23 homolog B","RD23B","P54727"
"X12524.18",125,0.998236364083278,0.2560162469258,TRUE,284,"SAT2","Diamine acetyltransferase 2","SAT2","Q96F10"
"X12587.65",125,0.998236364083278,0.280327008564099,TRUE,285,"ARL2","ADP-ribosylation factor-like protein 2","ARL2","P36404"
"X12599.10",125,0.998236364083278,0.106261242870949,TRUE,286,"FERMT3","Fermitin family homolog 3","URP2","Q86UX7"
"X12616.45",125,0.998236364083278,0.217738998006431,TRUE,287,"NRBP1","Nuclear receptor-binding protein","NRBP","Q9UHY1"
"X12720.71",125,0.998236364083278,0.090092597570502,TRUE,288,"UBQLN4","Ubiquilin-4","UBQL4","Q9NRR5"
"X12835.101",125,0.998236364083278,0.152241880432392,TRUE,289,"PYDC1","Pyrin domain-containing protein 1","PYDC1","Q8WXC3"
"X12861.13",125,0.998236364083278,0.0841701523763765,TRUE,290,"TMOD3","Tropomodulin-3","TMOD3","Q9NYL9"
"X12881.17",125,0.998236364083278,0.289431294969782,TRUE,291,"RDH16","Retinol dehydrogenase 16","RDH16","O75452"
"X12894.3",125,0.998236364083278,0.199253329333948,TRUE,292,"PAXIP1","PAX-interacting protein 1","PAXI1","Q6ZW49"
"X12895.28",125,0.998236364083278,0.0699516803527417,TRUE,293,"DGKB","Diacylglycerol kinase beta","DGKB","Q9Y6T7"
"X12960.9",125,0.998236364083278,0.176970968875654,TRUE,294,"GCK","Glucokinase","HXK4","P35557"
"X12975.11",125,0.998236364083278,0.262847014723433,TRUE,295,"KRT20","Keratin, type I cytoskeletal 20","Keratin 20","P35900"
"X13022.20",125,0.998236364083278,0.165600356667133,TRUE,296,"TP53I11","Tumor protein p53-inducible protein 11","P5I11","O14683"
"X13067.5",125,0.998236364083278,0.158485423509033,TRUE,297,"PRKG1","cGMP-dependent protein kinase 1, beta isozyme","KGP1B","Q13976"
"X13090.17",125,0.998236364083278,0.0741956865495425,TRUE,298,"S100A6","Protein S100-A6","S100A6","P06703"
"X13093.6",125,0.998236364083278,0.207783033069424,TRUE,299,"SECTM1","Secreted and transmembrane protein 1","SECTM1","Q8WVN6"
"X13104.32",125,0.998236364083278,0.169753403138171,TRUE,300,"EFNB1","Ephrin-B1","EFNB1","P98172"
"X13122.19",125,0.998236364083278,0.271027261289246,TRUE,301,"FLRT2","Leucine-rich repeat transmembrane protein FLRT2","FLRT2","O43155"
"X13126.52",125,0.998236364083278,0.282100105748842,TRUE,302,"DSC2","Desmocollin-2","DSC2","Q02487"
"X13131.5",125,0.998236364083278,0.167362338491671,TRUE,303,"HK1","Hexokinase-1","HXK1","P19367"
"X13392.13",125,0.998236364083278,0.335004100425111,TRUE,304,"ATP1B1","Sodium/potassium-transporting ATPase subunit beta-1","AT1B1","P05026"
"X13434.172",125,0.998236364083278,0.10084020077408,TRUE,305,"PARVA","Alpha-parvin","PARVA","Q9NVD7"
"X13590.1",125,0.998236364083278,0.11383299079064,TRUE,306,"REXO2","Oligoribonuclease, mitochondrial","ORN","Q9Y3B8"
"X13613.23",125,0.998236364083278,0.333573193376629,TRUE,307,"AK5","Adenylate kinase isoenzyme 5","Adenylate kinase isoenzyme 5","Q9Y6K8"
"X13628.58",125,0.998236364083278,0.112316942960347,TRUE,308,"GRB14","Growth factor receptor-bound protein 14","GRB14","Q14449"
"X13645.14",125,0.998236364083278,0.183769076166364,TRUE,309,"DHX38","Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16","PRP16","Q92620"
"X13678.169",125,0.998236364083278,0.113498304754962,TRUE,310,"CFD","Complement factor D","Factor D","P00746"
"X13726.4",125,0.998236364083278,0.184874327629745,TRUE,311,"CD80","T-lymphocyte activation antigen CD80","B7","P33681"
"X13961.18",125,0.998236364083278,0.191616609390902,TRUE,312,"KIF3A","Kinesin-like protein KIF3A","KIF3A","Q9Y496"
"X13967.14",125,0.998236364083278,0.121665812744304,TRUE,313,"TXNRD1","Thioredoxin reductase 1, cytoplasmic","Thioredoxin reductase 1","Q16881"
"X13969.24",125,0.998236364083278,0.26955622332501,TRUE,314,"KPNA6","Importin subunit alpha-7","IMA7","O60684"
"X14024.196",125,0.998236364083278,0.18793542743161,TRUE,315,"EDA","Ectodysplasin-A, secreted form","EDA","Q92838"
"X14029.42",125,0.998236364083278,0.165889639857264,TRUE,316,"COPS2","COP9 signalosome complex subunit 2","CSN2","P61201"
"X14037.18",125,0.998236364083278,0.153510706309864,TRUE,317,"RANBP3","Ran-binding protein 3","RANB3","Q9H6Z4"
"X14054.17",125,0.998236364083278,0.276010237064664,TRUE,318,"IL15RA","Interleukin-15 receptor subunit alpha","IL-15 Ra","Q13261"
"X14105.5",125,0.998236364083278,0.107757483546622,TRUE,319,"SERPINA4","Kallistatin","Kallistatin","P29622"
"X14108.15",125,0.998236364083278,0.168401442352608,TRUE,320,"TGFB1","Transforming growth factor beta-1","TGF-b1","P01137"
"X14115.34",125,0.998236364083278,0.172767199848389,TRUE,321,"ADM","Adrenomedullin","Adrenomedullin","P35318"
"X14136.234",125,0.998236364083278,0.151524261311096,TRUE,322,"CD93","Complement component C1q receptor","C1QR1","Q9NPY3"
"X14156.33",125,0.998236364083278,0.0810694230124692,TRUE,323,"YWHAB","14-3-3 protein beta/alpha","14-3-3 protein beta/alpha","P31946"
"X14206.28",125,0.998236364083278,0.139583899071251,TRUE,324,"APBB1","Amyloid beta A4 precursor protein-binding family B member 1:Phosphotyrosine Interaction Domain 2","APBB1:PID 2","O00213"
"X14593.152",125,0.998236364083278,0.344820241610345,TRUE,325,"FAM210A","Protein FAM210A","F210A","Q96ND0"
"X14623.26",125,0.998236364083278,0.0943805709697095,TRUE,326,"SUMO3","Small ubiquitin-related modifier 3","SUMO3","P55854"
"X14663.44",125,0.998236364083278,0.106544119980317,TRUE,327,"RNF8","E3 ubiquitin-protein ligase RNF8","RNF8","O76064"
"X14689.3",125,0.998236364083278,0.237655852842721,TRUE,328,"SEC13","Protein SEC13 homolog","SEC13","P55735"
"X14711.27",125,0.998236364083278,0.236481802830587,TRUE,329,"CST6","Cystatin-M","Cystatin M","Q15828"
"X14747.9",125,0.998236364083278,0.264585300886441,TRUE,330,"CRLF1","Cytokine receptor-like factor 1","CRLF1","O75462"
"X14748.31",125,0.998236364083278,0.368867290359417,TRUE,331,"ARHGAP5","Rho GTPase-activating protein 5","RHG05","Q13017"
"X15314.49",125,0.998236364083278,0.0842209091004712,TRUE,332,"CLIC4","Chloride intracellular channel protein 4","CLIC4","Q9Y696"
"X15322.35",125,0.998236364083278,0.304358158974435,TRUE,333,"CRADD","Death domain-containing protein CRADD","CRADD","P78560"
"X15325.14",125,0.998236364083278,0.0955586508572246,TRUE,334,"GAP43","Neuromodulin","NEUM","P17677"
"X15387.44",125,0.998236364083278,0.184261204192123,TRUE,335,"NRP2","Neuropilin-2","Neuropilin-2","O60462"
"X15391.114",125,0.998236364083278,0.18132070482511,TRUE,336,"GAS6","Growth arrest-specific protein 6","GAS-6","Q14393"
"X15436.40",125,0.998236364083278,0.118585067035915,TRUE,337,"RAMP1","Receptor activity-modifying protein 1","RAMP1","O60894"
"X15441.6",125,0.998236364083278,0.329397590796965,TRUE,338,"GM2A","Ganglioside GM2 activator","SAP3","P17900"
"X15455.40",125,0.998236364083278,0.16234084553963,TRUE,339,"ADAM15","Disintegrin and metalloproteinase domain-containing protein 15:Extracellular domain","ADA15:ECD","Q13444"
"X15465.79",125,0.998236364083278,0.270484893492125,TRUE,340,"CNPY4","Protein canopy homolog 4","CNPY4","Q8N129"
"X15480.2",125,0.998236364083278,0.354059717877417,TRUE,341,"VNN2","Vascular non-inflammatory molecule 2","VNN2","O95498"
"X15487.164",125,0.998236364083278,0.164237585881345,TRUE,342,"CES1","Liver carboxylesterase 1","carboxylesterase, liver","P23141"
"X15503.15",125,0.998236364083278,0.119160660524578,TRUE,343,"LEFTY2","Left-right determination factor 2","Lefty-A","O00292"
"X15524.30",125,0.998236364083278,0.159197690481321,TRUE,344,"PGAM2","Phosphoglycerate mutase 2","PGAM2","P15259"
"X15585.304",125,0.998236364083278,0.315204894444048,TRUE,345,"FBLN5","Fibulin-5","fibulin 5","Q9UBX5"
"X15587.20",125,0.998236364083278,0.221407214783351,TRUE,346,"FOLR2","Folate receptor beta","FOLR2","P14207"
"X15594.47",125,0.998236364083278,0.249062474810653,TRUE,347,"HTRA1","Serine protease HTRA1","HTRA1","Q92743"
"X15627.83",125,0.998236364083278,0.1176232490298,TRUE,348,"AKT1","RAC-alpha serine/threonine-protein kinase","PKB","P31749"
"X15635.4",125,0.998236364083278,0.114316774918919,TRUE,349,"SMOC2","SPARC-related modular calcium-binding protein 2","SMOC2","Q9H3U7"
"X15640.54",125,0.998236364083278,0.0874893061635831,TRUE,350,"TAGLN","Transgelin","TAGL","Q01995"
"X16300.4",125,0.998236364083278,0.124677005232394,TRUE,351,"TREM2","Triggering receptor expressed on myeloid cells 2","TREM2","Q9NZC2"
"X16591.71",125,0.998236364083278,0.271388126259907,TRUE,352,"CHIA","Acidic mammalian chitinase","CHIA","Q9BZP6"
"X16610.13",125,0.998236364083278,0.149923962886917,TRUE,353,"LRP10","Low-density lipoprotein receptor-related protein 10","LRP10","Q7Z4F1"
"X16754.40",125,0.998236364083278,0.1241564031609,TRUE,354,"CASK","Peripheral plasma membrane protein CASK","CSKP","O14936"
"X16765.52",125,0.998236364083278,0.120836064630689,TRUE,355,"PPBP","Platelet basic protein","PBP","P02775"
"X16768.3",125,0.998236364083278,0.289307538200904,TRUE,356,"JUP","Junction plakoglobin","PLAK","P14923"
"X16780.6",125,0.998236364083278,0.0990909717583896,TRUE,357,"HSPA1A","Heat shock 70 kDa protein 1A","HSP 70","P0DMV8"
"X17151.84",125,0.998236364083278,0.147892695513764,TRUE,358,"IRF3","Interferon regulatory factor 3","IRF-3","Q14653"
"X17156.72",125,0.998236364083278,0.205877345671051,TRUE,359,"DCLK1","Serine/threonine-protein kinase DCLK1","DCAK1","O15075"
"X17165.1",125,0.998236364083278,0.157222639555302,TRUE,360,"PPBP","Beta-thromboglobulin","BTG","P02775"
"X17344.23",125,0.998236364083278,0.251007415184898,TRUE,361,"STOML1","Stomatin-like protein 1","STML1","Q9UBI4"
"X17367.5",125,0.998236364083278,0.104961700390856,TRUE,362,"STMN1","Stathmin","Stathmin","P16949"
"X17380.2",125,0.998236364083278,0.124660114315426,TRUE,363,"UBE2K","Ubiquitin-conjugating enzyme E2 K","UBE2K","P61086"
"X17722.5",125,0.998236364083278,0.101832186279958,TRUE,364,"FKBP4","Peptidyl-prolyl cis-trans isomerase FKBP4","FKBP52 protein","Q02790"
"X17757.86",125,0.998236364083278,0.11627478794339,TRUE,365,"CAB39","Calcium-binding protein 39","CAB39","Q9Y376"
"X17771.35",125,0.998236364083278,0.206936998486367,TRUE,366,"CRCP","DNA-directed RNA polymerase III subunit RPC9","RPC9","O75575"
"X17781.191",125,0.998236364083278,0.0827332014583145,TRUE,367,"MAP1LC3A","Microtubule-associated proteins 1A/1B light chain 3A","MLP3A","Q9H492"
"X18165.181",125,0.998236364083278,0.0419055493136571,TRUE,368,"UBE2V2","Ubiquitin-conjugating enzyme E2 variant 2","UB2V2","Q15819"
"X18178.13",125,0.998236364083278,0.22334732883762,TRUE,369,"SARS1","Serine--tRNA ligase, cytoplasmic","SYSC","P49591"
"X18181.2",125,0.998236364083278,0.139902497370252,TRUE,370,"TSSC4","Protein TSSC4","TSSC4","Q9Y5U2"
"X18194.18",125,0.998236364083278,0.246436589212754,TRUE,371,"FABP9","Fatty acid-binding protein 9","FABP9","Q0Z7S8"
