"protein_id","rank_EMCI","loess_corr_EMCI","rank_LMCI","loess_corr_LMCI","rank_AD","loess_corr_AD"
"X17450.51",27,0.992128161639997,5206,-0.289257218222275,5817,-0.697553148816687
"X6520.87",28,0.992103581348475,4016,-0.0703909235699494,5638,-0.645749081033451
"X3554.24",29,0.99205442076543,4276,-0.119891712204358,5610,-0.637779224451415
"X17332.3",30,0.992029840473908,4125,-0.0934250334131838,5653,-0.650812438762963
"X4179.57",31,0.991992970036625,3727,-0.0122749306811565,5503,-0.604532033957376
"X23265.15",32,0.99194380945358,4208,-0.10812197031341,6043,-0.746266595648143
"X23380.16",33,0.991814762923088,722,0.671766116872149,5778,-0.686874067059899
"X15321.8",34,0.991771747412924,51,0.874377672969315,196,0.882385433311633
"X8840.61",35,0.991678050070189,4467,-0.147345445009622,6706,-0.877919877919878
"X20107.11",36,0.991562814934985,4403,-0.138510425785453,6064,-0.751790258625792
"X16859.100",37,0.991460488635484,5592,-0.387310120358337,4317,-0.290866886298028
"X9053.16",38,0.991305693867547,4381,-0.135660211718113,5228,-0.533042097979894
"X7717.95",39,0.991247674054868,1327,0.512931093872714,4306,-0.288170236595268
"X5029.3",40,0.991235549562769,5849,-0.451143782288403,6081,-0.756249168760806
"X22430.15",41,0.991150927636904,955,0.609039479898311,5041,-0.488877052468222
"X9762.14",42,0.99096674286557,3855,-0.0381398254592012,6278,-0.792362878354474
"X4124.24",43,0.990960451977401,6407,-0.626337938158418,6882,-0.917210813227858
"X7832.181",44,0.990868421699481,390,0.76550756047804,6734,-0.88116233650944
"X19581.15",45,0.990720939950348,4709,-0.188342865076029,5002,-0.479933979075839
"X12546.1",46,0.990708649804587,4999,-0.241806650735974,6417,-0.813004430942398
"X21661.82",47,0.990628763857139,1364,0.50181829400445,6762,-0.885120961643421
"X5358.3",48,0.990615597457504,1373,0.500340528389832,5812,-0.696140879274439
"X5885.55",49,0.990346090504634,3279,0.0799162389273029,4987,-0.476593478132213
"X13381.49",50,0.990143985330583,1780,0.391162314708472,5592,-0.634004118645905
"X19630.2",51,0.990137158026694,574,0.711614328850907,4146,-0.239102273250347
"X5596.75",52,0.990051127006366,2353,0.261448696342973,4706,-0.400748324817686
"X24637.3",53,0.990026546714844,4426,-0.141797596223875,5747,-0.679548491693631
"X24717.26",54,0.989860629747069,5164,-0.278455433478977,5855,-0.708455807408284
"X5424.55",55,0.989751329457027,2370,0.257123060903524,3167,0.0680265398854498
"X17781.191",56,0.989725438143696,2980,0.141555765078253,3398,-0.00650345557725566
"X8969.49",57,0.989311141466854,1943,0.356509029767575,6684,-0.87225353927973
"X18332.17",58,0.989061770272595,311,0.787477488247612,1643,0.496597029058413
"X2836.68",59,0.988990098012678,5526,-0.371415250183885,6743,-0.881744365112698
"X9971.5",60,0.988981884325148,2061,0.329618331797199,5446,-0.59199857962952
"X2642.4",61,0.988975739252268,4297,-0.122371971899463,5963,-0.729327490537112
"X9997.12",62,0.988920433596343,5174,-0.280251479726711,6668,-0.868596788419269
"X16606.85",63,0.98877909692009,736,0.667404525103255,6190,-0.777922445141478
"X21487.20",64,0.988732267187807,6304,-0.59347257735513,2878,0.150401097593414
"X12414.31",65,0.988680775754,3620,0.010011222132668,3045,0.104929869207552
"X25249.33",66,0.988637760243837,5060,-0.252644528342634,4152,-0.240752917374183
"X10938.13",67,0.988612399831295,3846,-0.0367708024017678,4548,-0.359412913534947
"X21600.10",68,0.988293636162525,3615,0.0108287795641493,4165,-0.243179262590992
"X18842.24",69,0.988279450421398,3015,0.134848213753206,604,0.7729542252249
"X10058.1",70,0.988219895287958,1333,0.511856510957969,3858,-0.152775311856806
"X3896.5",71,0.988197991897129,3378,0.0588955574722147,3393,-0.00371056255384386
"X13678.169",72,0.988158444559152,2823,0.169897689628975,6730,-0.880412696533902
"X3214.3",73,0.988146154413391,5862,-0.453620969576837,6836,-0.897733325442386
"X2950.57",74,0.987974092372736,4189,-0.104790436841701,6068,-0.753263235419831
"X12895.28",75,0.987863481060886,6944,-0.854778487588736,2098,0.372858592490897
"X22049.24",76,0.98769141902023,5460,-0.351656169487574,5125,-0.509527395076552
"X21180.16",77,0.987679128874469,144,0.838169905402435,5404,-0.581950773641606
"X12494.99",78,0.987672983801588,3059,0.124804769599204,2487,0.264708396625305
"X11490.42",79,0.987599242927021,709,0.676050580581468,1794,0.456971322983041
"X15316.262",80,0.987473049745841,349,0.778195126277915,5353,-0.56574802890717
"X21323.2",81,0.987451761177888,4558,-0.161682013850649,5306,-0.55324087773635
"X10900.272",82,0.987402600594843,463,0.743657181200807,1163,0.625692923793178
"X14043.12",83,0.98738434846545,6766,-0.76494838204613,1157,0.6272974163724
"X4276.10",84,0.987359585084679,4676,-0.183060942891505,4199,-0.255094592728492
"X21862.145",85,0.98715065260674,4070,-0.0839461800400295,6601,-0.851584436421981
"X13967.14",86,0.987052331440651,995,0.596801782561369,1202,0.615881846218592
"X25117.17",87,0.987051572285473,4216,-0.10915804847707,5698,-0.668632827655139
"X18382.109",88,0.987027751149129,6146,-0.543621702293403,6798,-0.88692346999489
"X24235.2",89,0.987003170857606,3030,0.131894975326406,6487,-0.826017767782578
"X5015.15",90,0.986966300420323,3324,0.0702173854359085,5722,-0.674327461153525
"X21351.8",91,0.986917139837279,5126,-0.269269481583748,6351,-0.802112375099208
"X13434.172",92,0.986837253889831,2955,0.145656340504957,6243,-0.786549880649425
"X14618.26",93,0.986535059833687,5999,-0.501256808120732,4135,-0.236637267254655
"X8305.18",94,0.986258081167339,3498,0.0345115376363347,4407,-0.320675620675621
"X6069.71",95,0.986247326893297,1533,0.457828305226583,4476,-0.340727324528379
"X6245.4",96,0.986226606318891,2860,0.162255207830987,5468,-0.597631209426321
"X20203.45",97,0.986157361652304,4391,-0.1367287676093,6731,-0.88060788060788
"X2647.66",98,0.986112135289925,3636,0.00658673628759511,5372,-0.570324778231507
"X7660.21",99,0.986013814123836,3685,-0.00280937498076122,5176,-0.520978874126755
"X22381.1",100,0.985976943686552,5015,-0.245128398937175,6171,-0.774660853668962
"X12491.23",101,0.985921638030627,3702,-0.0066530980209986,6458,-0.820625620590111
"X19175.18",102,0.985835607010299,949,0.610588140018279,4914,-0.454092811548193
"X13427.66",103,0.985771872682124,1386,0.49756512359409,6004,-0.738510483865497
"X2748.3",104,0.985694270334046,4761,-0.200613939354207,6348,-0.801164036956138
"X4917.62",105,0.985672694081173,2425,0.247085824964471,5966,-0.73003754775667
"X12577.100",106,0.98541159698154,3445,0.0443023574191409,5553,-0.618380646137053
"X13575.40",107,0.98526981728908,4337,-0.12971782699405,6299,-0.795611318248473
"X15524.30",108,0.985159648993437,1153,0.558372905285883,6291,-0.79416464461147
"X10563.13",109,0.985018312317184,7002,-0.912070155682988,2486,0.264787306096414
"X24434.16",110,0.984973154248742,2570,0.221839491633742,5890,-0.714429713421719
"X23148.100",111,0.984963006661259,3163,0.103860645021962,5409,-0.582831929402327
"X14332.3",112,0.984873235446863,3027,0.132331954813959,6016,-0.740887600034194
"X19622.7",113,0.984803234766364,4796,-0.207084983552441,6383,-0.806645492625252
"X15487.164",114,0.984551286778261,6589,-0.690663313423452,2630,0.220861033845587
"X12403.30",115,0.984539554442045,49,0.874952277013139,1545,0.523202672400755
"X21356.6",116,0.984539554442045,6719,-0.741906374248483,6583,-0.847783630230218
"X18299.13",117,0.984489836049456,4072,-0.084516927680875,6353,-0.802502745392016
"X22970.8",118,0.984231742988472,1788,0.389626264435578,6013,-0.740045899009029
"X20388.8",119,0.98398559710935,5603,-0.391386338306808,1332,0.585330729320787
"X3290.50",120,0.983672541356341,3270,0.0826928490719566,6316,-0.797478842398059
"X4230.1",121,0.983635670919057,4831,-0.212048799883472,6588,-0.848281756637588
"X18347.15",122,0.983623380773296,5375,-0.329548916543583,6800,-0.887434963403135
"X12358.6",123,0.983557590922682,2935,0.148548642738972,3343,0.00964668284310824
"X19127.1",124,0.983303836983507,4227,-0.111500179322739,6267,-0.791060872081171
"X16914.104",125,0.983192430928445,2482,0.236921973398532,6504,-0.829157829157829
"X22009.1",126,0.983082614359806,3080,0.120493311069033,4592,-0.369736902671743
"X6420.4",127,0.983049067597093,4941,-0.232862367479342,5281,-0.545425561502405
"X22966.20",128,0.983021163631001,4319,-0.127612230967687,3515,-0.0399084650135133
"X14037.18",129,0.982972003047956,3887,-0.0454438527008318,4666,-0.390287415969664
"X19620.16",130,0.982959712902195,885,0.628597541928741,1995,0.407666687017101
"X8467.9",131,0.982953281154765,4890,-0.224207876260007,6295,-0.79478761073953
"X9038.12",132,0.982928987537792,2587,0.218050795912864,3000,0.118883694015374
"X11664.32",133,0.982855246663225,1965,0.351013655522948,6453,-0.820375740598265
"X13738.8",134,0.982821027716752,4504,-0.153515618079928,6180,-0.776141343151941
"X9288.7",135,0.982738490278495,2930,0.150133624363211,5799,-0.692463487930139
"X21817.5",136,0.982627878966645,4824,-0.210898966098361,6795,-0.886648848851565
"X23569.53",137,0.982609443748003,4961,-0.235137805737411,5449,-0.593655678522815
"X24475.45",138,0.982594463591583,1208,0.543602420278509,6533,-0.835697329571982
"X18236.3",139,0.982525164141335,4706,-0.187856958300715,655,0.759707508893755
"X21136.1",140,0.982374084868781,26,0.892919258490835,4424,-0.323456497866156
"X5350.14",141,0.982369785905661,982,0.602150330300915,6933,-0.94557876809164
"X21122.3",142,0.982256649725239,1156,0.557481614598799,2271,0.32653628821642
