"gene","rho_median","rho_mean","n_proteins"
"CD226",-0.224452132860989,-0.224452132860989,2
"CD248",0.478939864803391,0.478939864803391,1
"CD27",0.126016668527409,0.126016668527409,1
"CD274",0.308371821711881,0.308371821711881,1
"CD28",0.129988733395559,0.129988733395559,1
"CD300C",0.131179891787765,0.131179891787765,2
"CD300E",-0.096768190350049,-0.096768190350049,2
"CD300LF",-0.153393004072368,-0.153393004072368,1
"CD300LG",0.102509267177784,0.102509267177784,1
"CD320",0.546173301894615,0.546173301894615,1
"CD33",0.291794250710374,0.291794250710374,1
"CD36",-0.276584597477252,-0.276584597477252,1
"CD38",-0.171876779468084,-0.171876779468084,1
"CD3E",0.24965347137367,0.24965347137367,1
"CD4",-0.23266044573964,-0.23266044573964,1
"CD40LG",-0.121708300098545,-0.121708300098545,1
"CD44",-0.112765895265914,-0.112765895265914,1
"CD46",0.5459002749989,0.5459002749989,1
"CD5",0.416986771696585,0.416986771696585,1
"CD55",0.419709335806864,0.419709335806864,1
"CD58",0.250406214449462,0.250406214449462,1
"CD59",0.318981813891042,0.318981813891042,2
"CD5L",-0.119363072319376,-0.119363072319376,1
"CD63",0.318940871209077,0.318940871209077,1
"CD68",0.23726678971895,0.23726678971895,2
"CD70",-0.101433030889512,-0.101433030889512,2
"CD74",-0.492644179883196,-0.492644179883196,1
"CD79A",0.234456914060363,0.234456914060363,1
"CD80",-0.356853667620349,-0.356853667620349,1
"CD81",-0.10891806546248,-0.10891806546248,1
"CD83",0.452108075270885,0.452108075270885,1
"CD86",0.303498803706439,0.303498803706439,2
"CD8A",0.151865971583899,0.151865971583899,1
"CD9",0.301021234947149,0.301021234947149,1
"CD93",0.089571830881052,0.089571830881052,2
"CDC25A",0.13971295955145,0.13971295955145,1
"CDC25B",0.361754680445516,0.361754680445516,1
"CDC34",0.335698307708026,0.335698307708026,1
"CDC42BPB",-0.291027331411964,-0.291027331411964,1
"CDCP1",0.166563415578476,0.166563415578476,2
"CDH1",-0.202661894205522,-0.202661894205522,1
"CDH11",0.395049754216905,0.395049754216905,1
"CDH12",0.387169731957826,0.387169731957826,1
"CDH15",-0.189811124117414,-0.189811124117414,2
"CDH2",-0.162186061883439,-0.162186061883439,1
"CDH6",-0.356197591553591,-0.356197591553591,1
"CDH7",0.449960128520159,0.449960128520159,1
"CDK16",-0.197506897211971,-0.197506897211971,1
"CDKN1A",-0.108108846922205,-0.108108846922205,1
"CDKN1B",-0.173309935247456,-0.173309935247456,1
"CDKN2B",0.155545162245714,0.155545162245714,1
"CDON",0.315500068050741,0.315500068050741,1
"CEACAM19",0.133363584068112,0.133363584068112,1
"CEACAM21",-0.150315681799949,-0.150315681799949,1
"CEACAM4",-0.176073995559943,-0.176073995559943,1
"CEACAM8",-0.174169112355553,-0.174169112355553,1
"CEBPA",-0.317956115933427,-0.317956115933427,1
"CEBPB",-0.103777437163599,-0.103777437163599,1
"CELF2",-0.266281558533136,-0.266281558533136,1
"CEP43",-0.116999684771853,-0.116999684771853,1
"CEP76",-0.246122075324294,-0.246122075324294,1
"CER1",0.33060580221704,0.33060580221704,1
"CERT1",-0.112487377568597,-0.112487377568597,2
"CETN1",-0.141050620971732,-0.141050620971732,1
"CETN2",0.125391245689558,0.125391245689558,1
"CFC1",0.574564500085561,0.574564500085561,1
"CFL1",0.105585733029293,0.105585733029293,1
"CFL2",0.310608334713449,0.310608334713449,1
"CFTR",0.400044632266091,0.400044632266091,1
"CGB3",0.149805176702769,0.149805176702769,1
"CHEK2",-0.121998350448883,-0.121998350448883,1
"CHFR",0.155740324374101,0.155740324374101,1
"CHIA",0.111968522958057,0.111968522958057,1
"CHL1",0.388317144638872,0.388317144638872,2
"CHMP2A",0.266612957519959,0.266612957519959,1
"CHRD",0.465089878677481,0.465089878677481,1
"CHRNB3",0.190179357127802,0.190179357127802,1
"CIB1",0.33794325461955,0.33794325461955,1
"CISD2",-0.407511195914627,-0.407511195914627,1
"CKS1B",-0.285038045111007,-0.285038045111007,1
"CLDN1",-0.193793856159044,-0.193793856159044,1
"CLEC11A",0.230823520562933,0.230823520562933,2
"CLEC1B",-0.160380783515525,-0.160380783515525,1
"CLEC2A",0.12692258885564,0.12692258885564,1
"CLEC2D",-0.370373150773852,-0.370373150773852,1
"CLEC2L",0.477517419465587,0.477517419465587,1
"CLEC4G",0.253065683131454,0.253065683131454,1
"CLSTN1",0.281629868835113,0.281629868835113,1
"CLSTN2",0.412859223002558,0.412859223002558,1
"CLTC",-0.424643858416242,-0.424643858416242,1
"CLU",0.265090205166621,0.265090205166621,1
"CNMD",0.226572804742369,0.226572804742369,1
"CNN1",0.300740668791036,0.300740668791036,1
"CNTF",-0.116797637701338,-0.116797637701338,1
"CNTFR",0.495664020998801,0.495664020998801,2
"CNTN2",0.265076998054487,0.265076998054487,1
"CNTN3",0.58373995644725,0.58373995644725,1
"CNTN4",0.538218931823781,0.538218931823781,1
"CNTN5",0.529925787422096,0.529925787422096,1
"CNTN6",0.412216912477048,0.412216912477048,1
"CNTNAP2",0.496941301950484,0.496941301950484,1
"COL18A1",0.333052055980869,0.333052055980869,1
"COL1A1",0.150367353924726,0.150367353924726,1
"COL2A1",-0.111013193986023,-0.111013193986023,2
"COL5A1",0.15108153409804,0.15108153409804,1
"COL6A1",0.227817265516608,0.227817265516608,2
"COL6A2",-0.185534196630918,-0.185534196630918,1
"COL6A3",0.27132897333513,0.27132897333513,1
"COL6A5",0.12997185281728,0.12997185281728,1
"COL8A1",-0.148856951682461,-0.148856951682461,1
"COL9A1",-0.127562814573898,-0.127562814573898,1
"COL9A3",0.271256681137558,0.271256681137558,1
"COLGALT2",-0.116235365979021,-0.116235365979021,1
"COMMD5",-0.140761749857313,-0.140761749857313,1
"COPS5",0.171264264191016,0.171264264191016,1
"CP",-0.118735392025592,-0.118735392025592,1
"CPE",0.245682993013846,0.245682993013846,2
"CPM",0.260508490043983,0.260508490043983,2
"CREM",-0.150088395830793,-0.150088395830793,1
"CRIP2",0.365657341191444,0.365657341191444,1
"CRISP3",-0.102040402124036,-0.102040402124036,1
"CRK",0.71139101759789,0.71139101759789,1
"CRKL",0.775430281959006,0.775430281959006,1
"CRLF1",0.286833448915697,0.286833448915697,1
"CRLF2",-0.248538191215228,-0.248538191215228,2
"CRLF3",0.40924492406402,0.40924492406402,1
"CRMP1",0.335395685676305,0.335395685676305,1
"CRP",-0.229602458947308,-0.229602458947308,1
"CRTAM",0.151579624479892,0.151579624479892,1
"CRTC3",0.193683097577978,0.193683097577978,1
"CRYAA",-0.105752899274054,-0.105752899274054,1
"CRYBB1",0.374863446477766,0.374863446477766,1
"CRYBB2",0.140869168823224,0.140869168823224,1
"CRYBB3",0.12816499228645,0.12816499228645,1
"CSF1",0.366221198834159,0.366221198834159,2
"CSF1R",0.408667531771795,0.408667531771795,2
"CSF2RA",0.128498047189264,0.128498047189264,1
"CSF3",0.121586522486371,0.121586522486371,1
"CSK",-0.104575989184772,-0.104575989184772,1
"CSMD1",0.273587868341874,0.273587868341874,1
"CSNK1A1L",0.188418543859727,0.188418543859727,1
"CSNK1D",0.185033882902792,0.185033882902792,1
"CSNK1G2",-0.3227824290831,-0.3227824290831,1
"CSNK2A1",-0.355484608303679,-0.355484608303679,1
"CSNK2B",0.101960508469634,0.101960508469634,1
"CST3",-0.133059249019857,-0.133059249019857,1
"CTCF",-0.152160089619027,-0.152160089619027,1
"CTDSPL",-0.364434745467965,-0.364434745467965,1
"CTF1",0.566829408849436,0.566829408849436,1
"CTHRC1",0.279410084648045,0.279410084648045,1
"CTNNA1",0.466500261275673,0.466500261275673,1
"CTNNA2",0.217892775962492,0.217892775962492,1
"CTNNA3",-0.150930108739811,-0.150930108739811,1
"CTNNB1",-0.027052259864546,-0.027052259864546,2
"CTNNBIP1",0.583447066074012,0.583447066074012,1
"CTPS1",0.175746187208832,0.175746187208832,1
"CTSB",0.12016119174762,0.12016119174762,1
"CTSD",-0.35786219309522,-0.35786219309522,1
"CTSF",-0.147427064186129,-0.147427064186129,1
"CTSG",-0.379876659032592,-0.379876659032592,1
"CTSS",0.0971569759223247,0.0971569759223247,1
"CTSV",-0.231040180191017,-0.231040180191017,1
"CUL1",0.158874124506805,0.158874124506805,1
"CUL3",-0.244570242572584,-0.244570242572584,1
"CX3CL1",0.13833404298247,0.13833404298247,1
"CXADR",0.106853707089879,0.106853707089879,1
"CXCL12",0.134359900083746,0.134359900083746,1
"CXCL2",-0.24333835507344,-0.24333835507344,1
"CXCL3",-0.197228746167137,-0.197228746167137,1
"CXCL5",-0.127769873563303,-0.127769873563303,1
"CYCS",0.553119734165949,0.553119734165949,1
"CYGB",0.399028234775845,0.399028234775845,1
"CYLD",0.129714982670232,0.129714982670232,1
"CYP3A4",0.0881735112484575,0.0881735112484575,2
"DAB2",-0.116903281973302,-0.116903281973302,1
"DAG1",0.466339442718941,0.466339442718941,1
"DAPK1",-0.372422732714574,-0.372422732714574,1
"DAPK2",-0.124998416667308,-0.124998416667308,1
"DAPP1",-0.0991288235887724,-0.0991288235887724,1
"DAXX",-0.0974902075436732,-0.0974902075436732,1
"DAZAP1",-0.243961628702338,-0.243961628702338,1
"DBNL",0.239974209042361,0.239974209042361,1
"DCAF12",0.13769240941937,0.13769240941937,1
"DCC",0.430697470799303,0.430697470799303,1
"DCK",-0.227850634031651,-0.227850634031651,1
"DCLK1",0.828938850220514,0.828938850220514,1
"DCP1A",0.175698342817103,0.175698342817103,1
"DDR1",0.222632253217238,0.222632253217238,1
"DDR2",0.368654550184244,0.368654550184244,1
"DDX23",-0.133634241956291,-0.133634241956291,1
"DEAF1",0.478504612287261,0.478504612287261,1
"DERL1",-0.11517514432802,-0.11517514432802,1
"DES",-0.169999959709239,-0.169999959709239,1
"DFFA",0.215170971884316,0.215170971884316,1
"DHH",0.142760908763138,0.142760908763138,1
"DHX58",-0.118217295875408,-0.118217295875408,1
"DHX9",-0.21519995064422,-0.21519995064422,1
"DIDO1",-0.13127122870233,-0.13127122870233,1
"DKK1",-0.164325599097405,-0.164325599097405,1
"DKK2",0.167984255211056,0.167984255211056,2
"DKK3",0.358114985908242,0.358114985908242,2
"DKK4",0.323289542881829,0.323289542881829,1
"DLG2",0.836012477094321,0.836012477094321,1
"DLG4",0.671763517222677,0.671763517222677,1
"DLGAP4",-0.179819666625438,-0.179819666625438,1
"DLK1",0.175903118391254,0.086442676944544,3
"DLK2",0.520496492139796,0.520496492139796,1
"DLL1",0.480154725901717,0.480154725901717,2
"DLL4",0.318214060628521,0.318214060628521,1
"DMTN",0.165406833342948,0.165406833342948,1
"DNAJB1",-0.121951077611544,-0.121951077611544,1
"DNAJB11",0.556308520625983,0.556308520625983,1
"DNAJB12",0.433904645773448,0.433904645773448,1
"DNAJB2",0.667286982557165,0.667286982557165,1
"DNER",0.496073973003149,0.496073973003149,1
"DNM1",0.683874901528046,0.683874901528046,1
"DNM2",0.567606043564663,0.567606043564663,1
"DNPEP",-0.183896906903103,-0.183896906903103,1
"DOC2B",0.756584943094663,0.756584943094663,1
"DOCK2",0.169326909064323,0.169326909064323,1
"DOK1",-0.330242724676573,-0.330242724676573,1
"DOK2",-0.375134876447602,-0.375134876447602,1
"DPYSL3",0.130021288750548,0.130021288750548,1
"DPYSL5",0.220506462092905,0.220506462092905,1
"DRAXIN",0.287683266770384,0.287683266770384,1
"DSC1",0.175866330055737,0.175866330055737,1
"DSC2",0.445509540122145,0.445509540122145,1
"DSCAM",0.475116454136924,0.475116454136924,1
"DSCAML1",0.434177770384095,0.434177770384095,1
"DSG2",0.258426752891794,0.258426752891794,2
"DSG3",-0.020143229368935,-0.020143229368935,2
"DTD1",0.778170131678325,0.778170131678325,1
"DUSP10",0.180582328317786,0.180582328317786,1
"DUSP23",-0.206327164920006,-0.206327164920006,1
"DUSP26",0.314121549981128,0.314121549981128,1
"DUSP3",-0.113849772464054,-0.113849772464054,1
"DUSP6",-0.304407055809468,-0.304407055809468,1
"DUT",0.445741067315045,0.445741067315045,1
"DVL2",0.123317810037697,0.123317810037697,1
"DYNC1LI1",0.137128385046397,0.137128385046397,1
"DYNC1LI2",-0.132008508542359,-0.132008508542359,1
"DYNLT1",-0.359205091450171,-0.359205091450171,1
"DYRK1A",0.251902063671875,0.251902063671875,1
"DYRK3",-0.107529828973557,-0.107529828973557,1
"EBAG9",0.152194371315213,0.152194371315213,2
"EBI3",0.155090885902142,0.155090885902142,1
"EDA",0.196269632502031,0.196269632502031,2
"EDA2R",0.429477646040858,0.429477646040858,1
"EDC4",0.352788802835683,0.352788802835683,1
"EEF1D",0.114705018188679,0.114705018188679,1
"EEF2K",0.139065535459266,0.139065535459266,1
"EFEMP1",-0.14204004746905,-0.14204004746905,1
"EFHD1",0.347951046842273,0.347951046842273,1
"EFNA1",0.241913548919368,0.241913548919368,1
"EFNA2",0.417715911396487,0.417715911396487,2
"EFNA3",0.428843727094625,0.428843727094625,2
"EFNA4",0.269821702003853,0.269821702003853,2
"EFNA5",0.425601503794922,0.425601503794922,1
"EFNB1",0.434891867445241,0.434891867445241,2
"EFNB2",0.21531726617857,0.21531726617857,2
"EFNB3",0.36808101428774,0.36808101428774,2
"EFS",-0.31823974918978,-0.31823974918978,1
"EGF",0.267522079784942,0.267522079784942,2
"EGFR",0.263358327894738,0.263358327894738,2
"EGLN1",-0.411871826584062,-0.411871826584062,1
"EGLN2",0.124071187925859,0.124071187925859,1
"EHD1",0.508819856270193,0.508819856270193,1
"EHD4",-0.100416541348432,-0.100416541348432,1
"EIF2B1",-0.299943712522287,-0.299943712522287,1
"EIF2S2",-0.414013572517389,-0.414013572517389,1
"EIF3G",0.330645327053585,0.330645327053585,1
"EIF4A1",0.218558847376128,0.218558847376128,1
"EIF4B",0.646236436539337,0.646236436539337,1
"EIF4G1",0.203417816344587,0.203417816344587,1
"EIF4G2",0.567406078368671,0.567406078368671,1
"EIF4G3",0.205602050458969,0.205602050458969,1
"EIF4H",0.427729744659442,0.427729744659442,1
"ELAVL1",-0.315610181380184,-0.315610181380184,1
"ELAVL2",0.824511671691965,0.824511671691965,1
"ELK1",-0.345015537207506,-0.345015537207506,1
"ELK3",-0.199732914286537,-0.199732914286537,1
"ELK4",0.432969513857033,0.432969513857033,1
"ELMO1",-0.160314129299016,-0.160314129299016,1
"ELP1",-0.352212146244329,-0.352212146244329,1
"ENAH",0.483522715710673,0.483522715710673,1
"ENG",0.273804552372554,0.273804552372554,1
"ENO1",0.434757092706334,0.434757092706334,1
"ENPEP",0.106192204051365,0.106192204051365,1
"EPB41L1",-0.206560632149336,-0.206560632149336,1
"EPHA10",0.37676164148884,0.37676164148884,2
"EPHA2",0.299476024669425,0.299476024669425,1
"EPHA3",0.532808618547668,0.532808618547668,1
"EPHA4",0.41220847926242,0.41220847926242,2
"EPHA5",0.478642454989291,0.478642454989291,1
"EPHA6",0.549956410937109,0.549956410937109,1
"EPHA7",0.513206364089436,0.513206364089436,2
"EPHA8",0.104082773504874,0.104082773504874,1
"EPHB1",0.43886229222644,0.43886229222644,1
"EPHB2",0.496808834656403,0.496808834656403,2
"EPHB3",0.484646129217684,0.484646129217684,1
"EPHB4",0.413015358349252,0.413015358349252,1
"EPHB6",0.57572896224699,0.57572896224699,2
"EPHX2",-0.103340684181316,-0.103340684181316,1
"EPN1",0.580546912634806,0.580546912634806,1
"EPO",-0.153122337059727,-0.153122337059727,1
"EPS15L1",0.258062855638737,0.258062855638737,1
"EPS8L2",0.370583641514182,0.370583641514182,1
"ERAP1",0.154541450589728,0.154541450589728,1
"ERBB2",-0.384605775982256,-0.384605775982256,1
"ERBB3",0.381119975502836,0.381119975502836,1
"ERBB4",0.100957181599044,0.100957181599044,1
"ERC1",-0.188594621419508,-0.188594621419508,1
"ERO1A",0.19623827027317,0.19623827027317,1
"ERP44",0.319749699831066,0.319749699831066,1
"ESAM",0.513068842956729,0.516684176893553,3
"ESM1",0.105314706738552,0.105314706738552,1
"ESRRA",-0.196003721973442,-0.196003721973442,1
"ETS2",0.190113019965777,0.190113019965777,1
"ETV5",-0.114973765718858,-0.114973765718858,1
"EVL",0.491535800893309,0.491535800893309,1
"EVPL",-0.116607097904145,-0.116607097904145,1
"EWSR1",0.402483918862176,0.402483918862176,1
"EZR",0.333338907637583,0.333338907637583,1
"F10",0.106211914639365,0.106211914639365,1
"F2",-0.108996295161994,-0.108996295161994,1
"F3",-0.118898177883124,-0.118898177883124,1
"F5",-0.174725416235248,-0.174725416235248,1
"FABP3",0.496045924235813,0.496045924235813,2
"FABP4",-0.125829689937743,-0.125829689937743,1
"FADD",0.242906797532497,0.242906797532497,1
"FAM20C",0.448494176947363,0.448494176947363,2
"FANCL",-0.10680792977275,-0.10680792977275,1
"FAS",0.327773123495518,0.317683073866336,4
"FASLG",0.221499069802767,0.221499069802767,1
"FBLIM1",0.291991371153871,0.291991371153871,1
"FBXO3",0.121937475652371,0.121937475652371,1
"FCAR",-0.123480131936773,-0.123480131936773,1
"FCER1A",-0.23004483760037,-0.23004483760037,1
"FCER2",0.280790774179164,0.280790774179164,1
"FCGR1A",0.215525949523808,0.215525949523808,1
"FCGR2B",-0.234796020536933,-0.234796020536933,1
"FCGR3B",0.300459257935851,0.300459257935851,1
"FCGRT",0.361447593614137,0.361447593614137,1
"FCN3",-0.208247485813319,-0.208247485813319,2
"FCRL1",-0.393134878595606,-0.393134878595606,1
"FCRL4",0.154606080405699,0.154606080405699,1
"FCRL6",-0.364952370958882,-0.364952370958882,1
"FEN1",0.237347384808027,0.237347384808027,1
"FER",-0.235636259601807,-0.235636259601807,1
"FERMT3",0.220426395577378,0.220426395577378,1
"FGF12",0.154172948323383,0.154172948323383,1
"FGF16",-0.240418599595943,-0.240418599595943,2
"FGF19",0.186963178922865,0.186963178922865,2
"FGF2",-0.224195350928693,-0.224195350928693,1
"FGF22",-0.123782327523678,-0.123782327523678,1
"FGF4",-0.127088130887457,-0.127088130887457,1
"FGF5",-0.348160021300892,-0.348160021300892,1
"FGF6",-0.1335849619439,-0.1335849619439,1
"FGF7",-0.151468041287144,-0.151468041287144,2
"FGF8",-0.135817154633584,-0.112115721822613,3
"FGFBP1",-0.135150531430053,-0.135150531430053,1
"FGFR1",0.436357440380456,0.436357440380456,1
"FGFR2",-0.143772950502531,-0.143772950502531,1
"FGFR3",0.0194760814693545,0.0194760814693545,2
"FGFR4",-0.371253619473776,-0.371253619473776,1
"FGG",0.136311254162283,0.136311254162283,1
"FGL2",0.18213324931687,0.18213324931687,1
"FGR",-0.397347648919074,-0.397347648919074,1
"FH",0.185082873611939,0.185082873611939,1
"FHIT",0.658324827718746,0.658324827718746,1
"FHOD1",-0.195609016713725,-0.195609016713725,1
"FKBP1A",0.501859282611878,0.501859282611878,1
"FKBP4",0.36605693149425,0.36605693149425,1
"FKBP5",-0.227041549125526,-0.227041549125526,1
"FLI1",-0.295894428091325,-0.295894428091325,1
"FLII",0.405667887376109,0.405667887376109,1
"FLNA",0.262043753587972,0.262043753587972,1
"FLRT1",0.534528280489093,0.534528280489093,1
"FLRT2",0.405258191076019,0.405258191076019,1
"FLRT3",0.505497455457962,0.505497455457962,1
"FLT1",0.522889276532267,0.522889276532267,2
"FLT3",-0.327209772191589,-0.327209772191589,1
"FLT3LG",0.180546549448498,0.180546549448498,1
"FLT4",0.233266212604942,0.233266212604942,2
"FMR1",0.233497576329185,0.233497576329185,1
"FN1",0.368918716160836,0.36095234001061,3
"FNBP1",-0.399526676680744,-0.399526676680744,1
"FOXC2",-0.159905615533934,-0.159905615533934,1
"FOXL2",0.255103681250389,0.255103681250389,1
"FOXM1",-0.398982013136235,-0.398982013136235,1
"FOXO3",-0.352768735862532,-0.352768735862532,1
"FOXO4",-0.109604911473548,-0.109604911473548,1
"FST",-0.359225719973029,-0.359225719973029,1
"FSTL1",0.145124705116836,0.145124705116836,1
"FSTL5",0.279096361054851,0.279096361054851,1
"FTH1",0.443721145269603,0.443721145269603,1
"FTL",0.396806632559071,0.396806632559071,1
"FTO",0.289709103893272,0.289709103893272,1
"FUBP1",0.579297104451354,0.579297104451354,1
"FURIN",0.108114462422417,0.108114462422417,1
"FUT11",0.173941202862362,0.173941202862362,1
"FXN",0.295458859233992,0.295458859233992,1
"FXR1",-0.253854880772774,-0.253854880772774,1
"FXYD6",0.237517131928127,0.237517131928127,1
"FYN",0.215526570051238,0.215526570051238,1
"FZD1",0.492152713216533,0.492152713216533,1
"FZD10",0.21283944722234,0.21283944722234,2
"FZD2",0.433260780482569,0.433260780482569,1
"FZD4",0.166507032918584,0.166507032918584,1
"FZD5",0.447476488259475,0.447476488259475,1
"FZD7",0.450043967287864,0.450043967287864,1
"FZD8",0.470136472164639,0.470136472164639,1
"G3BP2",0.34689234939689,0.34689234939689,1
"G6PD",0.175811311077376,0.175811311077376,1
"GAB1",-0.249367829278482,-0.249367829278482,1
"GABARAP",0.702952890427291,0.702952890427291,2
"GABARAPL1",0.739491840513931,0.739491840513931,1
"GABARAPL2",0.64225775404718,0.64225775404718,1
"GABBR1",0.72577620428385,0.72577620428385,1
"GABBR2",0.420352908672054,0.420352908672054,1
"GAD1",0.403743946771427,0.403743946771427,1
"GADD45GIP1",-0.101551584401126,-0.101551584401126,1
"GAN",0.134537901757996,0.134537901757996,1
"GAP43",0.847571239785383,0.847571239785383,1
"GAS1",0.374570261182239,0.374570261182239,1
"GAS6",0.478534106236497,0.478534106236497,1
"GC",-0.170176888966055,-0.170176888966055,1
"GCK",0.129013369252593,0.129013369252593,1
"GCLM",0.334282634321069,0.334282634321069,1
"GDF10",0.296222150288871,0.296222150288871,1
"GDF15",0.197879022230382,0.197879022230382,1
"GDF2",-0.118884020245918,-0.118884020245918,1
"GDF9",-0.308518200593676,-0.308518200593676,1
"GDNF",-0.136392171545045,-0.136392171545045,1
"GFAP",0.33691408054828,0.33691408054828,2
"GFRA1",0.287011099169979,0.287011099169979,1
"GFRA2",0.524724107162921,0.524724107162921,1
"GFRA3",-0.317785307719266,-0.317785307719266,1
"GGA1",0.650080933464848,0.650080933464848,1
"GHRL",0.327097480642446,0.327097480642446,1
"GIP",-0.131097206921367,-0.131097206921367,1
"GIPC1",0.139626654808857,0.139626654808857,2
"GJA1",-0.112189355257114,-0.112189355257114,1
"GLO1",0.705988191571135,0.705988191571135,1
"GLP1R",-0.124609450656839,-0.124609450656839,1
"GLRX",0.353962851948688,0.353962851948688,1
"GMFB",0.479439333839143,0.479439333839143,1
"GMPS",0.100833447619222,0.100833447619222,1
"GNAS",-0.106930421132077,-0.106930421132077,1
"GNG12",-0.291708850214445,-0.291708850214445,1
"GOLGA7",-0.18339985934728,-0.18339985934728,1
"GP6",-0.18763470417597,-0.18763470417597,1
"GPC1",0.324678611830267,0.324678611830267,1
"GPC3",-0.169881657769031,-0.169881657769031,1
"GPC4",0.119916251529627,0.119916251529627,1
"GPC5",0.481682665992502,0.481682665992502,1
"GPC6",0.352474668017835,0.352474668017835,1
"GPHN",0.546571577482583,0.546571577482583,1
"GPI",0.65308239241215,0.65308239241215,1
"GPNMB",0.164115355307667,0.215759602279276,3
"GPR135",0.112605254275803,0.112605254275803,1
"GPR37",0.334458732290858,0.334458732290858,1
"GPX1",0.113306937629699,0.113306937629699,1
"GPX2",0.10010501570076,0.10010501570076,1
"GRAP2",0.176238795089125,0.176238795089125,1
"GRB2",0.61859067360148,0.61859067360148,1
"GREM2",0.290700353972922,0.290700353972922,1
"GRIA4",0.420883408870939,0.420883408870939,1
"GRID2",0.251876442872436,0.251876442872436,1
"GRIK2",0.215275202911328,0.215275202911328,1
"GRIPAP1",-0.269104322200529,-0.269104322200529,1
"GRK2",-0.252695468123607,-0.252695468123607,1
"GRK5",-0.295433853016915,-0.295433853016915,1
"GRM4",0.189710927778721,0.189710927778721,1
"GRN",0.234568667506379,0.234568667506379,1
"GRPEL1",-0.127099196948301,-0.127099196948301,1
"GSK3A",-0.0982393133054693,-0.0982393133054693,1
"GSK3B",-0.227161871991544,-0.227161871991544,2
"GSN",0.309834773660505,0.309834773660505,1
"GSTA1",0.130702485630027,0.130702485630027,1
"GSTA2",-0.240342889695333,-0.240342889695333,1
"GSTP1",0.291519825568017,0.291519825568017,2
"GTF2F2",-0.347856351893323,-0.347856351893323,1
"GTF2I",-0.380482937384134,-0.380482937384134,1
"GXYLT1",0.213450763920525,0.213450763920525,1
"GZMB",-0.132127323256773,-0.132127323256773,2
"H1-2",-0.350863002142919,-0.350863002142919,1
"H2AZ1",-0.206365091553197,-0.206365091553197,1
"H2BC12",-0.119174745940788,-0.119174745940788,1
"H2BC21",-0.104635153638103,-0.104635153638103,1
"HAVCR2",0.400581097583701,0.399495104919309,3
"HAX1",0.557651512011082,0.557651512011082,1
"HCK",-0.150063052058789,-0.150063052058789,1
"HDAC2",-0.250533156835113,-0.250533156835113,1
"HDAC6",-0.270293613792907,-0.270293613792907,1
"HDAC8",0.138089865119945,0.138089865119945,1
"HDGF",-0.20336067248565,-0.20336067248565,2
"HDLBP",0.245196940132615,0.245196940132615,1
"HERC1",0.464863613282574,0.464863613282574,1
"HES5",0.126032273918915,0.126032273918915,1
"HEXIM1",-0.143015965215823,-0.143015965215823,1
"HGF",0.199808308553814,0.199808308553814,1
"HGFAC",-0.157751142814468,-0.157751142814468,2
"HGS",0.382632279957531,0.382632279957531,1
"HHEX",-0.194260067510772,-0.194260067510772,1
"HHIP",0.355641901886217,0.355641901886217,1
"HHLA2",0.174659329379083,0.174659329379083,1
"HIF1AN",0.311614523545782,0.311614523545782,1
"HINT1",-0.168269227549024,-0.168269227549024,1
"HIPK3",0.417109528917966,0.417109528917966,1
"HJV",0.54901089704283,0.54901089704283,1
"HK1",0.290664596391581,0.290664596391581,1
"HK2",-0.342990555051124,-0.342990555051124,1
"HLA-C",0.106622533903435,0.106622533903435,1
"HLA-DRB3",0.263807261425057,0.263807261425057,1
"HLA-E",0.0994999656825574,0.0994999656825574,1
"HLA-G",0.432478023618857,0.432478023618857,1
"HMGB1",-0.34466684415326,-0.34466684415326,1
"HMGB2",-0.389399620881971,-0.389399620881971,2
"HMGN1",-0.323861480930027,-0.323861480930027,1
"HMOX1",0.268771767485078,0.268771767485078,1
"HMOX2",-0.361494517458875,-0.361494517458875,1
"HNF4A",0.112746570667819,0.112746570667819,1
"HNRNPH1",-0.277167539352677,-0.277167539352677,1
"HOMER1",0.610173506334021,0.610173506334021,1
"HOXA5",-0.116033496591804,-0.116033496591804,1
"HPD",0.240363369078549,0.240363369078549,1
"HPX",-0.192710958393288,-0.192710958393288,2
"HRAS",0.10408035274981,0.10408035274981,1
"HRC",0.127748248292314,0.127748248292314,1
"HSD17B10",-0.395207396891086,-0.395207396891086,1
"HSP90AA1",0.594880669021607,0.594880669021607,1
"HSP90AB1",0.64530699087182,0.64530699087182,1
"HSP90B1",0.373677059009025,0.373677059009025,1
"HSPA1A",0.240308069776306,0.225166041547487,6
"HSPA1B",0.477159539201812,0.477159539201812,1
"HSPA2",0.381056757945081,0.381056757945081,1
"HSPA8",0.347085027951938,0.347085027951938,1
"HSPA9",0.344132488536167,0.344132488536167,1
"HSPB6",0.313736330819197,0.313736330819197,1
"HSPD1",0.346099957759997,0.346099957759997,1
"HSPG2",0.362171642997486,0.362171642997486,1
"HSPH1",0.242522083937398,0.242522083937398,1
"HTATIP2",-0.116611536135264,-0.116611536135264,1
"HTR2A",-0.133656961305559,-0.133656961305559,1
"HTR6",-0.125680904998893,-0.125680904998893,1
"HTR7",-0.250693596403267,-0.250693596403267,1
"HTRA2",0.542076596318952,0.542076596318952,1
"IBSP",0.276942718829448,0.276942718829448,1
"ICAM1",0.155183451478218,0.155183451478218,1
"ICAM3",-0.305108182407201,-0.305108182407201,1
"ICAM4",-0.38056514208305,-0.38056514208305,1
