"EntrezGeneSymbol","rho_median","rho_mean","n_proteins","best_protein","Category1","Category2"
"FBL",-0.103427845190519,-0.103427845190519,1,"FBL","Others",NA
"FBLIM1",0.124301669270374,0.124301669270374,1,"FBLIM1","Others",NA
"FBLN5",0.262790805071525,0.262790805071525,2,"FBLN5.10738.11","Others",NA
"FBLN7",0.303602528480812,0.303602528480812,1,"FBLN7","Others",NA
"FBP1",0.0958131572858618,0.0958131572858618,1,"FBP1","Others",NA
"FBP2",-0.198032059735294,-0.198032059735294,1,"FBP2","Others",NA
"FBXL5",0.0917275968953179,0.0917275968953179,1,"FBXL5","Others",NA
"FBXO28",-0.100577463488412,-0.100577463488412,1,"FBXO28","Others",NA
"FBXO48",0.119667714999388,0.119667714999388,1,"FBXO48","Others",NA
"FCER1A",-0.166568116064796,-0.166568116064796,1,"FCER1A","Others",NA
"FCER2",0.127033739428278,0.127033739428278,1,"FCER2","Others",NA
"FCGR1A",0.194665849062675,0.194665849062675,1,"FCGR1A","Others",NA
"FCGR2B",-0.139616305993857,-0.139616305993857,1,"FCGR2B.22960.8","Others",NA
"FCGR3B",0.233482891815301,0.233482891815301,1,"FCGR3B","Others",NA
"FCGRT",0.198577082780256,0.198577082780256,1,"FCGRT","Others",NA
"FCMR",0.185181174035771,0.185181174035771,1,"FCMR","Others",NA
"FCN1",-0.121076610084659,-0.121076610084659,1,"FCN1.3613.62","Others",NA
"FCN3",-0.189442355695191,-0.189442355695191,1,"FCN3.14077.6","Others",NA
"FCRL1",-0.210593411351982,-0.210593411351982,1,"FCRL1","Others",NA
"FCRL4",0.0888234559903132,0.0888234559903132,1,"FCRL4.8991.115","Others",NA
"FCRL5",-0.177964856297556,-0.177964856297556,1,"FCRL5","Others",NA
"FCRL6",-0.206775419645147,-0.206775419645147,1,"FCRL6","Others",NA
"FCRLB",0.13690047876091,0.13690047876091,1,"FCRLB","Others",NA
"FDCSP",-0.110391533508585,-0.110391533508585,1,"FDCSP","Others",NA
"FEN1",0.112461250821688,0.112461250821688,1,"FEN1","Others",NA
"FERMT3",0.116404678600462,0.116404678600462,1,"FERMT3","Others",NA
"FETUB",-0.0994763493810781,-0.0994763493810781,1,"FETUB","Others",NA
"FGD2",-0.156390027626693,-0.156390027626693,1,"FGD2","Others",NA
"FGF12",0.0996624306681408,0.0996624306681408,1,"FGF12","Others",NA
"FGF16",-0.148622881353369,-0.148622881353369,2,"FGF16.4393.3","Others",NA
"FGF19",0.137561673695934,0.137561673695934,2,"FGF19.2762.30","Others",NA
"FGF2",-0.17135487851074,-0.17135487851074,1,"FGF2","Others",NA
"FGF5",-0.171467779423574,-0.171467779423574,1,"FGF5","Others",NA
"FGF8",-0.165750669084845,-0.165750669084845,1,"FGF8.2443.10","Others",NA
"FGFR1",0.21921525768188,0.21921525768188,1,"FGFR1","Growth Factor Signaling",NA
"FGFR2",-0.110261961510156,-0.110261961510156,1,"FGFR2","Growth Factor Signaling",NA
"FGFR3",0.0222064193421671,0.0222064193421671,2,"FGFR3.13669.6","Growth Factor Signaling",NA
"FGFR4",-0.174847714447957,-0.174847714447957,1,"FGFR4","Others",NA
"FGL2",0.103286335823158,0.103286335823158,1,"FGL2","Others",NA
"FGR",-0.194161614199227,-0.194161614199227,1,"FGR","Microglia / Immune",NA
"FH",0.123689264140337,0.123689264140337,1,"FH","Metabolism",NA
"FHIT",0.405524434039729,0.405524434039729,1,"FHIT","Others",NA
"FHOD1",-0.169488709174673,-0.169488709174673,1,"FHOD1","Others",NA
"FIBP",-0.266370290069947,-0.266370290069947,1,"FIBP","Others",NA
"FIS1",0.383333918678694,0.383333918678694,1,"FIS1","Others",NA
"FKBP14",0.217583290231764,0.217583290231764,1,"FKBP14","Others",NA
"FKBP1A",0.365302143364777,0.365302143364777,1,"FKBP1A","Others",NA
"FKBP2",0.158127435297695,0.158127435297695,1,"FKBP2","Others",NA
"FKBP4",0.219974759334041,0.219974759334041,1,"FKBP4","Tau Folding/Stability",NA
"FKBP5",-0.141572910496805,-0.141572910496805,1,"FKBP5","Tau Folding/Stability",NA
"FKBP7",0.257257973418195,0.257257973418195,1,"FKBP7","Others",NA
"FLI1",-0.184667514275317,-0.184667514275317,1,"FLI1","Others",NA
"FLII",0.322532349181789,0.322532349181789,1,"FLII","Others",NA
"FLNA",0.234437667692735,0.234437667692735,1,"FLNA","Others",NA
"FLRT1",0.302531297230466,0.302531297230466,1,"FLRT1.4547.59","Others",NA
"FLRT2",0.224243401431612,0.224243401431612,1,"FLRT2","Others",NA
"FLRT3",0.291115885368674,0.291115885368674,1,"FLRT3.13123.3","Others",NA
"FLT1",0.278844038201627,0.278844038201627,2,"FLT1.8231.122","Growth Factor Signaling",NA
"FLT3",-0.174885610495924,-0.174885610495924,1,"FLT3","Others",NA
"FLT3LG",0.163790453262751,0.163790453262751,1,"FLT3LG.14093.10","Others",NA
"FLT4",0.12929455996645,0.12929455996645,2,"FLT4.16035.8","Others",NA
"FMR1",0.115714186872386,0.115714186872386,1,"FMR1.7721.81","Others",NA
"FN1",0.269036431239821,0.262474326430342,3,"FN1.20064.24","Others",NA
"FN3K",0.131653547804038,0.131653547804038,1,"FN3K","Others",NA
"FNBP1",-0.244228614505211,-0.244228614505211,1,"FNBP1","Others",NA
"FNDC4",-0.138019174055997,-0.138019174055997,1,"FNDC4","Others",NA
"FOLH1",0.0921905307148969,0.0921905307148969,1,"FOLH1.5478.50","Others",NA
"FOLR2",0.294636502630507,0.294636502630507,1,"FOLR2","Others",NA
"FOLR3",0.161809186678162,0.161809186678162,2,"FOLR3.5624.66","Others",NA
"FOXC2",-0.146186233876988,-0.146186233876988,1,"FOXC2","Others",NA
"FOXL2",0.180169914397007,0.180169914397007,1,"FOXL2","Others",NA
"FOXM1",-0.246457296419633,-0.246457296419633,1,"FOXM1","Others",NA
"FOXO1",-0.134136627782672,-0.134136627782672,1,"FOXO1","Others",NA
"FOXO3",-0.230291795713371,-0.230291795713371,1,"FOXO3","Others",NA
"FOXP4",-0.230276337346165,-0.230276337346165,1,"FOXP4","Others",NA
"FREM1",0.164003054912389,0.164003054912389,1,"FREM1","Others",NA
"FREM2",0.100718697047962,0.100718697047962,1,"FREM2","Others",NA
"FRS2",0.115790729522616,0.115790729522616,1,"FRS2","Others",NA
"FRZB",0.166221404911708,0.166221404911708,2,"FRZB.2841.13","Others",NA
"FSCN1",0.312513227316516,0.312513227316516,1,"FSCN1","Others",NA
"FSD1",0.157647503357031,0.157647503357031,1,"FSD1","Others",NA
"FST",-0.190673087524618,-0.190673087524618,1,"FST","Others",NA
"FSTL4",0.201877219428123,0.201877219428123,1,"FSTL4","Others",NA
"FSTL5",0.153384875119693,0.153384875119693,1,"FSTL5","Others",NA
"FTH1",0.286006048979884,0.286006048979884,1,"FTH1","Others",NA
"FTH1.FTL",0.281872952280308,0.281872952280308,1,"FTH1.FTL","Others",NA
"FTHL17",-0.114682508783895,-0.114682508783895,1,"FTHL17","Others",NA
"FTL",0.275942093761535,0.275942093761535,1,"FTL","Others",NA
"FTMT",0.185344378156046,0.185344378156046,1,"FTMT","Others",NA
"FTO",0.191675290210872,0.191675290210872,1,"FTO","Others",NA
"FUBP1",0.35200049410962,0.35200049410962,1,"FUBP1","Others",NA
"FUCA1",0.111857332955048,0.111857332955048,1,"FUCA1","Others",NA
"FURIN",0.0977252759114894,0.0977252759114894,1,"FURIN","Others",NA
"FUT10",0.239809563568516,0.239809563568516,1,"FUT10","Others",NA
"FUT11",0.0912374940482813,0.0912374940482813,1,"FUT11","Others",NA
"FUT2",0.232163975249286,0.232163975249286,1,"FUT2","Others",NA
"FUT3",-0.0972984375440701,-0.0972984375440701,1,"FUT3","Others",NA
"FUT5",0.18198169712255,0.18198169712255,1,"FUT5","Others",NA
"FUT8",0.196707220853324,0.196707220853324,1,"FUT8","Others",NA
"FXN",0.204008633861983,0.204008633861983,1,"FXN.11833.83","Others",NA
"FXR1",-0.191212295896354,-0.191212295896354,1,"FXR1","Others",NA
"FXYD6",0.128907371962446,0.128907371962446,1,"FXYD6","Others",NA
"FYN",0.130041629108278,0.130041629108278,1,"FYN","Others",NA
"FZD1",0.295252630881979,0.295252630881979,1,"FZD1","Others",NA
"FZD10",0.115638828630275,0.115638828630275,2,"FZD10.11647.6","Others",NA
"FZD2",0.251458163307245,0.251458163307245,1,"FZD2","Others",NA
"FZD5",0.287197550002349,0.287197550002349,1,"FZD5","Others",NA
"FZD7",0.253649611114437,0.253649611114437,1,"FZD7","Others",NA
"FZD8",0.250225774159776,0.250225774159776,1,"FZD8","Others",NA
"FZD9",0.243140859049724,0.243140859049724,1,"FZD9","Others",NA
"G3BP2",0.23004632687047,0.23004632687047,1,"G3BP2","Others",NA
"G6PD",0.128826659900187,0.128826659900187,1,"G6PD","Others",NA
"GAB1",-0.112192978590272,-0.112192978590272,1,"GAB1","Others",NA
"GABARAP",0.44139330852036,0.44139330852036,2,"GABARAP.17735.130","Others",NA
"GABARAPL1",0.451050263828698,0.451050263828698,1,"GABARAPL1","Others",NA
"GABARAPL2",0.387065140000938,0.387065140000938,1,"GABARAPL2","Others",NA
"GABBR1",0.431086764591637,0.431086764591637,1,"GABBR1","Others",NA
"GABBR2",0.237846445513829,0.237846445513829,1,"GABBR2.13948.50","Others",NA
"GABPB1",-0.0924106337855189,-0.0924106337855189,1,"GABPB1","Others",NA
"GAD1",0.201202833514522,0.201202833514522,1,"GAD1","Others",NA
"GAGE12F",0.149230829769109,0.149230829769109,1,"GAGE12F","Others",NA
"GAGE2A",0.298477152796161,0.298477152796161,1,"GAGE2A","Others",NA
"GAGE2B",0.243641045682752,0.243641045682752,1,"GAGE2B","Others",NA
"GAGE2D",0.326976005526301,0.326976005526301,2,"GAGE2D.22968.9","Others",NA
"GAL3ST1",-0.14134316052423,-0.14134316052423,1,"GAL3ST1","Others",NA
"GALK1",-0.105766977254287,-0.105766977254287,1,"GALK1","Others",NA
"GALNS",0.101757326880771,0.101757326880771,1,"GALNS","Others",NA
"GALNT1",0.262388946470584,0.262388946470584,1,"GALNT1","Others",NA
"GALNT10",0.227092814356025,0.227092814356025,1,"GALNT10","Others",NA
"GALNT13",0.206895404309786,0.206895404309786,1,"GALNT13","Others",NA
"GALNT14",0.155080833453532,0.155080833453532,1,"GALNT14","Others",NA
"GALNT16",0.239108532096115,0.239108532096115,1,"GALNT16","Others",NA
"GALNT2",0.1868818003383,0.1868818003383,1,"GALNT2","Others",NA
"GALNT4",0.209688128460529,0.209688128460529,1,"GALNT4","Others",NA
"GALNT9",0.132968655702605,0.132968655702605,1,"GALNT9","Others",NA
"GAP43",0.540813278862078,0.540813278862078,1,"GAP43","Synaptic Proteins",NA
"GARS1",0.432484627970692,0.432484627970692,1,"GARS1","Others",NA
"GAS1",0.232986853745167,0.232986853745167,1,"GAS1","Others",NA
"GAS2",0.0992301005543423,0.0992301005543423,1,"GAS2","Others",NA
"GAS6",0.29795808137692,0.29795808137692,1,"GAS6","Others",NA
"GAS7",0.489439128911444,0.489439128911444,1,"GAS7","Others",NA
"GATAD1",0.129508159720587,0.129508159720587,1,"GATAD1","Others",NA
"GBA",0.137533591127451,0.137533591127451,1,"GBA","Others",NA
"GBP1",0.112673238719399,0.112673238719399,1,"GBP1","Others",NA
"GBP2",0.102838653791334,0.102838653791334,1,"GBP2","Others",NA
"GBP5",-0.160350022243904,-0.160350022243904,1,"GBP5","Others",NA
"GBP6",0.17506913856657,0.17506913856657,1,"GBP6","Others",NA
"GC",-0.141493456150121,-0.141493456150121,1,"GC","Others",NA
"GCA",-0.1554792494201,-0.1554792494201,1,"GCA","Others",NA
"GCHFR",0.297522302829237,0.297522302829237,1,"GCHFR","Others",NA
"GCLM",0.146831050666492,0.146831050666492,1,"GCLM","Others",NA
"GCSH",-0.132240315875785,-0.132240315875785,1,"GCSH","Others",NA
"GDA",0.3879185804025,0.3879185804025,1,"GDA","Others",NA
"GDAP1L1",0.153014653463602,0.153014653463602,1,"GDAP1L1","Others",NA
"GDF10",0.165730238895512,0.165730238895512,1,"GDF10.6517.14","Others",NA
"GDF11.MSTN",0.278867663019773,0.278867663019773,1,"GDF11.MSTN","Others",NA
"GDF15",0.188937280024664,0.188937280024664,1,"GDF15","Others",NA
"GDF9",-0.180746053604093,-0.180746053604093,1,"GDF9","Others",NA
"GDI1",0.30756986051519,0.30756986051519,2,"GDI1.16810.3","Others",NA
"GDI2",0.326021478983945,0.326021478983945,1,"GDI2","Others",NA
"GDNF",-0.0967255642011381,-0.0967255642011381,1,"GDNF","Others",NA
"GEMIN7",-0.187584969423222,-0.187584969423222,1,"GEMIN7","Others",NA
"GET3",-0.221748979801292,-0.221748979801292,1,"GET3","Others",NA
"GFAP",0.266829979270623,0.266829979270623,2,"GFAP.3034.1","Astrocyte Activation",NA
"GFER",0.350649282187399,0.350649282187399,1,"GFER","Others",NA
"GFRA1",0.166135514472631,0.166135514472631,1,"GFRA1","Others",NA
"GFRA2",0.29708036129294,0.29708036129294,1,"GFRA2","Others",NA
"GFRA3",-0.180262940929526,-0.180262940929526,1,"GFRA3","Others",NA
"GGA1",0.372464843765617,0.372464843765617,1,"GGA1","Others",NA
"GGA3",0.322801888501045,0.322801888501045,1,"GGA3","Others",NA
"GGCT",0.499414550731006,0.499414550731006,1,"GGCT","Others",NA
"GGH",0.091467580013089,0.091467580013089,1,"GGH","Others",NA
"GGPS1",-0.101177406615319,-0.101177406615319,1,"GGPS1","Others",NA
"GGT2",0.259185809656198,0.259185809656198,1,"GGT2","Others",NA
"GGT5",0.196882394680612,0.196882394680612,1,"GGT5","Others",NA
"GH1",-0.0924162187673269,-0.0924162187673269,1,"GH1","Others",NA
"GHR",-0.11991346379148,-0.11991346379148,1,"GHR","Others",NA
"GHRH",0.124691092402941,0.124691092402941,1,"GHRH.16293.1","Others",NA
"GHRL",0.15550686583694,0.15550686583694,1,"GHRL.6518.85","Others",NA
"GID8",-0.10746881071221,-0.10746881071221,1,"GID8","Others",NA
"GIPC1",0.283759403015628,0.283759403015628,1,"GIPC1.22970.8","Others",NA
"GJD2",0.172004581121612,0.172004581121612,1,"GJD2","Others",NA
"GK5",-0.107596480062542,-0.107596480062542,1,"GK5","Others",NA
"GLCE",0.133136498507825,0.133136498507825,1,"GLCE","Others",NA
"GLDN",0.180492667830883,0.180492667830883,1,"GLDN","Others",NA
"GLIPR1",0.311409586447908,0.311409586447908,1,"GLIPR1","Others",NA
"GLO1",0.405391745009042,0.405391745009042,1,"GLO1","Others",NA
"GLRX",0.208469649070105,0.208469649070105,1,"GLRX","Others",NA
"GLRX2",0.326104522589467,0.326104522589467,1,"GLRX2","Others",NA
"GLRX3",0.119004895068913,0.119004895068913,1,"GLRX3","Others",NA
"GLT8D1",0.151171835635491,0.151171835635491,1,"GLT8D1","Others",NA
"GLT8D2",0.124386673756572,0.124386673756572,1,"GLT8D2","Others",NA
"GLUL",0.404033140178452,0.404033140178452,1,"GLUL","Others",NA
"GM2A",0.250907485685211,0.250907485685211,1,"GM2A","Others",NA
"GMDS",0.107439231249506,0.107439231249506,1,"GMDS","Others",NA
"GMEB2",-0.212311044824484,-0.212311044824484,1,"GMEB2","Others",NA
"GMFB",0.309268659385671,0.309268659385671,1,"GMFB","Others",NA
"GMFG",0.270676283147308,0.270676283147308,1,"GMFG","Others",NA
"GMPR",-0.10608431716114,-0.10608431716114,1,"GMPR","Others",NA
"GNAS.GNAS",-0.192466080393667,-0.192466080393667,1,"GNAS.GNAS","Others",NA
"GNE",0.102772616257923,0.102772616257923,1,"GNE","Others",NA
"GNG12",-0.174876981187155,-0.174876981187155,1,"GNG12","Others",NA
"GNLY",0.125126939287941,0.125126939287941,2,"GNLY.3195.50","Others",NA
"GNPNAT1",0.252854057642833,0.252854057642833,1,"GNPNAT1","Others",NA
"GNPTG",0.203464154112306,0.203464154112306,1,"GNPTG","Others",NA
"GNRH2",0.125475248802006,0.125475248802006,1,"GNRH2","Others",NA
"GOLM1",0.288909674946511,0.288909674946511,2,"GOLM1.17456.53","Others",NA
"GOLM2",0.301313861018424,0.301313861018424,2,"GOLM2.10613.33","Others",NA
"GOLPH3L",-0.14562372259177,-0.14562372259177,1,"GOLPH3L","Others",NA
"GOT2",0.355964152625466,0.355964152625466,2,"GOT2.18233.10","Others",NA
"GPC1",0.20652978310586,0.20652978310586,1,"GPC1","Others",NA
"GPC2",0.27327535630671,0.27327535630671,1,"GPC2","Others",NA
"GPC4",0.122274095264565,0.122274095264565,1,"GPC4","Others",NA
"GPC5",0.315220500793363,0.315220500793363,1,"GPC5","Others",NA
"GPC6",0.206981035524769,0.206981035524769,1,"GPC6","Others",NA
"GPCPD1",0.244905503340265,0.244905503340265,1,"GPCPD1","Others",NA
"GPHN",0.332057594779385,0.332057594779385,1,"GPHN","Others",NA
"GPI",0.46753438980804,0.46753438980804,1,"GPI","Others",NA
"GPNMB",0.153889707398362,0.177705697912768,3,"GPNMB.8289.8","Others",NA
"GPR37",0.245624407752095,0.245624407752095,1,"GPR37","Others",NA
"GPT",0.240957151136513,0.240957151136513,1,"GPT.3709.4","Others",NA
"GRAP2",-0.125064557377756,-0.125064557377756,1,"GRAP2.5265.12","Others",NA
"GRB2",0.344473992710551,0.344473992710551,1,"GRB2","Growth Factor Signaling",NA
"GREM2",0.177544021697786,0.177544021697786,1,"GREM2","Others",NA
"GRHPR",0.121338799054662,0.121338799054662,1,"GRHPR","Others",NA
"GRIA4",0.213729004815878,0.213729004815878,1,"GRIA4","Synaptic Proteins",NA
"GRID2",0.121894880224535,0.121894880224535,1,"GRID2","Others",NA
"GRIK2",0.15704090157898,0.15704090157898,1,"GRIK2","Others",NA
"GRIPAP1",-0.16046343937339,-0.16046343937339,1,"GRIPAP1","Others",NA
"GRK2",-0.126856763963779,-0.126856763963779,1,"GRK2","Others",NA
"GRK5",-0.164479024389987,-0.164479024389987,1,"GRK5","Others",NA
"GRM4",0.146066826480559,0.146066826480559,1,"GRM4","Others",NA
"GRN",0.224226628614448,0.224226628614448,1,"GRN","Others",NA
"GSC2",0.149734825488959,0.149734825488959,1,"GSC2","Others",NA
"GSK3B",-0.137600705063026,-0.137600705063026,2,"GSK3B.24050.26","Tau Kinases",NA
"GSN",0.178498510020903,0.178498510020903,1,"GSN.4775.34","Others",NA
"GSPT2",-0.161633320128147,-0.161633320128147,1,"GSPT2","Others",NA
"GSR",0.475068683150027,0.475068683150027,1,"GSR","Others",NA
"GSS",0.439007402400601,0.439007402400601,1,"GSS","Others",NA
"GSTA2",-0.190216863996617,-0.190216863996617,1,"GSTA2","Others",NA
"GSTK1",0.0967216216074934,0.0967216216074934,1,"GSTK1","Others",NA
"GSTP1",0.218181080630379,0.218181080630379,2,"GSTP1.4911.49","Others",NA
"GSTT2B",0.187361771730746,0.187361771730746,1,"GSTT2B","Others",NA
"GSTZ1",0.102648576820676,0.102648576820676,1,"GSTZ1","Others",NA
"GTF2E2",-0.155021851722602,-0.155021851722602,1,"GTF2E2","Others",NA
"GTF2F2",-0.184778426476751,-0.184778426476751,1,"GTF2F2","Others",NA
"GTF2I",-0.201471081602573,-0.201471081602573,1,"GTF2I","Others",NA
"GTPBP10",-0.144112207477217,-0.144112207477217,1,"GTPBP10","Others",NA
"GUK1",0.362094176507617,0.362094176507617,1,"GUK1","Others",NA
"GUSB",0.0928265596708553,0.0928265596708553,1,"GUSB","Others",NA
"GXYLT1",0.190943831008738,0.190943831008738,1,"GXYLT1","Others",NA
"H1.2",-0.218114229888021,-0.218114229888021,1,"H1.2","Others",NA
"H2AC1",-0.102101995846263,-0.102101995846263,1,"H2AC1","Others",NA
"H2AC11",-0.0987162144814337,-0.0987162144814337,1,"H2AC11","Others",NA
"H2AW",-0.103537988884592,-0.103537988884592,1,"H2AW","Others",NA
"H2BC12",-0.127583978809583,-0.127583978809583,1,"H2BC12","Others",NA
"H2BC21",-0.111812269719854,-0.111812269719854,2,"H2BC21.22974.25","Others",NA
"H2BU1",-0.095980655188954,-0.095980655188954,1,"H2BU1","Others",NA
"H6PD",0.0919878236707269,0.0919878236707269,1,"H6PD","Others",NA
"HAAO",0.141917419122117,0.141917419122117,1,"HAAO","Others",NA
"HAGH",0.455036192373677,0.455036192373677,1,"HAGH","Others",NA
"HAGHL",0.500980071839468,0.500980071839468,1,"HAGHL","Others",NA
"HAPLN4",0.253384383598829,0.253384383598829,1,"HAPLN4","Others",NA
"HARS1",0.195784804470257,0.195784804470257,1,"HARS1","Others",NA
"HAT1",-0.107238623701974,-0.107238623701974,1,"HAT1","Others",NA
"HAVCR2",0.262536387257889,0.234479448767738,3,"HAVCR2.7152.5","Others",NA
"HAX1",0.420092840868366,0.420092840868366,1,"HAX1","Others",NA
"HBE1",0.232097190998359,0.232097190998359,1,"HBE1","Others",NA
"HBQ1",0.147684650688289,0.147684650688289,1,"HBQ1.18198.51","Others",NA
"HCAR2",-0.171160373879186,-0.171160373879186,1,"HCAR2","Others",NA
"HCCS",-0.0948721773333131,-0.0948721773333131,1,"HCCS","Others",NA
"HDAC2",-0.148801389684603,-0.148801389684603,1,"HDAC2","Others",NA
"HDAC6",-0.159101757797888,-0.159101757797888,1,"HDAC6","Others",NA
"HDGF",-0.1067625847048,-0.1067625847048,2,"HDGF.16758.96","Others",NA
"HDHD2",0.260322585655967,0.260322585655967,1,"HDHD2","Others",NA
"HDLBP",0.134612534268044,0.134612534268044,1,"HDLBP","Others",NA
"HEBP1",0.249717133798904,0.249717133798904,1,"HEBP1","Others",NA
"HENMT1",0.234458858380266,0.234458858380266,1,"HENMT1","Others",NA
"HEPACAM2",0.132150197917848,0.132150197917848,2,"HEPACAM2.9116.28","Others",NA
"HERC1",0.273804839696793,0.273804839696793,1,"HERC1","Others",NA
"HERC4",0.0904595947166255,0.0904595947166255,1,"HERC4","Others",NA
"HERC5",0.222880358633824,0.222880358633824,1,"HERC5","Others",NA
"HERPUD2",0.105324867782429,0.105324867782429,1,"HERPUD2","Others",NA
"HEXA",0.0916634508673204,0.0916634508673204,1,"HEXA","Others",NA
"HEXB",0.138594536156706,0.138594536156706,2,"HEXB.15470.11","Others",NA
"HEXIM1",-0.0959462273211364,-0.0959462273211364,1,"HEXIM1.22977.18","Others",NA
"HGF",0.206871381608947,0.206871381608947,1,"HGF","Others",NA
"HGFAC",-0.127492709607507,-0.127492709607507,1,"HGFAC.8385.248","Others",NA
"HGS",0.20117052039459,0.20117052039459,1,"HGS","Others",NA
"HHEX",-0.123807665234934,-0.123807665234934,1,"HHEX","Others",NA
"HHIP",0.217122419216142,0.217122419216142,1,"HHIP","Others",NA
"HIBCH",0.174871847701619,0.174871847701619,1,"HIBCH","Others",NA
"HIF1AN",0.211317073860236,0.211317073860236,1,"HIF1AN","Others",NA
"HIKESHI",-0.0918262824800446,-0.0918262824800446,1,"HIKESHI","Others",NA
"HINT2",-0.0940553804214967,-0.0940553804214967,1,"HINT2","Others",NA
"HIPK3",0.256602645707482,0.256602645707482,1,"HIPK3","Others",NA
"HJV",0.305833973776743,0.305833973776743,1,"HJV","Others",NA
"HK1",0.123718534364911,0.123718534364911,1,"HK1","Metabolism",NA
"HK2",-0.22586986600732,-0.22586986600732,1,"HK2","Metabolism",NA
"HLA.C",0.0967384953341335,0.0967384953341335,1,"HLA.C","Others",NA
"HLA.DQA2",0.117603132318548,0.117603132318548,1,"HLA.DQA2","Others",NA
"HLA.DRB3",0.132199472423957,0.132199472423957,1,"HLA.DRB3","Others",NA
"HLA.G",0.226691862855553,0.226691862855553,1,"HLA.G","Others",NA
"HLF",0.177405561852185,0.177405561852185,1,"HLF","Others",NA
"HMBS",0.167348677246074,0.167348677246074,1,"HMBS","Others",NA
"HMGA2",-0.220604177237767,-0.220604177237767,1,"HMGA2","Others",NA
"HMGB1",-0.21461049793133,-0.21461049793133,1,"HMGB1","Others",NA
