"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","Module","Source","Module_Size","tau_related"
"GO:0007178","cell surface receptor protein serine/threonine kinase signaling pathway","43/61","446/18860",0.0964125560538117,29.8088656913916,35.0732808325931,1.37366068790543e-56,2.9080396762958e-53,1.36498493619234e-53,"SMAD2/SMAD4/NEO1/TGFBR2/DAB2/TGFB1/TGFB3/TGFB2/SKIL/BMPR1B/BAMBI/ACVR2B/BMPR2/INHBA/BMP7/BMP6/BMP4/SMURF1/SMAD5/NODAL/BMP15/ENG/GDF2/FST/NOG/ACVR2A/BMPR1A/MSTN/BMP10/RGMA/INHA/TGFBR3/AMH/INHBB/RGMB/GDF9/CFC1/LEFTY2/BMP5/GDF10/ACVRL1/HJV/GREM2",43,9,"GO_BP",62,TRUE
"GO:0141091","transforming growth factor beta receptor superfamily signaling pathway","40/61","411/18860",0.097323600973236,30.0905428582825,33.9659053468124,4.03973924599221e-52,4.27606399188276e-49,2.00711255169297e-49,"SMAD2/SMAD4/NEO1/TGFBR2/DAB2/TGFB1/TGFB3/TGFB2/SKIL/BMPR1B/BAMBI/ACVR2B/BMPR2/INHBA/BMP7/BMP6/BMP4/SMURF1/SMAD5/NODAL/ENG/GDF2/FST/NOG/ACVR2A/BMPR1A/MSTN/BMP10/RGMA/TGFBR3/INHBB/RGMB/GDF9/CFC1/LEFTY2/BMP5/GDF10/ACVRL1/HJV/GREM2",40,9,"GO_BP",62,FALSE
"GO:0060391","positive regulation of SMAD protein signal transduction","21/61","42/18860",0.5,154.590163934426,56.76206554705,5.30640477724886e-43,3.74455297114528e-40,1.75763021393787e-40,"SMAD4/TGFBR2/DAB2/TGFB1/TGFB3/TGFB2/BMPR2/INHBA/BMP7/BMP6/BMP4/NODAL/ENG/GDF2/ACVR2A/BMPR1A/BMP10/TGFBR3/AMH/BMP5/ACVRL1",21,9,"GO_BP",62,FALSE
"GO:0030509","BMP signaling pathway","28/61","179/18860",0.156424581005587,48.3634032420551,36.2682190137655,3.77214342979332e-41,1.99640691021811e-38,9.37079841506551e-39,"SMAD2/SMAD4/NEO1/SKIL/BMPR1B/BAMBI/ACVR2B/BMPR2/BMP7/BMP6/BMP4/SMURF1/SMAD5/ENG/GDF2/FST/NOG/ACVR2A/BMPR1A/BMP10/RGMA/TGFBR3/RGMB/LEFTY2/BMP5/ACVRL1/HJV/GREM2",28,9,"GO_BP",62,FALSE
"GO:0090092","regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","32/61","331/18860",0.0966767371601208,29.890545292457,30.2065147560453,1.99229138613221e-40,8.4353617288838e-38,3.95941698633434e-38,"SMAD2/SMAD4/NEO1/TGFBR2/DAB2/TGFB1/TGFB3/TGFB2/SKIL/BAMBI/ACVR2B/BMPR2/INHBA/BMP7/BMP6/BMP4/SMURF1/NODAL/ENG/GDF2/FST/NOG/ACVR2A/BMPR1A/BMP10/RGMA/TGFBR3/AMH/BMP5/ACVRL1/HJV/GREM2",32,9,"GO_BP",62,TRUE
"GO:0071772","response to BMP","28/61","192/18860",0.145833333333333,45.0887978142077,34.9773456658287,3.07978604399476e-40,9.31415293590986e-38,4.37190680530985e-38,"SMAD2/SMAD4/NEO1/SKIL/BMPR1B/BAMBI/ACVR2B/BMPR2/BMP7/BMP6/BMP4/SMURF1/SMAD5/ENG/GDF2/FST/NOG/ACVR2A/BMPR1A/BMP10/RGMA/TGFBR3/RGMB/LEFTY2/BMP5/ACVRL1/HJV/GREM2",28,9,"GO_BP",62,FALSE
"GO:0071773","cellular response to BMP stimulus","28/61","192/18860",0.145833333333333,45.0887978142077,34.9773456658287,3.07978604399476e-40,9.31415293590986e-38,4.37190680530985e-38,"SMAD2/SMAD4/NEO1/SKIL/BMPR1B/BAMBI/ACVR2B/BMPR2/BMP7/BMP6/BMP4/SMURF1/SMAD5/ENG/GDF2/FST/NOG/ACVR2A/BMPR1A/BMP10/RGMA/TGFBR3/RGMB/LEFTY2/BMP5/ACVRL1/HJV/GREM2",28,9,"GO_BP",62,FALSE
"GO:0060395","SMAD protein signal transduction","24/61","100/18860",0.24,74.2032786885246,41.8091164604451,6.30354772654407e-40,1.66807631713672e-37,7.82966980770737e-38,"SMAD2/SMAD4/TGFBR2/DAB2/TGFB1/TGFB3/TGFB2/BMPR2/INHBA/BMP7/BMP6/BMP4/SMAD5/NODAL/ENG/GDF2/NOG/ACVR2A/BMPR1A/BMP10/TGFBR3/AMH/BMP5/ACVRL1",24,9,"GO_BP",62,FALSE
"GO:0090100","positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","24/61","111/18860",0.216216216216216,66.8498006202924,39.6354481487463,1.04321619635834e-38,2.45387631965623e-36,1.15180829165178e-36,"SMAD2/SMAD4/NEO1/TGFBR2/DAB2/TGFB1/TGFB3/TGFB2/ACVR2B/BMPR2/INHBA/BMP7/BMP6/BMP4/NODAL/ENG/GDF2/ACVR2A/BMPR1A/BMP10/TGFBR3/AMH/BMP5/ACVRL1",24,9,"GO_BP",62,TRUE
"GO:0060390","regulation of SMAD protein signal transduction","22/61","84/18860",0.261904761904762,80.975800156128,41.8459635516788,1.80964651245954e-37,3.83102166687684e-35,1.79821716606506e-35,"SMAD4/TGFBR2/DAB2/TGFB1/TGFB3/TGFB2/BMPR2/INHBA/BMP7/BMP6/BMP4/NODAL/ENG/GDF2/NOG/ACVR2A/BMPR1A/BMP10/TGFBR3/AMH/BMP5/ACVRL1",22,9,"GO_BP",62,FALSE
"GO:0001909","leukocyte mediated cytotoxicity","22/149","157/18860",0.140127388535032,17.7369298508101,18.7920409537564,1.79333937527641e-21,3.06661033172265e-18,2.28792349772106e-18,"B2M/HLA-G/KLRK1/ULBP2/CD226/NECTIN2/PVR/CD1B/HLA-C/CD1D/HLA-E/ULBP1/RAET1L/IGHG1/LILRB1/NCR1/FCGR1A/FCGR3B/KIR2DL4/KIR3DL1/CD1A/KLRC3",22,10,"GO_BP",152,FALSE
"GO:0001910","regulation of leukocyte mediated cytotoxicity","18/149","101/18860",0.178217821782178,22.5583095222274,19.3853886870768,1.07144680260703e-19,9.16087016229007e-17,6.83470276189324e-17,"B2M/HLA-G/KLRK1/ULBP2/CD226/NECTIN2/PVR/CD1B/HLA-C/CD1D/HLA-E/ULBP1/RAET1L/LILRB1/NCR1/KIR2DL4/CD1A/KLRC3",18,10,"GO_BP",152,FALSE
"GO:0031341","regulation of cell killing","18/149","112/18860",0.160714285714286,20.3427612655801,18.3212025311956,7.57138584375029e-19,4.31568993093767e-16,3.21983145355276e-16,"B2M/HLA-G/KLRK1/ULBP2/CD226/NECTIN2/PVR/CD1B/HLA-C/CD1D/HLA-E/ULBP1/RAET1L/LILRB1/NCR1/KIR2DL4/CD1A/KLRC3",18,10,"GO_BP",152,FALSE
"GO:0001912","positive regulation of leukocyte mediated cytotoxicity","15/149","70/18860",0.214285714285714,27.1236816874401,19.5399738579408,7.06253801244988e-18,3.01923500032233e-15,2.25257791344454e-15,"B2M/HLA-G/KLRK1/ULBP2/CD226/NECTIN2/PVR/CD1B/HLA-C/CD1D/HLA-E/ULBP1/RAET1L/CD1A/KLRC3",15,10,"GO_BP",152,FALSE
"GO:0031343","positive regulation of cell killing","15/149","73/18860",0.205479452054795,26.0090098372713,19.1043899795694,1.39526905972238e-17,4.77182018425053e-15,3.56013915870215e-15,"B2M/HLA-G/KLRK1/ULBP2/CD226/NECTIN2/PVR/CD1B/HLA-C/CD1D/HLA-E/ULBP1/RAET1L/CD1A/KLRC3",15,10,"GO_BP",152,FALSE
"GO:0002708","positive regulation of lymphocyte mediated immunity","18/149","137/18860",0.131386861313869,16.630578552883,16.3851938337609,3.17671828435788e-17,9.05364711041995e-15,6.75470624673991e-15,"IL6/B2M/HLA-G/KLRK1/ULBP2/CD226/NECTIN2/PVR/CD1B/HLA-C/CD1D/HLA-E/ULBP1/RAET1L/FCGR1A/KIR2DL4/CD1A/KLRC3",18,10,"GO_BP",152,FALSE
"GO:0001914","regulation of T cell mediated cytotoxicity","13/149","48/18860",0.270833333333333,34.2813199105145,20.6019173455801,4.17220985888257e-17,9.67295333121667e-15,7.21675557859932e-15,"B2M/HLA-G/ULBP2/NECTIN2/PVR/CD1B/HLA-C/CD1D/HLA-E/ULBP1/RAET1L/LILRB1/CD1A",13,10,"GO_BP",152,FALSE
"GO:0001906","cell killing","23/149","281/18860",0.0818505338078292,10.3604098497695,14.1071999724114,4.52535828361014e-17,9.67295333121667e-15,7.21675557859932e-15,"B2M/HLA-G/KLRK1/ULBP2/CD226/NECTIN2/PVR/CD1B/HLA-C/CD1D/HLA-E/ULBP1/MICB/RAET1L/IGHG1/LILRB1/NCR1/FCGR1A/FCGR3B/KIR2DL4/KIR3DL1/CD1A/KLRC3",23,10,"GO_BP",152,FALSE
"GO:0001916","positive regulation of T cell mediated cytotoxicity","12/149","38/18860",0.31578947368421,39.9717414341222,21.459158687203,8.55604181878056e-17,1.62564794556831e-14,1.21285645431135e-14,"B2M/HLA-G/ULBP2/NECTIN2/PVR/CD1B/HLA-C/CD1D/HLA-E/ULBP1/RAET1L/CD1A",12,10,"GO_BP",152,FALSE
"GO:0002706","regulation of lymphocyte mediated immunity","20/149","204/18860",0.0980392156862745,12.409527569417,14.6210123635404,1.74398674292223e-16,2.98221733039701e-14,2.22495992886499e-14,"IL6/B2M/HLA-G/KLRK1/ULBP2/CD226/NECTIN2/PVR/CD1B/HLA-C/CD1D/HLA-E/ULBP1/RAET1L/LILRB1/NCR1/FCGR1A/KIR2DL4/CD1A/KLRC3",20,10,"GO_BP",152,FALSE
"GO:0034332","adherens junction organization","6/43","60/18860",0.1,43.8604651162791,15.89541773636,4.46206884921447e-09,4.8718563886964e-06,3.1091009507671e-06,"CTNNB1/CDH2/CDH15/CDH7/CDH6/CDH12",6,11,"GO_BP",43,FALSE
"GO:0044331","cell-cell adhesion mediated by cadherin","6/43","64/18860",0.09375,41.1191860465116,15.3683678735595,6.63740652410954e-09,4.8718563886964e-06,3.1091009507671e-06,"CTNNB1/CDH2/CDH15/CDH7/CDH6/CDH12",6,11,"GO_BP",43,FALSE
"GO:0016339","calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules","5/43","48/18860",0.104166666666667,45.687984496124,14.8187737350227,7.71508475968491e-08,3.77524814240582e-05,2.40927208284897e-05,"CDH2/CDH15/CDH7/CDH6/CDH12",5,11,"GO_BP",43,TRUE
"GO:0018205","peptidyl-lysine modification","6/43","129/18860",0.0465116279069767,20.4002163331531,10.5691317490805,4.51324923997006e-07,0.000165636247106901,0.000105705047988773,"CTNNB1/SUMO2/SIRT2/BAG6/SUMO3/STX1A",6,11,"GO_BP",43,FALSE
"GO:0007043","cell-cell junction assembly","6/43","162/18860",0.037037037037037,16.244616709733,9.31525621595682,1.71568081439947e-06,0.000503723887107684,0.000321464405224322,"CTNNB1/CDH2/CDH15/CDH7/CDH6/CDH12",6,11,"GO_BP",43,FALSE
"GO:0018193","peptidyl-amino acid modification","8/43","404/18860",0.0198019801980198,8.68524061708496,7.46444851258584,3.11133583340062e-06,0.000761240167238686,0.000485805068723957,"CTNNB1/SUMO2/SIRT2/BAG6/SUMO3/STX1A/PCK1/WNK3",8,11,"GO_BP",43,FALSE
"GO:0097193","intrinsic apoptotic signaling pathway","7/43","335/18860",0.0208955223880597,9.16487330787921,7.20793914073066,9.74588685304367e-06,0.0020438517000383,0.00130433673672314,"CTNNB1/EPO/USP28/FHIT/BAG6/CUL1/DAPK2",7,11,"GO_BP",43,FALSE
"GO:0045216","cell-cell junction organization","6/43","226/18860",0.0265486725663717,11.6443712698086,7.69554804082337,1.16608917045574e-05,0.00213977362778629,0.00136555179171791,"CTNNB1/CDH2/CDH15/CDH7/CDH6/CDH12",6,11,"GO_BP",43,FALSE
"GO:0016925","protein sumoylation","4/43","68/18860",0.0588235294117647,25.8002735978112,9.79360969483186,1.71542311940703e-05,0.00279804571032169,0.00178564511844709,"CTNNB1/SUMO2/SUMO3/STX1A",4,11,"GO_BP",43,FALSE
"GO:0035493","SNARE complex assembly","3/43","24/18860",0.125,54.8255813953488,12.612999400827,2.1609484678914e-05,0.00317227235086457,0.00202446751202457,"STX1A/VAMP2/STX4",3,11,"GO_BP",43,FALSE
"GO:0097485","neuron projection guidance","51/101","244/18860",0.209016393442623,39.0301899042363,43.8728045672144,2.34358445562308e-70,4.09892921288477e-67,2.99238731017979e-67,"PLXNA1/EFNA5/GDNF/FGF8/EPHA6/EFNA2/EPHA5/EPHB3/EFNB3/EFNA1/EFNA3/EFNA4/EPHA7/EPHA8/EPHA4/EPHA3/EFNB2/EPHB1/EFNB1/EPHB2/L1CAM/SEMA3B/SEMA7A/SEMA3A/EPHB6/ARTN/CHL1/NFASC/NRCAM/ALCAM/NCAM1/SEMA4A/SEMA6A/SEMA6B/SEMA4C/SEMA3E/EPHA10/SEMA3G/ANOS1/SEMA6D/CNTN2/SEMA5B/SEMA4G/CNTN4/SEMA4B/SEMA6C/CNTN5/NRP2/NRP1/PLXNA4/GFRA3",51,12,"GO_BP",102,FALSE
"GO:0007411","axon guidance","50/101","243/18860",0.205761316872428,38.422360754594,43.0818797271649,1.78885748743982e-68,1.56435587276612e-65,1.14204428013921e-65,"EFNA5/GDNF/FGF8/EPHA6/EFNA2/EPHA5/EPHB3/EFNB3/EFNA1/EFNA3/EFNA4/EPHA7/EPHA8/EPHA4/EPHA3/EFNB2/EPHB1/EFNB1/EPHB2/L1CAM/SEMA3B/SEMA7A/SEMA3A/EPHB6/ARTN/CHL1/NFASC/NRCAM/ALCAM/NCAM1/SEMA4A/SEMA6A/SEMA6B/SEMA4C/SEMA3E/EPHA10/SEMA3G/ANOS1/SEMA6D/CNTN2/SEMA5B/SEMA4G/CNTN4/SEMA4B/SEMA6C/CNTN5/NRP2/NRP1/PLXNA4/GFRA3",50,12,"GO_BP",102,TRUE
"GO:0007409","axonogenesis","57/101","472/18860",0.120762711864407,22.5503440174526,34.7914985013835,5.46072239961235e-65,3.183601158974e-62,2.3241600949929e-62,"EFNA5/GDNF/FGF8/EPHA6/EFNA2/EPHA5/EPHB3/EFNB3/EFNA1/EFNA3/EFNA4/EPHA7/EPHA8/EPHA4/EPHA3/EFNB2/EPHB1/EFNB1/EPHB2/L1CAM/SEMA3B/PLXNC1/SEMA7A/FGFR2/SEMA3A/EPHB6/ARTN/CHL1/NFASC/NRCAM/ALCAM/NCAM1/SEMA4A/APLP2/SEMA6A/SEMA6B/PLXND1/PLXNB2/SEMA4C/SEMA3E/EPHA10/SEMA3G/ANOS1/SEMA6D/CNTN2/SEMA5B/SEMA4G/APLP1/CNTN4/SEMA4B/SEMA6C/CNTN5/NRP2/NRP1/PLXNB3/PLXNA4/GFRA3",57,12,"GO_BP",102,TRUE
"GO:0071526","semaphorin-plexin signaling pathway","24/101","49/18860",0.489795918367347,91.46090119216,46.5230505208594,9.20035807207259e-43,4.02285656701374e-40,2.93685114248001e-40,"PLXNA1/GDNF/SEMA3B/PLXNC1/SEMA7A/SEMA3A/NCAM1/SEMA4A/SEMA6A/SEMA6B/PLXND1/PLXNB2/SEMA4C/SEMA3E/SEMA3G/SEMA6D/SEMA5B/SEMA4G/SEMA4B/SEMA6C/NRP2/NRP1/PLXNB3/PLXNA4",24,12,"GO_BP",102,FALSE
"GO:0048013","ephrin receptor signaling pathway","21/101","53/18860",0.39622641509434,73.9884177096955,39.0433700340745,6.08111632736307e-35,2.1271744913116e-32,1.55292507475608e-32,"EFNA5/EPHA6/EFNA2/EPHA2/EPHA5/EPHB3/EFNB3/EFNA1/EFNA3/EFNA4/EPHA7/EPHA8/EPHA4/EPHA3/EFNB2/EPHB4/EPHB1/EFNB1/EPHB2/EPHB6/EPHA10",21,12,"GO_BP",102,FALSE
"GO:0006935","chemotaxis","36/101","474/18860",0.0759493670886076,14.1822283494172,21.3279713577786,4.6896596064659e-32,1.36216242605177e-29,9.9443472829635e-30,"HGF/ADAM10/EFNA5/GDNF/FGF2/FGF4/FGF7/FGF8/EPHA2/EPHA7/EFNB2/EPHB1/L1CAM/FGFR1/SEMA3B/SEMA7A/SEMA3A/ARTN/FGF16/PGF/SEMA4A/SEMA6A/SEMA6B/SEMA4C/SEMA3E/SEMA3G/ANOS1/SEMA6D/SEMA5B/SEMA4G/SEMA4B/SEMA6C/NRP2/NRP1/PLXNB3/PLXNA4",36,12,"GO_BP",102,FALSE
"GO:0042330","taxis","36/101","476/18860",0.0756302521008403,14.1226391546718,21.2774624586554,5.45176499849194e-32,1.36216242605177e-29,9.9443472829635e-30,"HGF/ADAM10/EFNA5/GDNF/FGF2/FGF4/FGF7/FGF8/EPHA2/EPHA7/EFNB2/EPHB1/L1CAM/FGFR1/SEMA3B/SEMA7A/SEMA3A/ARTN/FGF16/PGF/SEMA4A/SEMA6A/SEMA6B/SEMA4C/SEMA3E/SEMA3G/ANOS1/SEMA6D/SEMA5B/SEMA4G/SEMA4B/SEMA6C/NRP2/NRP1/PLXNB3/PLXNA4",36,12,"GO_BP",102,FALSE
"GO:0050919","negative chemotaxis","18/101","46/18860",0.391304347826087,73.0693069306931,35.9090459765029,6.62524579052871e-30,1.44844436095434e-27,1.05742409788307e-27,"EFNA5/EPHA7/SEMA3B/SEMA7A/SEMA3A/SEMA4A/SEMA6A/SEMA6B/SEMA4C/SEMA3E/SEMA3G/SEMA6D/SEMA5B/SEMA4G/SEMA4B/SEMA6C/NRP2/PLXNA4",18,12,"GO_BP",102,FALSE
"GO:0001755","neural crest cell migration","19/101","59/18860",0.322033898305085,60.1342507132069,33.3802668965653,1.37783923167921e-29,2.6776009068966e-27,1.95475905032384e-27,"GDNF/EFNB1/FGF19/SEMA3B/SEMA7A/SEMA3A/SEMA4A/SEMA6A/SEMA6B/SEMA4C/SEMA3E/SEMA3G/SEMA6D/SEMA5B/SEMA4G/SEMA4B/SEMA6C/NRP2/NRP1",19,12,"GO_BP",102,FALSE
"GO:0090497","mesenchymal cell migration","19/101","61/18860",0.311475409836066,58.1626359357247,32.8114154786986,2.90430294403247e-29,5.07962584911279e-27,3.70833628538041e-27,"GDNF/EFNB1/FGF19/SEMA3B/SEMA7A/SEMA3A/SEMA4A/SEMA6A/SEMA6B/SEMA4C/SEMA3E/SEMA3G/SEMA6D/SEMA5B/SEMA4G/SEMA4B/SEMA6C/NRP2/NRP1",19,12,"GO_BP",102,FALSE
"GO:0007596","blood coagulation","6/20","243/18860",0.0246913580246914,23.283950617284,11.3913279109335,1.43323226898609e-07,2.31770107219008e-05,1.35587631279859e-05,"ANGPT4/ANGPT2/ANGPT1/ANGPTL4/SVEP1/PEAR1",6,14,"GO_BP",20,FALSE
"GO:0007157","heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules","4/20","46/18860",0.0869565217391304,82,17.9207938390374,1.45802969404236e-07,2.31770107219008e-05,1.35587631279859e-05,"CADM3/CADM1/CRTAM/NECTIN1",4,14,"GO_BP",20,FALSE
"GO:0050817","coagulation","6/20","248/18860",0.0241935483870968,22.8145161290323,11.2670126422767,1.61638299834074e-07,2.31770107219008e-05,1.35587631279859e-05,"ANGPT4/ANGPT2/ANGPT1/ANGPTL4/SVEP1/PEAR1",6,14,"GO_BP",20,FALSE
"GO:0007599","hemostasis","6/20","250/18860",0.024,22.632,11.21830829569,1.69484539099823e-07,2.31770107219008e-05,1.35587631279859e-05,"ANGPT4/ANGPT2/ANGPT1/ANGPTL4/SVEP1/PEAR1",6,14,"GO_BP",20,FALSE
"GO:0098742","cell-cell adhesion via plasma-membrane adhesion molecules","6/20","279/18860",0.021505376344086,20.2795698924731,10.5705790862519,3.23426044548432e-07,3.53828092735984e-05,2.06992668510996e-05,"CDH11/CADM3/CADM1/CRTAM/NECTIN1/CADM2",6,14,"GO_BP",20,FALSE
"GO:0016525","negative regulation of angiogenesis","5/20","163/18860",0.0306748466257669,28.9263803680982,11.6669239249495,6.33010660354057e-07,4.46812951412883e-05,2.61389660789986e-05,"HHEX/ANGPT4/ANGPT2/TEK/TIE1",5,14,"GO_BP",20,FALSE
"GO:2000181","negative regulation of blood vessel morphogenesis","5/20","165/18860",0.0303030303030303,28.5757575757576,11.5915247984677,6.72424121344673e-07,4.46812951412883e-05,2.61389660789986e-05,"HHEX/ANGPT4/ANGPT2/TEK/TIE1",5,14,"GO_BP",20,FALSE
"GO:1901343","negative regulation of vasculature development","5/20","167/18860",0.029940119760479,28.2335329341317,11.5174569153699,7.13753905672682e-07,4.46812951412883e-05,2.61389660789986e-05,"HHEX/ANGPT4/ANGPT2/TEK/TIE1",5,14,"GO_BP",20,FALSE
"GO:0007156","homophilic cell adhesion via plasma membrane adhesion molecules","5/20","168/18860",0.0297619047619048,28.0654761904762,11.4809098293786,7.35158420971836e-07,4.46812951412883e-05,2.61389660789986e-05,"CDH11/CADM3/CADM1/NECTIN1/CADM2",5,14,"GO_BP",20,FALSE
"GO:0045766","positive regulation of angiogenesis","5/20","191/18860",0.0261780104712042,24.6858638743456,10.7196168731823,1.38520156126729e-06,7.08356415829891e-05,4.1439497818202e-05,"ANGPT4/ANGPT2/TEK/TIE1/ANGPTL4",5,14,"GO_BP",20,FALSE
"GO:0006085","acetyl-CoA biosynthetic process","3/21","23/18860",0.130434782608696,117.142857142857,18.6076106098072,2.07704168066935e-06,0.00174536623687994,0.00106365809449747,"ACAT1/PDP1/PDHA2",3,15,"GO_BP",22,FALSE
"GO:0045862","positive regulation of proteolysis","5/21","210/18860",0.0238095238095238,21.3832199546485,9.91706306022697,2.87204068400691e-06,0.00174536623687994,0.00106365809449747,"TNF/SIRT6/GRN/VSIR/TNFRSF1B",5,15,"GO_BP",22,FALSE
"GO:0071356","cellular response to tumor necrosis factor","5/21","226/18860",0.0221238938053097,19.8693636746734,9.5279283677372,4.1131961591829e-06,0.00174536623687994,0.00106365809449747,"TNF/BAG4/TNFRSF1B/TNFRSF1A/TNFRSF21",5,15,"GO_BP",22,FALSE
"GO:0034612","response to tumor necrosis factor","5/21","244/18860",0.0204918032786885,18.4035909445745,9.13546482267386,5.97669202666098e-06,0.00190208223748486,0.00115916369043399,"TNF/BAG4/TNFRSF1B/TNFRSF1A/TNFRSF21",5,15,"GO_BP",22,FALSE
"GO:0006084","acetyl-CoA metabolic process","3/21","40/18860",0.075,67.3571428571429,14.0264548790606,1.14471380804538e-05,0.00265428166536794,0.00161756777390844,"ACAT1/PDP1/PDHA2",3,15,"GO_BP",22,FALSE
"GO:0006090","pyruvate metabolic process","4/21","132/18860",0.0303030303030303,27.2150072150072,10.0909325066678,1.25103613450178e-05,0.00265428166536794,0.00161756777390844,"SIRT6/PDP1/PDHA2/ME1",4,15,"GO_BP",22,FALSE
"GO:0150077","regulation of neuroinflammatory response","3/21","46/18860",0.0652173913043478,58.5714285714286,13.0522506944439,1.75124128954102e-05,0.00317056312663853,0.00193219913534758,"TNF/GRN/TNFRSF1B",3,15,"GO_BP",22,FALSE
"GO:0031641","regulation of myelination","3/21","48/18860",0.0625,56.1309523809524,12.7684647877485,1.9924984299378e-05,0.00317056312663853,0.00193219913534758,"TNF/TNFRSF1B/TNFRSF21",3,15,"GO_BP",22,FALSE
"GO:0035384","thioester biosynthetic process","3/21","53/18860",0.0566037735849057,50.8355795148248,12.1299145069355,2.68903044510275e-05,0.0034231357566158,0.00208612151372708,"ACAT1/PDP1/PDHA2",3,15,"GO_BP",22,FALSE
"GO:0071616","acyl-CoA biosynthetic process","3/21","53/18860",0.0566037735849057,50.8355795148248,12.1299145069355,2.68903044510275e-05,0.0034231357566158,0.00208612151372708,"ACAT1/PDP1/PDHA2",3,15,"GO_BP",22,FALSE
"GO:0098586","cellular response to virus","8/30","89/18860",0.0898876404494382,56.5093632958801,20.9513659213206,9.58527251689964e-13,2.62443395905322e-10,1.54548926554477e-10,"TYK2/IFNAR1/IFNB1/IFNW1/IFNA4/IFNA6/IFNA10/IFNA8",8,16,"GO_BP",30,FALSE
"GO:0060337","type I interferon-mediated signaling pathway","8/30","92/18860",0.0869565217391304,54.6666666666667,20.5960688622647,1.25935712342331e-12,2.62443395905322e-10,1.54548926554477e-10,"TYK2/IFNAR1/IFNB1/IFNW1/IFNA4/IFNA6/IFNA10/IFNA8",8,16,"GO_BP",30,FALSE
"GO:0071357","cellular response to type I interferon","8/30","93/18860",0.0860215053763441,54.078853046595,20.4814346791129,1.37645137712581e-12,2.62443395905322e-10,1.54548926554477e-10,"TYK2/IFNAR1/IFNB1/IFNW1/IFNA4/IFNA6/IFNA10/IFNA8",8,16,"GO_BP",30,FALSE
"GO:0034340","response to type I interferon","8/30","99/18860",0.0808080808080808,50.8013468013468,19.8301267863681,2.29948007510329e-12,3.2882565073977e-10,1.93640427377119e-10,"TYK2/IFNAR1/IFNB1/IFNW1/IFNA4/IFNA6/IFNA10/IFNA8",8,16,"GO_BP",30,FALSE
"GO:0097696","cell surface receptor signaling pathway via STAT","9/30","165/18860",0.0545454545454545,34.2909090909091,17.1435078161479,2.94629510825252e-12,3.37056160384088e-10,1.98487249398064e-10,"TYK2/IL6ST/LIF/IFNAR1/IFNB1/CNTF/OSM/CTF1/CRLF1",9,16,"GO_BP",30,FALSE
"GO:0030101","natural killer cell activation","8/30","107/18860",0.0747663551401869,47.0031152647975,19.0475249936008,4.34166696009853e-12,4.13905583529393e-10,2.43742706531847e-10,"TYK2/IFNB1/IFNW1/IFNA4/IFNA6/IFNA10/IFNA8/IL21R",8,16,"GO_BP",30,FALSE
"GO:0002323","natural killer cell activation involved in immune response","6/30","30/18860",0.2,125.733333333333,27.2905817394557,5.49907713721595e-12,4.4935316035536e-10,2.64617245700617e-10,"IFNB1/IFNW1/IFNA4/IFNA6/IFNA10/IFNA8",6,16,"GO_BP",30,FALSE
"GO:0140888","interferon-mediated signaling pathway","8/30","121/18860",0.0661157024793388,41.564738292011,17.8674656393143,1.18112037123786e-11,8.44501065435072e-10,4.97313840521206e-10,"TYK2/IFNAR1/IFNB1/IFNW1/IFNA4/IFNA6/IFNA10/IFNA8",8,16,"GO_BP",30,FALSE
"GO:0043330","response to exogenous dsRNA","6/30","47/18860",0.127659574468085,80.2553191489362,21.7141642193702,9.76130820688462e-11,6.20385366037556e-09,3.65335511836617e-09,"IFNB1/IFNW1/IFNA4/IFNA6/IFNA10/IFNA8",6,16,"GO_BP",30,FALSE
"GO:0043331","response to dsRNA","6/30","55/18860",0.109090909090909,68.5818181818182,20.0340772973491,2.61245226195795e-10,1.47451039043746e-08,8.68316755502367e-09,"IFNB1/IFNW1/IFNA4/IFNA6/IFNA10/IFNA8",6,16,"GO_BP",30,FALSE
