"Rank","Gene","PTAU_rho","Mean_Rho","Degree","Functional_Category","MAPT_Interactor","N_Proteins","Priority_Score"
1649,"ASGR2",0.232897893606092,0.232897893606092,0,"Others",FALSE,1,0
1650,"ASL",0.183364812847687,0.183364812847687,0,"Others",FALSE,1,0
1651,"ASPA",0.175557459705358,0.175557459705358,0,"Others",FALSE,1,0
1652,"ASPN",0.196923821632117,0.196923821632117,0,"Others",FALSE,1,0
1653,"ASRGL1",0.1573003493935,0.1573003493935,0,"Others",FALSE,1,0
1654,"ATAD1",-0.13664259387287,-0.13664259387287,0,"Others",FALSE,1,0
1655,"ATE1",-0.166644670854962,-0.166644670854962,0,"Others",FALSE,1,0
1656,"ATF5",0.0928489120060347,0.0928489120060347,0,"Others",FALSE,1,0
1657,"ATF6B",0.281622647969064,0.281622647969064,0,"Others",FALSE,1,0
1658,"ATOX1",0.399608736184677,0.399608736184677,0,"Others",FALSE,1,0
1659,"ATP13A1",0.158537020868371,0.158537020868371,0,"Others",FALSE,1,0
1660,"ATP1B2",0.214024646708407,0.214024646708407,0,"Others",FALSE,1,0
1661,"ATP23",0.119948614306279,0.119948614306279,0,"Others",FALSE,1,0
1662,"ATP5PF",0.222581676086265,0.222581676086265,0,"Others",FALSE,1,0
1663,"ATP6V1C1",-0.107649796165337,-0.107649796165337,0,"Others",FALSE,1,0
1664,"ATP6V1F",0.375255437059061,0.375255437059061,0,"Others",FALSE,1,0
1665,"AUH",0.126492603720592,0.126492603720592,0,"Others",FALSE,1,0
1666,"AZIN1",-0.192213658345523,-0.192213658345523,0,"Others",FALSE,1,0
1667,"AZU1",-0.18061641675472,-0.18061641675472,0,"Others",FALSE,1,0
1668,"B3GALT2",0.320012416173343,0.320012416173343,0,"Others",FALSE,1,0
1669,"B3GALT5",0.201231423910825,0.201231423910825,0,"Others",FALSE,1,0
1670,"B3GALT6",0.202083353761635,0.202083353761635,0,"Others",FALSE,1,0
1671,"B3GAT1",0.217772023351244,0.217772023351244,0,"Others",FALSE,1,0
1672,"B3GAT3",0.18986668019801,0.18986668019801,0,"Others",FALSE,1,0
1673,"B3GLCT",-0.147503534214788,-0.147503534214788,0,"Others",FALSE,1,0
1674,"B3GNT2",0.233209681973324,0.233209681973324,0,"Others",FALSE,1,0
1675,"B3GNT6",-0.089891326154178,-0.089891326154178,0,"Others",FALSE,1,0
1676,"B3GNT8",0.122582262393838,0.122582262393838,0,"Others",FALSE,1,0
1677,"B4GALNT1",0.267241611641743,0.267241611641743,0,"Others",FALSE,1,0
1678,"B4GALT1",0.217364946743604,0.217364946743604,0,"Others",FALSE,1,0
1679,"B4GALT2",0.239885275992841,0.239885275992841,0,"Others",FALSE,1,0
1680,"B4GALT6",0.286520880206342,0.286520880206342,0,"Others",FALSE,1,0
1681,"B4GALT7",0.135910840038732,0.135910840038732,0,"Others",FALSE,1,0
1682,"B9D2",0.139259124804772,0.139259124804772,0,"Others",FALSE,1,0
1683,"BACH2",0.095828564856119,0.095828564856119,0,"Others",FALSE,1,0
1684,"BAGE2",0.114394981401829,0.114394981401829,0,"Others",FALSE,1,0
1685,"BAGE3",0.140877882803577,0.140877882803577,0,"Others",FALSE,1,0
1686,"BASP1",0.477140856239245,0.477140856239245,0,"Others",FALSE,1,0
1687,"BCAR3",-0.112420235541733,-0.112420235541733,0,"Others",FALSE,1,0
1688,"BCCIP",0.214015123784868,0.214015123784868,0,"Others",FALSE,1,0
1689,"BCHE",0.130769306044957,0.130769306044957,0,"Others",FALSE,2,0
1690,"BCL2L10",-0.0965415874956006,-0.0965415874956006,0,"Others",FALSE,1,0
1691,"BCL7A",-0.172488775447167,-0.172488775447167,0,"Others",FALSE,1,0
1692,"BDH2",-0.163948428032338,-0.163948428032338,0,"Others",FALSE,1,0
1693,"BEGAIN",0.135613189535521,0.135613189535521,0,"Others",FALSE,1,0
1694,"BEX2",-0.111119042570921,-0.111119042570921,0,"Others",FALSE,1,0
1695,"BHMT2",-0.151350382583975,-0.151350382583975,0,"Others",FALSE,1,0
1696,"BIN2",-0.216501154711735,-0.216501154711735,0,"Others",FALSE,1,0
1697,"BIN3",0.113263545051304,0.113263545051304,0,"Others",FALSE,1,0
1698,"BLOC1S6",0.0947637029744805,0.0947637029744805,0,"Others",FALSE,1,0
1699,"BMPER",0.38847638437759,0.38847638437759,0,"Others",FALSE,1,0
1700,"BOLA1",0.293947152674159,0.293947152674159,0,"Others",FALSE,1,0
1701,"BOLA3",0.414422721904459,0.414422721904459,0,"Others",FALSE,1,0
1702,"BORCS5",0.156892259081119,0.156892259081119,0,"Others",FALSE,1,0
1703,"BPIFA1",-0.183303826408437,-0.183303826408437,0,"Others",FALSE,1,0
1704,"BPNT1",0.261516140490624,0.261516140490624,0,"Others",FALSE,1,0
1705,"BPNT2",0.266702072139345,0.266702072139345,0,"Others",FALSE,1,0
1706,"BRAT1",0.0885688396450594,0.0885688396450594,0,"Others",FALSE,1,0
1707,"BRD1",-0.0963831367284645,-0.0963831367284645,0,"Others",FALSE,1,0
1708,"BRK1",-0.160321513091312,-0.160321513091312,0,"Others",FALSE,1,0
1709,"BRPF1",-0.236386969827921,-0.236386969827921,0,"Others",FALSE,1,0
1710,"BRSK2",0.248242271103429,0.248242271103429,0,"Others",FALSE,1,0
1711,"BST1",0.149184691270193,0.149184691270193,0,"Others",FALSE,1,0
1712,"BTD",0.189672037641687,0.189672037641687,0,"Others",FALSE,2,0
1713,"BTG1",0.343751782342698,0.343751782342698,0,"Others",FALSE,1,0
1714,"BTG4",0.146635780294439,0.146635780294439,0,"Others",FALSE,1,0
1715,"BTN2A1",0.284278366867254,0.284278366867254,0,"Others",FALSE,1,0
1716,"BTN3A2",0.0981301557532333,0.0981301557532333,0,"Others",FALSE,1,0
1717,"BTN3A3",0.225217430693884,0.225217430693884,0,"Others",FALSE,2,0
1718,"BUD31",-0.254558774117534,-0.254558774117534,0,"Others",FALSE,1,0
1719,"C11orf49",-0.17511302344883,-0.17511302344883,0,"Others",FALSE,1,0
1720,"C11orf68",0.33235386431973,0.33235386431973,0,"Others",FALSE,1,0
1721,"C11orf87",0.28757556014901,0.28757556014901,0,"Others",FALSE,1,0
1722,"C16orf54",-0.123997607806058,-0.123997607806058,0,"Others",FALSE,1,0
1723,"C17orf67",0.166741668448174,0.166741668448174,0,"Others",FALSE,1,0
1724,"C17orf78",-0.0906940518909721,-0.0906940518909721,0,"Others",FALSE,1,0
1725,"C1GALT1.C1GALT1C1",0.254577612459092,0.254577612459092,0,"Others",FALSE,1,0
1726,"C1GALT1C1",0.255298413068169,0.255298413068169,0,"Others",FALSE,1,0
1727,"C1QTNF1",0.231554992729885,0.231554992729885,0,"Others",FALSE,1,0
1728,"C1QTNF3",0.0987165407513164,0.0987165407513164,0,"Others",FALSE,1,0
1729,"C1QTNF4",0.238671520413575,0.245550789795946,0,"Others",FALSE,3,0
1730,"C1QTNF5",0.18667326437786,0.18667326437786,0,"Others",FALSE,1,0
1731,"C1QTNF9",-0.0881558328485185,-0.0881558328485185,0,"Others",FALSE,1,0
1732,"C1S",0.192858142522648,0.192858142522648,0,"Others",FALSE,2,0
1733,"C1orf210",-0.102121687604865,-0.102121687604865,0,"Others",FALSE,1,0
1734,"C20orf202",0.209498292123286,0.209498292123286,0,"Others",FALSE,1,0
1735,"C2orf68",0.123693758495116,0.123693758495116,0,"Others",FALSE,1,0
1736,"C2orf73",0.185070596574508,0.185070596574508,0,"Others",FALSE,1,0
1737,"C4A.C4B",0.109051533468667,0.109051533468667,0,"Others",FALSE,1,0
1738,"C4BPB",-0.0988572198000721,-0.0988572198000721,0,"Others",FALSE,1,0
1739,"C5orf38",0.398789276290669,0.398789276290669,0,"Others",FALSE,1,0
1740,"C5orf46",0.101858403048055,0.101858403048055,0,"Others",FALSE,1,0
1741,"C7",0.134043229677506,0.134043229677506,0,"Others",FALSE,1,0
1742,"C7orf69",-0.127027685157023,-0.127027685157023,0,"Others",FALSE,1,0
1743,"CA10",0.21176720805669,0.21176720805669,0,"Others",FALSE,2,0
1744,"CA11",0.120212774464234,0.120212774464234,0,"Others",FALSE,1,0
1745,"CA12",-0.0972299292288664,-0.0972299292288664,0,"Others",FALSE,1,0
1746,"CA13",-0.122688212659637,-0.122688212659637,0,"Others",FALSE,1,0
1747,"CA4",0.24160353936647,0.24160353936647,0,"Others",FALSE,1,0
1748,"CA5A",0.150290504404084,0.150290504404084,0,"Others",FALSE,1,0
1749,"CA7",-0.103221350336076,-0.103221350336076,0,"Others",FALSE,1,0
1750,"CAB39",0.388347554040717,0.388347554040717,0,"Others",FALSE,1,0
1751,"CAB39L",0.345338659524643,0.345338659524643,0,"Others",FALSE,1,0
1752,"CABLES2",0.154447332501521,0.154447332501521,0,"Others",FALSE,1,0
1753,"CABP7",-0.157827176382245,-0.157827176382245,0,"Others",FALSE,1,0
1754,"CACNA2D3",0.300713061374334,0.300713061374334,0,"Others",FALSE,1,0
1755,"CACNB3",0.2097153495331,0.2097153495331,0,"Others",FALSE,1,0
1756,"CACYBP",0.392769601049287,0.392769601049287,0,"Others",FALSE,1,0
1757,"CALB1",-0.133542640945856,-0.133542640945856,0,"Others",FALSE,1,0
1758,"CALB2",0.388856014841636,0.388856014841636,0,"Others",FALSE,1,0
1759,"CALCOCO2",0.279009570733181,0.279009570733181,0,"Others",FALSE,1,0
1760,"CALY",0.224499934183425,0.224499934183425,0,"Others",FALSE,1,0
1761,"CAMK2N2",0.214691481694242,0.214691481694242,0,"Others",FALSE,1,0
1762,"CAMLG",0.428241098278695,0.428241098278695,0,"Others",FALSE,1,0
1763,"CANT1",0.178395066602496,0.178395066602496,0,"Others",FALSE,1,0
1764,"CAPG",0.187276238256321,0.187276238256321,0,"Others",FALSE,1,0
1765,"CAPN1.CAPNS1",0.258373343515126,0.258373343515126,0,"Others",FALSE,1,0
1766,"CAPN13",0.195029209657034,0.195029209657034,0,"Others",FALSE,1,0
1767,"CAPN9",0.166963834380086,0.166963834380086,0,"Others",FALSE,1,0
1768,"CAPNS2",0.0940904906190105,0.0940904906190105,0,"Others",FALSE,1,0
1769,"CAPS",0.120267347337961,0.120267347337961,0,"Others",FALSE,1,0
1770,"CARTPT",-0.155134022329385,-0.155134022329385,0,"Others",FALSE,1,0
1771,"CAV3",-0.0899977208469039,-0.0899977208469039,0,"Others",FALSE,1,0
1772,"CBFB",-0.129716291017177,-0.129716291017177,0,"Others",FALSE,1,0
1773,"CBR1",0.280331324958624,0.280331324958624,0,"Others",FALSE,1,0
1774,"CBR4",0.228534122681811,0.228534122681811,0,"Others",FALSE,1,0
1775,"CBX3",-0.245337368062927,-0.245337368062927,0,"Others",FALSE,1,0
1776,"CBX7",-0.110499488107797,-0.110499488107797,0,"Others",FALSE,1,0
1777,"CCDC115",-0.132612814716117,-0.132612814716117,0,"Others",FALSE,1,0
1778,"CCDC126",0.131311402199459,0.131311402199459,0,"Others",FALSE,1,0
1779,"CCDC134",0.213548216256749,0.213548216256749,0,"Others",FALSE,1,0
1780,"CCDC43",0.172380047677478,0.172380047677478,0,"Others",FALSE,1,0
1781,"CCDC51",-0.0979957021338605,-0.0979957021338605,0,"Others",FALSE,1,0
1782,"CCDC69",0.127462347813623,0.127462347813623,0,"Others",FALSE,1,0
1783,"CCL1",0.0964386142440561,0.0964386142440561,0,"Others",FALSE,1,0
1784,"CCL11",-0.105787852345999,-0.105787852345999,0,"Others",FALSE,1,0
1785,"CCL13",-0.201193998926801,-0.201193998926801,0,"Others",FALSE,1,0
1786,"CCL19",0.12003311634625,0.12003311634625,0,"Others",FALSE,1,0
1787,"CCL23",0.118795182761408,0.118795182761408,0,"Others",FALSE,1,0
1788,"CCL25",0.125376937360781,0.125376937360781,0,"Others",FALSE,2,0
1789,"CCL28",0.160931780510307,0.160931780510307,0,"Others",FALSE,1,0
1790,"CCL8",-0.0914139753357634,-0.0914139753357634,0,"Others",FALSE,1,0
1791,"CCM2",0.0974130003595803,0.0974130003595803,0,"Others",FALSE,1,0
1792,"CCN5",0.124783145292286,0.124783145292286,0,"Others",FALSE,1,0
1793,"CCNYL1",0.159628836018184,0.159628836018184,0,"Others",FALSE,1,0
1794,"CCPG1",0.315716648350738,0.315716648350738,0,"Others",FALSE,1,0
1795,"CD109",0.227318223051457,0.227318223051457,0,"Others",FALSE,1,0
1796,"CD200",0.226163875472238,0.226163875472238,0,"Others",FALSE,1,0
1797,"CD207",-0.114076861129613,-0.114076861129613,0,"Others",FALSE,1,0
1798,"CD300A",0.251447875361888,0.251447875361888,0,"Others",FALSE,1,0
1799,"CD58",0.225241350094217,0.225241350094217,0,"Others",FALSE,1,0
1800,"CD83",0.270358982231904,0.270358982231904,0,"Others",FALSE,1,0
1801,"CD84",0.359638965140543,0.359638965140543,0,"Others",FALSE,1,0
1802,"CD8A",0.115534009706167,0.115534009706167,0,"Others",FALSE,1,0
1803,"CD8B",-0.145162350864774,-0.145162350864774,0,"Others",FALSE,1,0
1804,"CD99L2",-0.232076951495592,-0.232076951495592,0,"Others",FALSE,1,0
1805,"CDC42EP4",0.160044375991817,0.160044375991817,0,"Others",FALSE,1,0
1806,"CDHR1",-0.122027949377413,-0.122027949377413,0,"Others",FALSE,1,0
1807,"CDK2.CCNA2",-0.0889722738849441,-0.0889722738849441,0,"Others",FALSE,1,0
1808,"CDK20",0.15839941793351,0.15839941793351,0,"Others",FALSE,1,0
1809,"CDK2AP1",-0.0996348610273283,-0.0996348610273283,0,"Others",FALSE,1,0
1810,"CDKN2C",-0.174027926863432,-0.174027926863432,0,"Others",FALSE,1,0
1811,"CDKN3",0.250263689232076,0.250263689232076,0,"Tau Phosphatases",FALSE,1,0
1812,"CDNF",0.249301661776664,0.249301661776664,0,"Others",FALSE,1,0
1813,"CDYL2",-0.126958433369552,-0.126958433369552,0,"Others",FALSE,1,0
1814,"CELA1",0.179414549932633,0.179414549932633,0,"Others",FALSE,1,0
1815,"CEMIP2",0.167845826558913,0.167845826558913,0,"Others",FALSE,1,0
1816,"CES3",0.427603116549488,0.427603116549488,0,"Others",FALSE,1,0
1817,"CETN3",-0.167560739483654,-0.167560739483654,0,"Others",FALSE,1,0
1818,"CETP",-0.169939771726227,-0.169939771726227,0,"Others",FALSE,1,0
1819,"CFAP45",0.198165290569408,0.198165290569408,0,"Others",FALSE,1,0
1820,"CFDP1",-0.174493617760036,-0.174493617760036,0,"Others",FALSE,1,0
1821,"CGGBP1",-0.104167491333344,-0.104167491333344,0,"Others",FALSE,1,0
1822,"CGREF1",0.110465233456083,0.110465233456083,0,"Others",FALSE,1,0
1823,"CHCHD10",0.2323274453218,0.2323274453218,0,"Others",FALSE,1,0
1824,"CHCHD7",0.308856153599505,0.308856153599505,0,"Others",FALSE,1,0
1825,"CHGA",0.272283258828099,0.272283258828099,0,"Others",FALSE,2,0
1826,"CHGB",0.110083884291301,0.110083884291301,0,"Others",FALSE,1,0
1827,"CHI3L2",-0.162532564765304,-0.162532564765304,0,"Others",FALSE,1,0
1828,"CHIT1",0.356757746009942,0.356757746009942,0,"Others",FALSE,1,0
1829,"CHKB",0.384346917018034,0.384346917018034,0,"Others",FALSE,1,0
1830,"CHMP1B",-0.218131297203669,-0.218131297203669,0,"Others",FALSE,1,0
1831,"CHMP4A",0.213281303324595,0.213281303324595,0,"Others",FALSE,1,0
1832,"CHN1",0.501430238252666,0.501430238252666,0,"Others",FALSE,1,0
1833,"CHP1",0.356473947704102,0.356473947704102,0,"Others",FALSE,1,0
1834,"CHRDL1",0.131511904480616,0.131511904480616,0,"Others",FALSE,1,0
1835,"CHRDL2",0.224245963778283,0.224245963778283,0,"Others",FALSE,1,0
1836,"CHST1",0.21175790342552,0.21175790342552,0,"Others",FALSE,1,0
1837,"CHST10",0.212335045751057,0.212335045751057,0,"Others",FALSE,1,0
1838,"CHST11",0.116176908413059,0.116176908413059,0,"Others",FALSE,1,0
1839,"CHST12",0.214014327989973,0.214014327989973,0,"Others",FALSE,1,0
1840,"CHST15",0.175465230519031,0.175465230519031,0,"Others",FALSE,2,0
1841,"CHST2",-0.195891607921455,-0.195891607921455,0,"Others",FALSE,1,0
1842,"CHST4",-0.195219223990319,-0.195219223990319,0,"Others",FALSE,1,0
1843,"CHST6",-0.140596583971304,-0.140596583971304,0,"Others",FALSE,1,0
1844,"CHST9",0.0976819407113132,0.0976819407113132,0,"Others",FALSE,1,0
1845,"CHTF8",-0.194834078182594,-0.194834078182594,0,"Others",FALSE,1,0
1846,"CIB1",0.195354020177228,0.195354020177228,0,"Others",FALSE,1,0
1847,"CILP",0.141288090769157,0.141288090769157,0,"Others",FALSE,1,0
1848,"CINP",0.234085525566941,0.234085525566941,0,"Others",FALSE,1,0
1849,"CISD1",0.387049268771615,0.387049268771615,0,"Others",FALSE,1,0
1850,"CKMT1A",0.383938781008674,0.383938781008674,0,"Others",FALSE,1,0
1851,"CLCA1",-0.209326120163619,-0.209326120163619,0,"Others",FALSE,1,0
1852,"CLCA2",0.150596718094214,0.150596718094214,0,"Others",FALSE,1,0
1853,"CLEC11A",0.182833520734122,0.182833520734122,0,"Others",FALSE,2,0
1854,"CLEC3B",0.1932366675181,0.1932366675181,0,"Others",FALSE,1,0
1855,"CLEC4D",0.25806115762613,0.25806115762613,0,"Others",FALSE,1,0
1856,"CLEC9A",0.140747206766613,0.140747206766613,0,"Others",FALSE,1,0
1857,"CLIC3",-0.0942535817057405,-0.0942535817057405,0,"Others",FALSE,1,0
1858,"CLIC4",0.260820496551391,0.260820496551391,0,"Others",FALSE,2,0
1859,"CLINT1",0.44109288438472,0.44109288438472,0,"Others",FALSE,1,0
1860,"CLN5",-0.0165558586337251,-0.0165558586337251,0,"Others",FALSE,2,0
1861,"CLNK",-0.104134656455166,-0.104134656455166,0,"Others",FALSE,1,0
1862,"CLUAP1",0.144978624332396,0.144978624332396,0,"Others",FALSE,1,0
1863,"CLYBL",-0.177499886428347,-0.177499886428347,0,"Others",FALSE,1,0
1864,"CMA1",-0.228318358069534,-0.228318358069534,0,"Others",FALSE,1,0
1865,"CMC4",0.346292260243703,0.346292260243703,0,"Others",FALSE,1,0
1866,"CMIP",-0.208140609347169,-0.208140609347169,0,"Others",FALSE,1,0
1867,"CMPK1",-0.156156984494613,-0.156156984494613,0,"Others",FALSE,2,0
1868,"CNDP1",0.216549540241467,0.216549540241467,0,"Others",FALSE,1,0
1869,"CNDP2",-0.160168271714324,-0.160168271714324,0,"Others",FALSE,1,0
1870,"CNGA2",-0.0892377734967024,-0.0892377734967024,0,"Others",FALSE,1,0
1871,"CNN2",0.158750235483048,0.158750235483048,0,"Others",FALSE,1,0
1872,"CNOT1",0.33458194751653,0.33458194751653,0,"Others",FALSE,1,0
1873,"CNOT9",0.314614344889969,0.314614344889969,0,"Others",FALSE,1,0
1874,"CNPY3",0.282234976934004,0.282234976934004,0,"Others",FALSE,1,0
1875,"CNPY4",0.32364181660491,0.32364181660491,0,"Others",FALSE,1,0
1876,"CNRIP1",0.386861741121661,0.386861741121661,0,"Others",FALSE,1,0
1877,"CNTNAP5",0.167031755547213,0.167031755547213,0,"Others",FALSE,1,0
1878,"COA4",0.32715461284207,0.32715461284207,0,"Others",FALSE,1,0
1879,"COCH",0.139990297134807,0.139990297134807,0,"Others",FALSE,1,0
1880,"COG8",0.149610773484168,0.149610773484168,0,"Others",FALSE,1,0
1881,"COL15A1",0.128652958624192,0.128652958624192,0,"Others",FALSE,1,0
1882,"COL20A1",0.12292108293171,0.12292108293171,0,"Others",FALSE,1,0
1883,"COL25A1",-0.0902989516223056,-0.0902989516223056,0,"Others",FALSE,1,0
1884,"COL28A1",0.170153298303123,0.170153298303123,0,"Others",FALSE,1,0
1885,"COLEC12",0.161196813532561,0.161196813532561,0,"Others",FALSE,1,0
1886,"COMMD10",0.0985294095016431,0.0985294095016431,0,"Others",FALSE,1,0
1887,"COMMD7",-0.099476573771223,-0.099476573771223,0,"Others",FALSE,1,0
1888,"COMMD9",-0.214295029307283,-0.214295029307283,0,"Others",FALSE,1,0
1889,"COMT",0.167461744635087,0.167461744635087,0,"Others",FALSE,1,0
1890,"COPS2",0.107418395663651,0.107418395663651,0,"Others",FALSE,1,0
1891,"COQ10A",-0.0969982201293089,-0.0969982201293089,0,"Others",FALSE,1,0
1892,"COQ6",0.158037924474495,0.158037924474495,0,"Others",FALSE,1,0
1893,"COQ7",-0.302462843273909,-0.302462843273909,0,"Others",FALSE,1,0
1894,"COQ9",-0.0920698697562067,-0.0920698697562067,0,"Others",FALSE,1,0
1895,"COTL1",0.118554907767786,0.118554907767786,0,"Others",FALSE,1,0
1896,"COX5A",0.373024136030108,0.373024136030108,0,"Others",FALSE,1,0
1897,"COX6C",-0.177278934415698,-0.177278934415698,0,"Others",FALSE,1,0
1898,"CP",-0.110173165809174,-0.110173165809174,0,"Others",FALSE,1,0
1899,"CPB1",0.268708916085939,0.268708916085939,0,"Others",FALSE,2,0
1900,"CPB2",-0.0911278802804227,-0.0911278802804227,0,"Others",FALSE,1,0
1901,"CPD",0.240337640702894,0.240337640702894,0,"Others",FALSE,1,0
1902,"CPLX1",0.41467767321737,0.41467767321737,0,"Others",FALSE,1,0
1903,"CPLX2",0.436510564137683,0.436510564137683,0,"Others",FALSE,1,0
1904,"CPLX3",0.253674267344789,0.253674267344789,0,"Others",FALSE,1,0
1905,"CPN1",-0.153644202208292,-0.153644202208292,0,"Others",FALSE,1,0
1906,"CPNE1",0.155201194688766,0.155201194688766,0,"Others",FALSE,1,0
1907,"CPPED1",0.198602685573762,0.198602685573762,0,"Others",FALSE,1,0
1908,"CPQ",0.0908914830218369,0.0908914830218369,0,"Others",FALSE,1,0
1909,"CPVL",0.216725812556031,0.216725812556031,0,"Others",FALSE,1,0
1910,"CRABP2",0.131181989283441,0.131181989283441,0,"Others",FALSE,1,0
1911,"CRADD",0.190611651330425,0.190611651330425,0,"Others",FALSE,1,0
1912,"CREB3L4",0.164471829056487,0.164471829056487,0,"Others",FALSE,1,0
1913,"CRELD1",0.211440206012277,0.211440206012277,0,"Others",FALSE,1,0
1914,"CRHBP",-0.120267539446621,-0.120267539446621,0,"Others",FALSE,1,0
1915,"CRIM1",0.356372507583163,0.356372507583163,0,"Others",FALSE,2,0
1916,"CRIP1",0.18907246991908,0.18907246991908,0,"Others",FALSE,1,0
1917,"CRIPT",-0.19115646415459,-0.19115646415459,0,"Others",FALSE,1,0
1918,"CRISPLD2",-0.132488374847605,-0.132488374847605,0,"Others",FALSE,1,0
1919,"CRLF3",0.272241977376565,0.272241977376565,0,"Others",FALSE,1,0
1920,"CRNN",0.203599688513685,0.203599688513685,0,"Others",FALSE,1,0
1921,"CRPPA",0.168869885574141,0.168869885574141,0,"Others",FALSE,1,0
1922,"CRTAC1",0.196571765560318,0.196571765560318,0,"Others",FALSE,1,0
1923,"CRYBB1",0.267604977319559,0.267604977319559,0,"Others",FALSE,1,0
1924,"CRYGD",0.156079566581773,0.156079566581773,0,"Others",FALSE,1,0
1925,"CRYGS",0.258016401894563,0.258016401894563,0,"Others",FALSE,1,0
1926,"CRYL1",0.117541157369842,0.117541157369842,0,"Others",FALSE,1,0
1927,"CS084",-0.0899139587226692,-0.0899139587226692,0,"Others",FALSE,1,0
1928,"CSAG1",-0.089238489007161,-0.089238489007161,0,"Others",FALSE,1,0
1929,"CSDE1",-0.0884180177662822,-0.0884180177662822,0,"Others",FALSE,1,0
1930,"CSH1.CSH2",0.126034438002677,0.126034438002677,0,"Others",FALSE,1,0
1931,"CSMD2",0.295447634442603,0.295447634442603,0,"Others",FALSE,1,0
1932,"CSNK2A1.CSNK2B",-0.148377335710071,-0.148377335710071,0,"Others",FALSE,1,0
1933,"CSNK2A2.CSNK2B",-0.20253682738543,-0.20253682738543,0,"Others",FALSE,1,0
1934,"CSRP2",0.114862535934263,0.114862535934263,0,"Others",FALSE,1,0
1935,"CSRP3",0.388258533905104,0.388258533905104,0,"Others",FALSE,1,0
1936,"CST4",0.141628197143473,0.141628197143473,0,"Others",FALSE,1,0
1937,"CST6",0.187168286863097,0.187168286863097,0,"Others",FALSE,2,0
1938,"CST7",-0.152798456952858,-0.152798456952858,0,"Others",FALSE,1,0
1939,"CST8",0.201516286259097,0.201516286259097,0,"Others",FALSE,1,0
1940,"CSTB",0.347238973296935,0.347238973296935,0,"Others",FALSE,1,0
1941,"CSTF1",-0.137601662354954,-0.137601662354954,0,"Others",FALSE,1,0
1942,"CT45A1",-0.100155892309013,-0.100155892309013,0,"Others",FALSE,1,0
1943,"CT83",-0.178324628295508,-0.178324628295508,0,"Others",FALSE,1,0
1944,"CTH",-0.0969270416981339,-0.0969270416981339,0,"Others",FALSE,1,0
1945,"CTRB2",-0.0944263525161844,-0.0944263525161844,0,"Others",FALSE,1,0
1946,"CTRL",-0.141690241448998,-0.141690241448998,0,"Others",FALSE,1,0
1947,"CTSO",0.148673102245536,0.148673102245536,0,"Others",FALSE,1,0
1948,"CTSZ",0.100616608320082,0.100616608320082,0,"Others",FALSE,1,0
1949,"CUL4B",0.248882418130664,0.248882418130664,0,"Others",FALSE,1,0
1950,"CUTA",0.196322115223897,0.196322115223897,0,"Others",FALSE,1,0
1951,"CUTC",-0.186046366028375,-0.186046366028375,0,"Others",FALSE,1,0
1952,"CUZD1",0.145985539886342,0.145985539886342,0,"Others",FALSE,1,0
1953,"CWF19L1",-0.111160392770315,-0.111160392770315,0,"Others",FALSE,1,0
1954,"CXCL14",-0.173314082577462,-0.173314082577462,0,"Others",FALSE,1,0
1955,"CXCL16",0.325243946609494,0.325243946609494,0,"Others",FALSE,1,0
1956,"CXCL6",-0.110353747398985,-0.110353747398985,0,"Others",FALSE,1,0
1957,"CYB561D1",-0.10649103549615,-0.10649103549615,0,"Others",FALSE,1,0
1958,"CYB5A",0.174817872020202,0.174817872020202,0,"Others",FALSE,1,0
1959,"CYB5D2",0.209915540853376,0.209915540853376,0,"Others",FALSE,1,0
1960,"CYB5R3",-0.168752003703438,-0.168752003703438,0,"Others",FALSE,1,0
1961,"CYBC1",0.209830057408454,0.209830057408454,0,"Others",FALSE,1,0
1962,"CYP3A4",0.186017232068108,0.186017232068108,0,"Others",FALSE,1,0
1963,"CYRIA",-0.102648253271496,-0.102648253271496,0,"Others",FALSE,1,0
1964,"CYRIB",0.356011152443331,0.356011152443331,0,"Others",FALSE,1,0
1965,"CYSRT1",0.111620765081449,0.111620765081449,0,"Others",FALSE,1,0
1966,"CYTH4",0.0976123874293973,0.0976123874293973,0,"Others",FALSE,1,0
1967,"DAP",-0.195366255585673,-0.195366255585673,0,"Others",FALSE,1,0
1968,"DARS2",-0.102113282103141,-0.102113282103141,0,"Others",FALSE,1,0
1969,"DBI",0.256066685566668,0.256066685566668,0,"Others",FALSE,1,0
1970,"DBNDD1",0.197721952177038,0.197721952177038,0,"Others",FALSE,1,0
1971,"DBNDD2",0.292056336085599,0.292056336085599,0,"Others",FALSE,1,0
1972,"DBT",-0.131955320478331,-0.131955320478331,0,"Others",FALSE,1,0
1973,"DCBLD1",-0.108653895503989,-0.108653895503989,0,"Others",FALSE,1,0
1974,"DCK",-0.161540862413846,-0.161540862413846,0,"Others",FALSE,1,0
1975,"DCPS",0.11837517872908,0.11837517872908,0,"Others",FALSE,1,0
1976,"DCTD",0.13347472869462,0.13347472869462,0,"Others",FALSE,1,0
1977,"DCTPP1",0.13786806508875,0.13786806508875,0,"Others",FALSE,1,0
1978,"DCUN1D1",0.148064969300312,0.148064969300312,0,"Others",FALSE,1,0
1979,"DCUN1D3",0.102764049332742,0.102764049332742,0,"Others",FALSE,1,0
1980,"DDAH1",0.496329345983801,0.496329345983801,0,"Others",FALSE,1,0
1981,"DDHD2",0.292734667828077,0.292734667828077,0,"Others",FALSE,1,0
