"Rank","Gene","PTAU_rho","Mean_Rho","Degree","Functional_Category","MAPT_Interactor","N_Proteins","Priority_Score"
1,"MAPK8",0.348693065018846,0.348693065018846,102,"Tau Kinases",TRUE,1,3.1513908200531
2,"MAPK1",0.305705961811234,0.305705961811234,102,"Tau Kinases",TRUE,1,2.76288535200824
3,"PRKCB",0.315719702957729,0.315719702957729,80,"Tau Kinases",TRUE,1,2.70545765446325
4,"PRKCG",0.465450432255264,0.465450432255264,17,"Tau Kinases",TRUE,1,2.6233833289778
5,"PIN1",0.488544599654496,0.488544599654496,10,"Tau Folding/Stability",TRUE,1,2.28438363282224
6,"RAF1",0.442839610616696,0.442839610616696,32,"Growth Factor Signaling",FALSE,1,2.01290966114959
7,"STMN1",0.531079502205179,0.531079502205179,15,"Synaptic Proteins",FALSE,1,1.91420454995483
8,"AKT1",0.310587388993217,0.310587388993217,86,"Growth Factor Signaling",FALSE,1,1.8031711646735
9,"DLG4",0.469203212382189,0.469203212382189,18,"Synaptic Proteins",FALSE,1,1.7960022959947
10,"PPP3R1",0.551516008028066,0.551516008028066,4,"Tau Phosphatases",TRUE,1,1.73088000663763
11,"RPS6KA3",-0.193957849367555,-0.193957849367555,94,"Tau Kinases",TRUE,1,1.72235732794992
12,"YWHAB",0.550058402729659,0.550058402729659,10,"Synaptic Proteins",FALSE,2,1.71467717676901
13,"GRB2",0.344473992710551,0.344473992710551,30,"Growth Factor Signaling",FALSE,1,1.53779506821972
14,"MAPK3",0.173202509976179,0.173202509976179,92,"Tau Kinases",TRUE,1,1.53086233741526
15,"AKT3",0.372341832030813,0.372341832030813,20,"Growth Factor Signaling",FALSE,1,1.47368398075711
16,"PRKG1",0.226042750904068,0.226042750904068,27,"Tau Kinases",TRUE,1,1.46878031440714
17,"NOTCH1",0.286690317411832,0.286690317411832,40,"Astrocyte Activation",FALSE,1,1.38403870089572
18,"IGF1R",0.26469728386832,0.26469728386832,54,"Growth Factor Signaling",FALSE,1,1.37894927259234
19,"GSK3B",-0.137600705063026,-0.137600705063026,165,"Tau Kinases",TRUE,2,1.37165559170531
20,"YWHAZ",0.591482677882234,0.591482677882234,9,"Others",FALSE,1,1.36193919685583
21,"PDPK1",-0.204982020581694,-0.204982020581694,29,"Tau Kinases",TRUE,1,1.35950940779603
22,"NRXN1",0.352234532929824,0.305389749801058,46,"Others",FALSE,3,1.35615494219923
23,"STMN2",0.529563145165625,0.529563145165625,6,"Synaptic Proteins",FALSE,1,1.33962698836647
24,"SYK",-0.182169239030304,-0.182169239030304,41,"Microglia / Immune",TRUE,1,1.32773243871327
25,"HSP90AA1",0.329056186376906,0.329056186376906,20,"Tau Folding/Stability",FALSE,1,1.30236462550505
26,"MAPK14",0.138969766421931,0.138969766421931,120,"Tau Kinases",TRUE,1,1.29961628926366
27,"CRK",0.452917550196321,0.452917550196321,16,"Others",FALSE,1,1.28321204697347
28,"YWHAH",0.499176054173837,0.499176054173837,6,"Synaptic Proteins",FALSE,2,1.26275727497693
29,"GAP43",0.540813278862078,0.540813278862078,5,"Synaptic Proteins",FALSE,1,1.25970950753102
30,"EGFR",0.209755104594806,0.209755104594806,93,"Growth Factor Signaling",FALSE,1,1.23887305393811
31,"INSR",0.221338736720684,0.221338736720684,71,"Growth Factor Signaling",FALSE,1,1.23056943900691
32,"CSNK2A1",-0.202332293215371,-0.202332293215371,104,"Tau Kinases",FALSE,1,1.22414041123502
33,"MAP2K1",0.315850806802691,0.315850806802691,18,"Growth Factor Signaling",FALSE,1,1.20900445529632
34,"IKBKB",0.327177735848049,0.327177735848049,39,"Others",FALSE,1,1.20691922761339
35,"MAPK10",0.253724393892258,0.253724393892258,34,"Tau Kinases",FALSE,1,1.17270209157064
36,"PRKCZ",-0.168264736432556,-0.168264736432556,30,"Tau Kinases",TRUE,1,1.12674695615715
37,"EPHA3",0.345373524735927,0.345373524735927,24,"Others",FALSE,1,1.111714489322
38,"HSP90AB1",0.35093016358403,0.35093016358403,10,"Tau Folding/Stability",FALSE,1,1.09394191444266
39,"SLIT2",0.524393627020544,0.524393627020544,7,"Others",FALSE,1,1.09044589221868
40,"ALK",0.309903979647461,0.309903979647461,9,"Others",TRUE,1,1.07037042569366
41,"DNM1",0.395051043757419,0.395051043757419,7,"Cytoskeleton / Axonal Transport",FALSE,1,1.0679312169151
42,"ERBB2",-0.210025435404574,-0.210025435404574,48,"Growth Factor Signaling",FALSE,1,1.06259562841516
43,"FGFR1",0.21921525768188,0.21921525768188,39,"Growth Factor Signaling",FALSE,1,1.05125625811827
44,"FLT1",0.278844038201627,0.278844038201627,17,"Growth Factor Signaling",FALSE,2,1.04775181273841
45,"DYRK1A",0.202008164622452,0.202008164622452,13,"Tau Kinases",TRUE,1,1.03956669860357
46,"NTRK2",0.296507079648355,0.296507079648355,13,"Synaptic Proteins",FALSE,1,1.01724893637745
47,"PTPRD",0.319264431529645,0.319264431529645,23,"Others",FALSE,1,1.01463954951665
48,"AMPH",0.487430923338457,0.487430923338457,7,"Others",FALSE,1,1.01358411068935
49,"YWHAE",0.559850361178882,0.559850361178882,3,"Synaptic Proteins",FALSE,1,1.00895261840518
50,"CAMK2A",0.149140214960566,0.149140214960566,31,"Tau Kinases",TRUE,1,1.0079171652032
51,"GLO1",0.405391745009042,0.405391745009042,11,"Others",FALSE,1,1.00736064294213
52,"PTPN11",0.251323158276221,0.251323158276221,51,"Others",FALSE,2,0.993039050472964
53,"MAP1LC3B",0.451602375295693,0.451602375295693,8,"Others",FALSE,1,0.992271838183112
54,"CAPN2",0.263864078900862,0.263864078900862,11,"Others",TRUE,1,0.983516406451406
55,"PEBP1",0.502812359896117,0.502812359896117,6,"Others",FALSE,1,0.978427674192306
56,"EFNB3",0.347872078969661,0.347872078969661,15,"Others",FALSE,1,0.96450620293339
57,"PIK3R1",-0.221815756555052,-0.221815756555052,27,"Growth Factor Signaling",FALSE,1,0.960876103746872
58,"CRKL",0.460089622141023,0.460089622141023,7,"Others",FALSE,1,0.956729473175822
59,"ERBB3",0.227177446400357,0.227177446400357,24,"Growth Factor Signaling",FALSE,1,0.950632787225421
60,"MET",0.255978882170976,0.255978882170976,37,"Others",FALSE,2,0.931145238967374
61,"LYN",-0.173774985687043,-0.173774985687043,60,"Microglia / Immune",FALSE,2,0.928677160980343
62,"PTPRS",0.263267394940849,0.263267394940849,33,"Others",FALSE,1,0.928375748937941
63,"PLCB1",0.472531538233235,0.472531538233235,6,"Others",FALSE,1,0.91950391599677
64,"EPHB2",0.269868618504668,0.269868618504668,29,"Others",FALSE,2,0.91787643865086
65,"CAMK2B",0.274692614328858,0.274692614328858,12,"Tau Kinases",FALSE,1,0.915944438008905
66,"EFNB2",0.300328364738904,0.300328364738904,20,"Others",FALSE,1,0.914356445132377
67,"UNC5A",0.32253459992826,0.32253459992826,16,"Others",FALSE,1,0.91380933243658
68,"STX1A",0.436287311182228,0.436287311182228,4,"Synaptic Proteins",FALSE,2,0.912830541129796
69,"SHANK3",0.503662458136427,0.503662458136427,3,"Synaptic Proteins",FALSE,1,0.907691753309005
70,"LRRTM2",0.313675585643254,0.313675585643254,17,"Others",FALSE,1,0.906639053884802
71,"L1CAM",0.28892067655843,0.28892067655843,22,"Others",FALSE,1,0.905909110211294
72,"NTRK1",-0.219161273281164,-0.219161273281164,23,"Growth Factor Signaling",FALSE,1,0.905458221219679
73,"PPP1R1A",0.462572460178352,0.462572460178352,6,"Others",FALSE,1,0.900124444934539
74,"GABBR1",0.431086764591637,0.431086764591637,7,"Others",FALSE,1,0.896419726360205
75,"PTPRJ",0.278348056427021,0.278348056427021,24,"Others",FALSE,1,0.895967829731987
76,"NTRK3",0.299073475908229,0.299073475908229,9,"Growth Factor Signaling",FALSE,1,0.895234765537061
77,"ITGB2",0.201640701919593,0.201640701919593,27,"Microglia / Immune",FALSE,1,0.873480473282771
78,"EIF4B",0.44790783813437,0.44790783813437,6,"Others",FALSE,1,0.871588408067095
79,"CBL",0.225033418773166,0.225033418773166,45,"Others",FALSE,1,0.86157226270841
80,"FYN",0.130041629108278,0.130041629108278,80,"Others",TRUE,1,0.857191990660647
81,"PEA15",0.370152000326948,0.370152000326948,9,"Others",FALSE,1,0.852306478094758
82,"EPHB6",0.313689214741376,0.313689214741376,14,"Others",FALSE,2,0.849486141063977
83,"SPP1",0.407517718774398,0.407517718774398,7,"Others",FALSE,1,0.847409273390084
84,"ITSN1",0.434778123584073,0.434778123584073,6,"Others",FALSE,1,0.846039163269473
85,"BTK",-0.216515171802286,-0.216515171802286,19,"Microglia / Immune",FALSE,2,0.843207934246853
86,"DCLK1",0.523354359113002,0.523354359113002,4,"Others",FALSE,1,0.842306347194117
87,"BMPR2",0.288424194844675,0.288424194844675,17,"Others",FALSE,1,0.83365314707299
88,"VEGFA",0.242173822140485,0.242173822140485,13,"Growth Factor Signaling",FALSE,1,0.830843780469027
89,"NEO1",0.314556760200268,0.314556760200268,13,"Others",FALSE,1,0.830133323586545
90,"PTEN",-0.127240998554876,-0.127240998554876,27,"Tau Phosphatases",TRUE,1,0.82678640706432
91,"SMURF1",0.459462371983288,0.459462371983288,5,"Others",FALSE,1,0.82324605575504
92,"MAP1LC3A",0.508004740016733,0.508004740016733,4,"Others",FALSE,1,0.817602088279158
93,"NRP1",0.268311671193453,0.268311671193453,20,"Others",FALSE,2,0.816880903251536
94,"UBE2N",0.417767267033116,0.417767267033116,6,"Others",FALSE,1,0.812937564862841
95,"FN1",0.269036431239821,0.262474326430342,19,"Others",FALSE,3,0.805961119826921
96,"CSF1R",0.258391778828502,0.258391778828502,10,"Microglia / Immune",FALSE,2,0.805475352477676
97,"SYT1",0.443613464803291,0.443613464803291,3,"Synaptic Proteins",FALSE,1,0.799472498205757
98,"GABARAP",0.44139330852036,0.44139330852036,5,"Others",FALSE,2,0.790870640195256
99,"LRP6",0.237173688896227,0.237173688896227,27,"Others",FALSE,1,0.790311235834897
100,"EIF4G2",0.440944955303512,0.440944955303512,5,"Others",FALSE,1,0.790067299073409
101,"APOE",0.157829158580479,0.157829158580479,12,"Metabolism",TRUE,1,0.789406407834904
102,"EPHA6",0.305159191163834,0.305159191163834,12,"Others",FALSE,1,0.782717871299159
103,"DLG2",0.545986108214673,0.545986108214673,2,"Synaptic Proteins",FALSE,1,0.779775162304731
104,"EFNA5",0.247263327283544,0.247263327283544,22,"Others",FALSE,1,0.77529273250895
105,"FOXO3",-0.230291795713371,-0.230291795713371,27,"Others",FALSE,1,0.76737936033244
106,"EPHA7",0.290383327164235,0.290383327164235,13,"Others",FALSE,2,0.76633824795084
107,"EFNB1",0.247068186703317,0.247068186703317,21,"Others",FALSE,2,0.763698253974211
108,"UNC5D",0.29492848248922,0.293687285482907,12,"Others",FALSE,3,0.756476621657832
109,"FGR",-0.194161614199227,-0.194161614199227,19,"Microglia / Immune",FALSE,1,0.756153078124554
110,"NRGN",0.529147052869192,0.529147052869192,2,"Synaptic Proteins",FALSE,1,0.755725691232991
111,"GABARAPL2",0.387065140000938,0.387065140000938,6,"Others",FALSE,1,0.753193984273341
112,"NOTCH2",0.21385396394102,0.21385396394102,14,"Astrocyte Activation",FALSE,1,0.752865451074079
113,"IL6ST",0.254280559264027,0.254280559264027,18,"Others",FALSE,1,0.748713590341242
114,"IFNGR1",0.311128448152562,0.311128448152562,10,"Others",FALSE,1,0.74605343505812
115,"UNC5B",0.293744356798585,0.301291114754677,11,"Others",FALSE,3,0.729927305546503
116,"NCAM1",0.243452347721224,0.243452347721224,19,"Others",FALSE,2,0.72931805514096
117,"EFNA3",0.235373832209933,0.235373832209933,21,"Others",FALSE,2,0.727550507770538
118,"DAG1",0.266687697580618,0.266687697580618,14,"Others",FALSE,1,0.722203673064678
119,"GFAP",0.266829979270623,0.266829979270623,7,"Astrocyte Activation",FALSE,2,0.721314546499173
120,"PLAUR",0.36985563655976,0.36985563655976,6,"Others",FALSE,1,0.71970583686695
121,"STX3",0.369205030549554,0.369205030549554,6,"Others",FALSE,1,0.718439816028655
122,"STAT3",0.142365148790642,0.142365148790642,47,"Astrocyte Activation",FALSE,2,0.716461340291303
123,"EFNA2",0.243103792966892,0.243103792966892,18,"Others",FALSE,2,0.715804283994925
124,"RPS6KA1",-0.168859511537982,-0.168859511537982,25,"Growth Factor Signaling",FALSE,1,0.715208766940068
125,"ISLR2",0.297907295855706,0.297907295855706,10,"Others",FALSE,2,0.714350496464542
126,"ACVR2A",0.267923865543924,0.267923865543924,13,"Others",FALSE,1,0.707066441142547
127,"TREM2",0.226504682144561,0.221990743959534,10,"Microglia / Immune",FALSE,3,0.706074858555481
128,"CD5",0.306443905029205,0.306443905029205,9,"Others",FALSE,1,0.705613167559132
129,"ROR2",0.294117827073799,0.294117827073799,10,"Others",FALSE,1,0.70526374718599
130,"HJV",0.305833973776743,0.305833973776743,9,"Others",FALSE,1,0.704208748949459
131,"ICAM5",0.293464515015983,0.282137914049087,10,"Others",FALSE,3,0.703697173290892
132,"PPP1CC",0.129804843169471,0.129804843169471,15,"Tau Phosphatases",TRUE,1,0.70179611631437
133,"IKBKG",-0.242200044694971,-0.242200044694971,17,"Others",FALSE,1,0.700048168947533
134,"FLRT3",0.291115885368674,0.291115885368674,10,"Others",FALSE,1,0.698065405362056
135,"FLRT1",0.302531297230466,0.302531297230466,9,"Others",FALSE,1,0.696604055167021
136,"NFIA",0.238992543695564,0.238992543695564,8,"Astrocyte Activation",FALSE,1,0.682656378050391
137,"DCC",0.22658270900484,0.22658270900484,19,"Others",FALSE,1,0.678781133995091
138,"SIGLEC7",0.272679831233813,0.272679831233813,11,"Others",FALSE,1,0.677583925895971
139,"LCK",-0.161641838574396,-0.161641838574396,65,"Others",FALSE,1,0.677223495493089
140,"CYCS",0.324939968110294,0.324939968110294,7,"Others",FALSE,1,0.675693668240667
141,"SMAD4",0.23770411514627,0.23770411514627,16,"Others",FALSE,1,0.673466470969488
142,"MAPK13",-0.213828651101323,-0.213828651101323,4,"Tau Kinases",TRUE,1,0.671080678801871
143,"EGF",0.290923849967631,0.290923849967631,9,"Others",FALSE,1,0.669876920131905
144,"IRF3",0.236043627621294,0.236043627621294,16,"Others",FALSE,1,0.668761955556085
145,"EPHB1",0.253285491647973,0.253285491647973,13,"Others",FALSE,1,0.668434933218789
146,"NRP2",0.26051610848868,0.26051610848868,12,"Others",FALSE,2,0.668210625076421
147,"FOXM1",-0.246457296419633,-0.246457296419633,14,"Others",FALSE,1,0.667418731132295
148,"CADM3",0.30238365243286,0.30238365243286,8,"Others",FALSE,1,0.664404792910172
149,"MAGI2",0.478527656604904,0.478527656604904,3,"Others",FALSE,1,0.663380191991293
150,"NTN1",0.301320064711855,0.301320064711855,8,"Others",FALSE,2,0.662067851829429
151,"PPM1B",0.367192235883224,0.367192235883224,5,"Others",FALSE,1,0.657920165670787
152,"EPHA4",0.209190778838911,0.209190778838911,22,"Others",FALSE,2,0.655916477075118
153,"CAMK2D",0.185293437680427,0.185293437680427,14,"Tau Kinases",FALSE,1,0.65231911052542
154,"NRXN3",0.173011280170303,0.173011280170303,42,"Others",FALSE,2,0.650730046992836
155,"PRKCI",-0.151715115347349,-0.151715115347349,8,"Tau Kinases",TRUE,1,0.650036751379458
156,"CD320",0.36244197850609,0.36244197850609,5,"Others",FALSE,1,0.649408847034038
157,"EZR",0.259539222666318,0.259539222666318,11,"Others",FALSE,1,0.644930740284343
158,"EPHA10",0.243514801158648,0.243514801158648,13,"Others",FALSE,2,0.642649520867532
159,"NOTCH3",0.257025733569728,0.257025733569728,11,"Others",FALSE,1,0.638684954514055
160,"EFNA4",0.19306349856884,0.19306349856884,26,"Others",FALSE,2,0.636305796062955
161,"FLNA",0.234437667692735,0.234437667692735,14,"Others",FALSE,1,0.634868973141244
162,"KIT",0.194561630834378,0.194561630834378,25,"Others",FALSE,1,0.6339005758533
163,"UBE2I",0.28684201891064,0.28684201891064,8,"Others",FALSE,1,0.630256333763199
164,"WWC1",0.45309143987525,0.45309143987525,3,"Others",FALSE,1,0.628118108170751
165,"TNFRSF1B",0.389643875852707,0.389643875852707,4,"Others",FALSE,2,0.627107626145113
166,"HTRA2",0.30120888317929,0.30120888317929,7,"Others",FALSE,1,0.626346264406005
167,"RGMA",0.271932141932142,0.271932141932142,9,"Others",FALSE,1,0.626146896318891
168,"EPN1",0.389017281121046,0.389017281121046,4,"Others",FALSE,1,0.626099160828246
169,"RANBP3",0.451139319603429,0.451139319603429,3,"Others",FALSE,1,0.625411894845698
170,"GABARAPL1",0.451050263828698,0.451050263828698,3,"Others",FALSE,1,0.625288437327363
171,"EPHA2",0.199312639705203,0.199312639705203,22,"Others",FALSE,1,0.624943628957235
172,"CADM1",0.283640298162243,0.283640298162243,8,"Others",FALSE,1,0.623221434245055
173,"EPHA5",0.235506355844686,0.235506355844686,13,"Others",FALSE,1,0.621514774562898
174,"BRAF",-0.15691852847768,-0.15691852847768,20,"Growth Factor Signaling",FALSE,1,0.62106457509829
175,"DSCAM",0.297360863314011,0.297360863314011,7,"Others",FALSE,1,0.618344532044934
176,"SRC",-0.0905981345530169,-0.0905981345530169,183,"Microglia / Immune",FALSE,1,0.614202486889157
177,"FAM20C",0.266668897189283,0.266668897189283,9,"Others",FALSE,2,0.614027827433205
178,"DLL1",0.278146083354334,0.278146083354334,8,"Others",FALSE,2,0.611149410435951
179,"NLGN2",0.237670183778469,0.237670183778469,12,"Others",FALSE,2,0.609611985170349
180,"TYRO3",0.291861206233898,0.291861206233898,7,"Others",FALSE,2,0.606908316647554
181,"LIFR",0.252652092423381,0.252652092423381,10,"Others",FALSE,1,0.605833258084643
182,"IL6R",0.207259517485843,0.203451756078778,17,"Others",FALSE,3,0.599057055896267
183,"SPI1",-0.188205773329055,-0.188205773329055,23,"Others",FALSE,1,0.598128078822
184,"SLIT1",0.333380904533858,0.333380904533858,5,"Others",FALSE,1,0.597338392558355
185,"FZD5",0.287197550002349,0.287197550002349,7,"Others",FALSE,1,0.597210516143557
186,"GPHN",0.332057594779385,0.332057594779385,5,"Others",FALSE,1,0.594967339775055
187,"NFKB1",-0.219977480252748,-0.219977480252748,7,"Microglia / Immune",FALSE,1,0.594659403873107
188,"CD33",0.16868948991788,0.16868948991788,14,"Microglia / Immune",FALSE,1,0.593865489224728
189,"DAPK1",-0.185803682423975,-0.185803682423975,23,"Others",FALSE,1,0.590494104620268
190,"TNFRSF11B",0.217915306803013,0.217915306803013,14,"Others",FALSE,1,0.59012559041115
191,"VWF",0.283044246928869,0.283044246928869,7,"Others",FALSE,1,0.588573965197375
192,"EPHB3",0.267685156318941,0.267685156318941,8,"Others",FALSE,1,0.588164404452066
193,"AKT2",0.127699163938724,0.127699163938724,33,"Growth Factor Signaling",FALSE,1,0.585407277962005
194,"MAP2K2",-0.180934889375411,-0.180934889375411,11,"Growth Factor Signaling",FALSE,1,0.5844882027239
195,"JAG1",0.243537322719752,0.243537322719752,10,"Others",FALSE,1,0.583976994899665
196,"YWHAQ",0.325868712806667,0.325868712806667,5,"Others",FALSE,1,0.583878351896502
197,"RET",0.171531507933221,0.171531507933221,29,"Others",FALSE,1,0.583412515655033
198,"PLXNA1",0.26497059509953,0.26497059509953,8,"Others",FALSE,1,0.58219990382409
199,"PTPN6",-0.153803441963065,-0.153803441963065,43,"Others",FALSE,1,0.582021390737579
200,"NCAN",0.298785332683638,0.298785332683638,6,"Others",FALSE,1,0.581409411257959
201,"TNFRSF1A",0.298199779066889,0.298199779066889,6,"Others",FALSE,1,0.580269976532312
202,"UNC5C",0.250960928026515,0.250960928026515,9,"Others",FALSE,1,0.577858891797805
203,"LRRTM1",0.262833297418817,0.262833297418817,8,"Others",FALSE,1,0.577503780830945
204,"PLCG1",0.152869945552072,0.152869945552072,42,"Others",FALSE,1,0.574974456896521
205,"LRP2",0.19862703469799,0.19862703469799,17,"Others",FALSE,1,0.574105971445732
206,"TLR2",-0.18367737718252,-0.18367737718252,10,"Microglia / Immune",FALSE,1,0.572570848805758
207,"THBS1",0.223134208414262,0.223134208414262,12,"Others",FALSE,1,0.572327944499849
208,"NEFL",0.318652219748768,0.318652219748768,5,"Others",FALSE,1,0.570948132125394
209,"FGFR4",-0.174847714447957,-0.174847714447957,25,"Others",FALSE,1,0.569670733123858
210,"BID",0.193161108731173,0.193161108731173,18,"Others",FALSE,1,0.568751097807074
211,"CLTC",-0.271440573083272,-0.271440573083272,4,"Cytoskeleton / Axonal Transport",FALSE,1,0.567926774080974
212,"DNM2",0.315079663156776,0.315079663156776,3,"Cytoskeleton / Axonal Transport",FALSE,1,0.567831108439131
213,"EPHB4",0.236801579092107,0.236801579092107,10,"Others",FALSE,1,0.567825387096152
214,"LRRC4C",0.236266430564187,0.236266430564187,10,"Others",FALSE,1,0.566542156970808
215,"FUBP1",0.35200049410962,0.35200049410962,4,"Others",FALSE,1,0.566522940415558
216,"LRFN4",0.316048121086395,0.316048121086395,5,"Others",FALSE,1,0.566282213688282
217,"CNTN5",0.315936772439147,0.315936772439147,5,"Others",FALSE,1,0.566082703695191
218,"CFTR",0.235929754796298,0.235929754796298,10,"Others",FALSE,1,0.565734843738522
219,"LRRTM4",0.195327437526039,0.195327437526039,17,"Others",FALSE,1,0.564568908967492
220,"LRRN1",0.404801272248397,0.404801272248397,3,"Others",FALSE,1,0.56117372109211
221,"YAP1",0.201944227079532,0.201944227079532,15,"Others",FALSE,1,0.55990828652214
222,"FLRT2",0.224243401431612,0.224243401431612,11,"Others",FALSE,1,0.557223919388493
223,"PDGFRA",0.171594473031523,0.171594473031523,11,"Growth Factor Signaling",FALSE,1,0.55431512123377
224,"FZD2",0.251458163307245,0.251458163307245,8,"Others",FALSE,1,0.552510056590504
225,"CAMK4",0.208064489969036,0.208064489969036,13,"Others",FALSE,1,0.549094117285445
226,"STAT1",-0.170263371752418,-0.170263371752418,24,"Others",FALSE,1,0.548056651194407
227,"NTM",0.2621356147118,0.2621356147118,7,"Others",FALSE,2,0.545095686785496
228,"PRKCQ",-0.184884929375762,-0.184884929375762,18,"Others",FALSE,1,0.544382392714427
229,"SDC3",0.212056367043143,0.212056367043143,12,"Others",FALSE,1,0.543913842392937
230,"LRP8",0.279033625533849,0.279033625533849,6,"Others",FALSE,1,0.542974363854017
231,"ALCAM",0.260668816156665,0.260668816156665,7,"Others",FALSE,1,0.542045564936672
232,"CD46",0.301973632500003,0.301973632500003,5,"Others",FALSE,1,0.541064115489073
233,"NLGN1",0.260106443237633,0.263795441217979,7,"Others",FALSE,3,0.540876143326922
234,"SUMO3",0.492044874344877,0.492044874344877,2,"Others",FALSE,2,0.540566545531438
235,"NEFH",0.389412384125714,0.389412384125714,3,"Others",FALSE,1,0.53984019226373
236,"UBE2V1",0.388949594142512,0.388949594142512,3,"Others",FALSE,1,0.539198629119635
237,"ADGRB3",0.276810465798479,0.276810465798479,6,"Others",FALSE,1,0.538648294761988
238,"ROBO2",0.276598094996977,0.276598094996977,6,"Others",FALSE,2,0.538235040263984
239,"STK4",0.189505095564032,0.189505095564032,16,"Others",FALSE,1,0.536908365518664
240,"PLXNA4",0.25771043838739,0.25771043838739,7,"Others",FALSE,1,0.53589379130726
241,"BSG",0.298314974495756,0.298314974495756,5,"Others",FALSE,1,0.534508680365296
242,"RB1",-0.222739221051494,-0.222739221051494,10,"Others",FALSE,1,0.534105325226168
243,"YWHAG",0.590051156415408,0.590051156415408,1,"Synaptic Proteins",FALSE,2,0.531689984092118
244,"NRG3",0.329266589060667,0.329266589060667,4,"Others",FALSE,2,0.529934131732097
245,"FZD1",0.295252630881979,0.295252630881979,5,"Others",FALSE,1,0.529021697197282
246,"MPZL1",0.327669174753151,0.327669174753151,4,"Others",FALSE,1,0.527363192583715
247,"SKP2",-0.239219328112588,-0.239219328112588,8,"Others",FALSE,1,0.525618587102836
248,"BAG6",0.476460627782258,0.476460627782258,2,"Others",FALSE,1,0.523445500748111
249,"MAPK11",0.14933847485363,0.14933847485363,5,"Tau Kinases",TRUE,1,0.52177832155618
250,"CDC25B",0.203112305410805,0.203112305410805,12,"Others",FALSE,1,0.520972777255976
251,"FZD8",0.250225774159776,0.250225774159776,7,"Others",FALSE,1,0.520329869586835
252,"BAD",-0.151328713073791,-0.151328713073791,30,"Others",FALSE,1,0.519660864366603
253,"DUSP6",-0.181179823009113,-0.181179823009113,8,"Tau Phosphatases",FALSE,1,0.517520588042964
254,"PLXND1",0.288598627898028,0.288598627898028,5,"Others",FALSE,1,0.517099324342515
255,"VIM",0.154472351722806,0.154472351722806,12,"Astrocyte Activation",FALSE,1,0.51507788708608
256,"ROBO1",0.263863988161463,0.263863988161463,6,"Others",FALSE,1,0.513455612533602
257,"SLITRK4",0.318798869615572,0.318798869615572,4,"Others",FALSE,1,0.513086987200437
258,"PARK7",0.368455604458416,0.368455604458416,3,"Others",FALSE,1,0.510787926783722
259,"ADGRB1",0.262483991801411,0.262483991801411,6,"Others",FALSE,1,0.510770263610916
260,"PTK2B",-0.152903343982523,-0.152903343982523,27,"Others",FALSE,1,0.509505212439435
261,"BCL2",-0.162310500316634,-0.162310500316634,22,"Others",FALSE,1,0.508923634927371
262,"KDR",0.121384126637192,0.121384126637192,24,"Growth Factor Signaling",FALSE,1,0.507936559981758
263,"VPS4A",0.462248188098686,0.462248188098686,2,"Others",FALSE,1,0.507831539859784
264,"PLXNB2",0.244187135530271,0.244187135530271,7,"Others",FALSE,1,0.507772873565449
265,"BCL2L1",0.197104723995159,0.197104723995159,12,"Others",FALSE,1,0.505563635164017
266,"SLITRK1",0.259648129401326,0.259648129401326,6,"Others",FALSE,2,0.505251930185267
267,"ARHGEF2",-0.203015563831152,-0.203015563831152,11,"Others",FALSE,1,0.50447472457449
268,"LPL",0.241039368267507,0.241039368267507,4,"Metabolism",FALSE,1,0.504319266982557
269,"TIE1",0.210020648032079,0.210020648032079,10,"Others",FALSE,1,0.503607519106173
270,"BCL10",-0.241480597554908,-0.241480597554908,7,"Others",FALSE,1,0.502144786065346
271,"STX7",0.456581604085544,0.456581604085544,2,"Others",FALSE,1,0.501606161028176
272,"CADM2",0.310882828910902,0.310882828910902,4,"Others",FALSE,1,0.500346611173969
273,"MOG",0.195048133327651,0.195048133327651,12,"Others",FALSE,1,0.50028858425283
274,"DOK1",-0.194014890816255,-0.194014890816255,12,"Others",FALSE,1,0.497638369537122
275,"NCK2",0.358964287503944,0.358964287503944,3,"Others",FALSE,1,0.497630167610137
276,"ENG",0.172114969063656,0.172114969063656,17,"Others",FALSE,1,0.497476245692763
277,"GPC1",0.20652978310586,0.20652978310586,10,"Others",FALSE,1,0.495236790601615
278,"FAS",0.198670831432892,0.185268044552039,11,"Others",FALSE,4,0.493678470146503
279,"ITGB7",0.214233972963774,0.214233972963774,9,"Others",FALSE,1,0.493291952559275
280,"ADAM10",-0.16158610197306,-0.16158610197306,20,"Others",FALSE,1,0.491952513081246
281,"PTPA",0.446706317007907,0.446706317007907,2,"Others",FALSE,1,0.490757049290558
282,"ADAM9",0.303735986477121,0.303735986477121,4,"Others",FALSE,1,0.48884421200685
283,"SPAST",0.352179044890869,0.352179044890869,3,"Others",FALSE,1,0.4882238240368
284,"FLT3",-0.174885610495924,-0.174885610495924,15,"Others",FALSE,1,0.484885871343019
285,"MAPRE1",0.300183564901229,0.300183564901229,4,"Others",FALSE,1,0.48312681004166
286,"GTF2I",-0.201471081602573,-0.201471081602573,10,"Others",FALSE,1,0.483106554180385
287,"CHL1",0.219343101528984,0.219343101528984,8,"Others",FALSE,2,0.481946053548638
288,"MPZ",0.247532503345451,0.247532503345451,6,"Others",FALSE,1,0.481676010480982
289,"TBK1",-0.158135976317667,-0.158135976317667,20,"Others",FALSE,1,0.481448528110438
290,"ADGRL3",0.246936483831672,0.246936483831672,6,"Others",FALSE,1,0.480516210060083
