"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-9931269","AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274)","21/2324","28/4190",0.75,1.35219449225473,2.08654598312023,0.0267430767206009,0.171244342094898,0.142152789314506,"PSMB6/PSMA7/PSMB5/PSMB1/PSMA4/PSMB3/PSMB4/PSMA5/PSMB2/PSMC3/PSMD6/VCP/PSMC5/PSMA1/PSMD7/PSMA2/RPS27A/CD274/UBC/UBB/ERLEC1",21
"R-HSA-373755","Semaphorin interactions","28/2324","39/4190",0.717948717948718,1.29440840284214,2.06121626303543,0.0270053385652182,0.171973557126857,0.14275812289537,"MET/TREM2/DPYSL5/DPYSL3/RND1/SEMA4A/PLXNB3/RHOB/CRMP1/PLXNA4/PLXND1/MYL6/SEMA6D/MYL9/GSK3B/ERBB2/HSP90AA1/NRP1/SEMA3A/FYN/CFL1/PLXNC1/SEMA6A/SEMA3E/HSP90AB1/SEMA4D/SEMA7A/PLXNA1",28
"R-HSA-1280218","Adaptive Immune System","249/2324","415/4190",0.6,1.08175559380379,1.95794491853401,0.0280001218003705,0.174066317603371,0.144495358330213,"RAF1/CUL3/NCF2/STAT3/STAT1/TNFRSF14/RPN1/PSMB6/NRAS/LAT/STX4/CLEC4G/CD1A/COL1A1/ITGB7/MADCAM1/WWP1/BLK/SYK/DYNLL2/SMURF1/DNM2/ITGAL/UBE2V1/DTX3L/EVL/PTPN11/TREM2/ANAPC10/YWHAB/PSMA7/SH3GL2/TEAD4/CDC34/PSMB5/PSMB1/PPP2R1A/ATG7/AHCYL1/HERC1/KIF22/ITGB2/FBXL5/TEAD3/HERC5/PRKN/PRKG1/CD300C/UBE2D4/RACGAP1/AP2A2/PPP2R5A/RBBP5/CLTC/SPOP/RAP1GAP/DPY30/KIF3A/ULBP1/PSMA4/PIANP/H2BC21/UBE2E1/AKT2/SEC13/AGO3/RBBP4/CD8A/PPP3R1/COL2A1/LILRA2/AKT1/BTLA/SIGLEC5/CD14/UBE2G1/DDOST/UBE2K/BTN3A3/WDR5/CUL1/UBE2V2/UBE2F/PSMB3/PSMB4/SH2D1B/UBE2D2/CD3E/KIR3DL1/PSMA5/PSMB9/BTK/ARF1/PSMB2/UBE2D3/ASB9/JUND/UBE2E3/CD1B/KLRB1/CD300LG/UBE2Z/EED/UBE2W/ASB13/BTN3A2/SAR1B/BTN1A1/LILRA1/UBE2Q2/PSMB10/UBA7/UBE2H/IKBKG/WAS/PPP2R5D/H2BC12/KCTD7/CD209/BTN2A2/SKP2/TRIM9/FCGR2B/KCTD6/THEM4/KLHL2/KLHL41/PSMC3/PSMD6/GSK3B/S100A8/RILP/KLC3/KIF3C/DNM1/COPS5/AP2B1/IKBKB/AP1B1/DYNC1LI1/VCP/KLHL3/UBE4A/HMGB1/INPP5D/YAP1/PSMC5/UBAC1/FKBP1A/PIK3C3/CD80/MRC1/ICAM3/SIGLEC7/ULBP3/C3/YES1/CD22/CD36/MRC2/KLRK1/CD33/FCGR1A/CD207/CSK/LYN/AKT3/CSNK2A1/B2M/LGMN/FYN/PTEN/TLR2/ZAP70/PPIA/PSMA1/UBE2L3/PSMD7/SKP1/UBE2N/YWHAG/PSMA2/PTPN6/ICAM1/PDPK1/RPS27A/LCK/PLCG1/PDIA3/CD274/ICOSLG/LILRB1/LILRB2/KIR2DL4/MICB/CD200/ICAM5/KRAS/CALR/GRAP2/VAV1/CD86/S100A9/COLEC12/GRB2/PRKCB/SRC/CTSD/CD300LF/CD300A/CD226/YWHAZ/UBC/NECTIN2/ICAM4/UBB/UBE2J1/CLEC2D/KIR2DL2/CD79A/HERC4/VAMP3/CRTAM/CTSB/PVR/JAML/PTPRJ/CD300E/LILRA4/NCR1/CTNNB1/KEAP1/OSCAR/CD74/LILRA5/PIK3R1/BTN2A1/SIGLEC11/STIM1/ERLEC1/ERAP2/RIPK2/CTSO/TREM1/CD8B/ENAH/VASP/TNRC6B/NFKB1",249
"R-HSA-180534","Vpu mediated degradation of CD4","19/2324","25/4190",0.76,1.37022375215146,2.07178269778533,0.0282770263197127,0.174066317603371,0.144495358330213,"PSMB6/PSMA7/PSMB5/PSMB1/PSMA4/PSMB3/PSMB4/PSMA5/PSMB2/PSMC3/PSMD6/PSMC5/PSMA1/PSMD7/SKP1/PSMA2/RPS27A/UBC/UBB",19
"R-HSA-389356","Co-stimulation by CD28","19/2324","25/4190",0.76,1.37022375215146,2.07178269778533,0.0282770263197127,0.174066317603371,0.144495358330213,"PPP2R1A/PPP2R5A/AKT2/AKT1/PPP2R5D/THEM4/CD80/YES1/LYN/AKT3/FYN/PDPK1/LCK/GRAP2/VAV1/CD86/GRB2/SRC/PIK3R1",19
"R-HSA-5675221","Negative regulation of MAPK pathway","19/2324","25/4190",0.76,1.37022375215146,2.07178269778533,0.0282770263197127,0.174066317603371,0.144495358330213,"RAF1/NRAS/DUSP6/YWHAB/ARAF/PPP2R1A/PPP2R5A/BRAF/DUSP10/PPP2R5D/MAPK3/MAP2K1/MAPK1/MAP2K2/PEBP1/RPS27A/KRAS/UBC/UBB",19
"R-HSA-9824272","Somitogenesis","19/2324","25/4190",0.76,1.37022375215146,2.07178269778533,0.0282770263197127,0.174066317603371,0.144495358330213,"PSMB6/PSMA7/PSMB5/PSMB1/PSMA4/EPHA4/PSMB3/PSMB4/PSMA5/PSMB2/PSMC3/PSMD6/PSMC5/PSMA1/PSMD7/PSMA2/NOTCH1/DLL1/CTNNB1",19
"R-HSA-913531","Interferon Signaling","79/2324","123/4190",0.642276422764228,1.15797685515581,1.984386920868,0.0284460690508376,0.174066317603371,0.144495358330213,"RAF1/STAT3/STAT1/DHX9/HSPA1A/FLNA/ATF6/SAMHD1/JAK2/PTPN11/IRF9/PPP2R1A/ILF3/NUP98/IRF2/HERC5/PPP2R5A/IFIT3/IFNA10/ISG15/UBE2E1/SEC13/GBP1/IFNA21/IFNA4/PIN1/IRF3/MAP2K6/MX1/EIF4A2/EIF4A1/GBP2/HSPA1B/IRF4/KPNA1/NCAM1/GBP5/KPNA5/NPM1/TRIM5/FKBP5/UBA7/IKBKG/PPM1B/PRKRA/HSPA2/EIF2S2/IKBKB/PML/EIF4G1/MAPK3/UBE2I/PTPN1/MAPK1/FCGR1A/CAMK2A/CAMK2B/CAMK2D/B2M/UBE2N/EIF4G2/PTPN6/ICAM1/RPS27A/PLCG1/SFN/EIF4A3/TYK2/IFNGR1/HSPA8/IFNAR1/TP53/UBC/FURIN/UBB/IFNA14/GBP6/SNCA/IFNGR2",79
"R-HSA-449147","Signaling by Interleukins","189/2324","311/4190",0.607717041800643,1.09566884902956,1.95662805410618,0.0284824837170946,0.174066317603371,0.144495358330213,"ELK1/STAT3/STAT1/STAT6/MCL1/CSF2RA/IL18RAP/PSMB6/STX4/CSF1/EBI3/OSMR/MUC1/SYK/PTK2B/P4HB/HAVCR2/FOXO3/UBE2V1/JAK2/PTPN11/CBL/RPS6KA1/DUSP6/PSMA7/PSMB5/PSMB1/PPP2R1A/ITGB2/MAP3K3/IL20RB/HSPA9/CSF1R/IL10/CTF1/IL22/IL3RA/TOLLIP/IL15RA/IL13/PSMA4/CNTFR/TGFB1/PTPN4/RALA/CRLF1/MAPK10/SQSTM1/SAA1/VIM/IL6R/MAPK9/AKT1/TXLNA/SHC1/STAT5B/MAP2K6/VAMP2/HMOX1/CUL1/CASP8/IL11RA/PSMB3/PSMB4/IL36RN/CNN2/PSMA5/ARF1/PSMB2/STX1A/IRF4/FN1/STAT5A/IL1RAPL1/ATF1/NKIRAS1/SNRPA1/IKBKG/ITGAM/FOXO1/PPP2R5D/TIMP1/PELI1/GSTA2/PSMC3/PSMD6/FSCN1/CTSG/IKBKB/CCL5/HMGB1/INPP5D/PSMC5/IL6/MMP9/RAPGEF1/VEGFA/CD80/IL6ST/HSP90AA1/IL12RB1/IL13RA1/IL2RG/HGF/CRLF2/IL16/MMP3/SOD1/MAPK3/MAP2K1/YES1/CD36/IL1R1/IL17RA/TSLP/FGF2/IL19/IL1B/IL18BP/MAPK1/CXCL2/TNFRSF1B/FCER2/LYN/TBK1/BCL2/RPS6KA3/BIRC5/PRTN3/IL22RA1/IL5/FYN/IL12RB2/MAPKAPK2/MAPK8/AIP/PPIA/PSMA1/PSMD7/SKP1/UBE2N/IL7/CFL1/PSMA2/PTPN6/ICAM1/IFNL1/BCL2L1/RPS27A/LCK/IL3/IL1A/CCL19/CRK/MAPK11/MAPK14/SOD2/IL17RB/IL27RA/TYK2/VAV1/CCL11/CD86/MIF/GRB2/IFNL3/IL9/LIFR/YWHAZ/HSPA8/TP53/UBC/HSP90B1/UBB/STX3/IFNLR1/LIF/PIK3R1/CSF3/RIPK2/IL36G/POMC/IL17C/IL2RB/IL21R/NFKB1/CRKL/MTAP/PITPNA",189
"R-HSA-1433559","Regulation of KIT signaling","11/2324","13/4190",0.846153846153846,1.52555276049252,2.11774264667683,0.0288358351853729,0.174066317603371,0.144495358330213,"CBL/SH2B3/KIT/YES1/LYN/FYN/PTPN6/LCK/GRB2/SRC/KITLG",11
"R-HSA-450302","activated TAK1 mediates p38 MAPK activation","11/2324","13/4190",0.846153846153846,1.52555276049252,2.11774264667683,0.0288358351853729,0.174066317603371,0.144495358330213,"UBE2V1/MAP2K6/IKBKG/MAPKAPK2/UBE2N/RPS27A/MAPK11/MAPK14/UBC/UBB/RIPK2",11
"R-HSA-9640148","Infection with Enterobacteria","11/2324","13/4190",0.846153846153846,1.52555276049252,2.11774264667683,0.0288358351853729,0.174066317603371,0.144495358330213,"GBP1/UBE2D2/GBP2/FN1/LAMA3/COL5A1/RPS27A/UBC/UBB/GBP6/LAMC2",11
"R-HSA-162909","Host Interactions of HIV factors","36/2324","52/4190",0.692307692307692,1.24817953131206,2.00950833110112,0.0293726163946574,0.175983252690477,0.146086638171832,"PSMB6/PSMA7/PSMB5/PSMB1/ELMO1/NUP98/AP2A2/PSMA4/SEC13/RANBP1/PSMB3/PSMB4/PSMA5/ARF1/PSMB2/KPNA1/NPM1/PSMC3/PSMD6/AP2B1/AP1B1/RANGAP1/PSMC5/DOCK2/B2M/FYN/PPIA/PSMA1/PSMD7/SKP1/PSMA2/RPS27A/LCK/UBC/UBB/CD8B",36
"R-HSA-168638","NOD1/2 Signaling Pathway","17/2324","22/4190",0.772727272727273,1.39317008292912,2.0632192051553,0.0295591446926547,0.175983252690477,0.146086638171832,"BIRC2/CARD9/UBE2V1/TNFAIP3/MAP2K6/CASP8/CYLD/IKBKG/IKBKB/UBE2N/RPS27A/MAPK11/MAPK13/MAPK14/UBC/UBB/RIPK2",17
"R-HSA-448424","Interleukin-17 signaling","31/2324","44/4190",0.704545454545455,1.27024331090596,2.01087032314305,0.0299389191394403,0.175983252690477,0.146086638171832,"ELK1/UBE2V1/RPS6KA1/DUSP6/PPP2R1A/MAPK10/MAPK9/MAP2K6/CUL1/ATF1/IKBKG/PPP2R5D/IKBKB/MAPK3/MAP2K1/IL17RA/MAPK1/RPS6KA3/MAPKAPK2/MAPK8/SKP1/UBE2N/RPS27A/MAPK11/MAPK14/IL17RB/UBC/UBB/RIPK2/IL17C/NFKB1",31
"R-HSA-71387","Metabolism of carbohydrates and carbohydrate derivatives","99/2324","157/4190",0.630573248407643,1.13687689794665,1.9506676952006,0.0301600680936318,0.175983252690477,0.146086638171832,"ENO2/B4GALT6/ENO1/PKLR/GALK1/B3GALT2/CHST9/PFKFB3/CHP1/PPP2R1A/RPE/NUP98/HK2/HK1/B4GALT1/BGN/UGP2/CHST15/SEC13/SORD/HEXB/AGRN/NAGLU/PGAM2/GUSB/NCAN/HSPG2/AKR1B1/SDC3/ENO3/PFKM/PGLS/PCK1/GPC4/HS6ST3/G6PD/B3GALT5/XYLT2/HYAL4/GALNS/HS2ST1/SGSH/B3GAT1/KHK/PPP2R5D/PFKFB1/TKFC/CRYL1/PFKFB4/PHKA1/HEXA/IDS/ACAN/GPC2/STAB2/BCAN/PGAM1/AKR1A1/GPI/TKT/TPI1/CHST2/CHST6/RPS27A/FUT3/FUT5/GPC5/PGK1/GPC6/OMD/HS6ST1/ST3GAL1/ALDOA/PXYLP1/UBC/ADPGK/MANBA/EXTL2/CHST12/UBB/B3GAT3/NDST1/ST3GAL6/FAM20B/FBP1/CHST11/CHST1/B4GALT7/GLCE/B3GNT2/B3GALT6/UST/GPC1/FUT2/PGM1/ABO/B4GALT2/FBP2/ALDOC",99
"R-HSA-2871809","FCERI mediated Ca+2 mobilization","13/2324","16/4190",0.8125,1.46487736660929,2.07892869418858,0.0303365373669471,0.175983252690477,0.146086638171832,"LAT/SYK/AHCYL1/PPP3R1/SHC1/BTK/LYN/PLCG1/GRAP2/VAV1/GRB2/FCER1A/VAV3",13
"R-HSA-5250941","Negative epigenetic regulation of rRNA expression","13/2324","16/4190",0.8125,1.46487736660929,2.07892869418858,0.0303365373669471,0.175983252690477,0.146086638171832,"SUDS3/SAP18/SAP30/POLR1C/H2BC21/HDAC2/POLR2K/POLR2E/POLR2F/SAP30L/H2BC12/TBP/CCNH",13
"R-HSA-4791275","Signaling by WNT in cancer","15/2324","19/4190",0.789473684210526,1.42336262342604,2.06389045038077,0.0303681195324378,0.175983252690477,0.146086638171832,"PPP2R1A/PPP2R5A/RNF43/DKK2/KREMEN1/FZD5/FZD8/PPP2R5D/LRP6/DKK4/GSK3B/LRP5/KREMEN2/CTNNB1/TNKS",15
"R-HSA-9013407","RHOH GTPase cycle","15/2324","19/4190",0.789473684210526,1.42336262342604,2.06389045038077,0.0303681195324378,0.175983252690477,0.146086638171832,"OSBPL11/PAK4/JUP/DBT/VCP/CSK/PAK6/ZAP70/NSFL1C/LCK/ARHGDIA/TFRC/VAMP3/STOM/ARHGDIB",15
"R-HSA-5173105","O-linked glycosylation","39/2324","57/4190",0.68421052631579,1.23358094030256,1.98134247550876,0.0310167643069397,0.178847909610662,0.148464637740471,"POMK/B4GALT6/A4GNT/GALNT13/MUC1/ADAMTSL1/CHST4/SEMA5B/CHST10/GALNT4/GALNT14/GALNT9/DAG1/CRPPA/ADAMTS4/THBS2/THBS1/ADAMTS15/SPON1/THSD1/ST3GAL1/B3GLCT/C1GALT1C1/GALNT2/ST6GAL1/POMGNT2/ADAMTSL2/ADAMTS6/GALNT10/B3GNT6/GALNT1/ST6GALNAC2/LARGE1/B3GNT2/ADAMTS3/GALNT16/B3GNT8/THSD7A/MMRN2",39
"R-HSA-389948","Co-inhibition by PD-1","53/2324","80/4190",0.6625,1.19443846815835,1.95940267137018,0.0313988602056916,0.180154846427706,0.149549547827004,"CUL3/STAT3/STAT1/RPN1/PSMB6/PTPN11/PSMA7/TEAD4/PSMB5/PSMB1/TEAD3/RBBP5/SPOP/DPY30/PSMA4/H2BC21/AGO3/RBBP4/DDOST/WDR5/CUL1/PSMB3/PSMB4/CD3E/PSMA5/PSMB2/JUND/EED/H2BC12/PSMC3/PSMD6/GSK3B/COPS5/VCP/YAP1/PSMC5/CSK/CSNK2A1/PSMA1/PSMD7/SKP1/YWHAG/PSMA2/PTPN6/RPS27A/LCK/CD274/UBC/UBB/CTNNB1/ERLEC1/TNRC6B/NFKB1",53
"R-HSA-166166","MyD88-independent TLR4 cascade","42/2324","62/4190",0.67741935483871,1.22133696074621,1.95928387837485,0.0323140558860221,0.183588190058332,0.152399623734903,"ELK1/BIRC2/UBE2V1/PTPN11/RPS6KA1/DUSP6/PPP2R1A/TANK/MAPK10/SAA1/MAPK9/FADD/CD14/IRF3/MAP2K6/CUL1/CASP8/UBE2D2/UBE2D3/ATF1/NKIRAS1/IKBKG/PPP2R5D/IKBKB/HMGB1/MAPK3/MAP2K1/MAPK1/TBK1/RPS6KA3/MAPKAPK2/MAPK8/SKP1/UBE2N/RPS27A/MAPK11/MAPK14/TP53/UBC/UBB/RIPK2/NFKB1",42
"R-HSA-937061","TRIF (TICAM1)-mediated TLR4 signaling","42/2324","62/4190",0.67741935483871,1.22133696074621,1.95928387837485,0.0323140558860221,0.183588190058332,0.152399623734903,"ELK1/BIRC2/UBE2V1/PTPN11/RPS6KA1/DUSP6/PPP2R1A/TANK/MAPK10/SAA1/MAPK9/FADD/CD14/IRF3/MAP2K6/CUL1/CASP8/UBE2D2/UBE2D3/ATF1/NKIRAS1/IKBKG/PPP2R5D/IKBKB/HMGB1/MAPK3/MAP2K1/MAPK1/TBK1/RPS6KA3/MAPKAPK2/MAPK8/SKP1/UBE2N/RPS27A/MAPK11/MAPK14/TP53/UBC/UBB/RIPK2/NFKB1",42
"R-HSA-193704","p75 NTR receptor-mediated signalling","29/2324","41/4190",0.707317073170732,1.27524033415894,1.97628561593324,0.0327930046727432,0.184500448619948,0.153156904807804,"TRIO/ARHGEF2/ARHGEF1/ITSN1/YWHAE/SQSTM1/OMG/HDAC2/MAG/MAGED1/ABR/FGD2/IKBKB/PRKCI/MAPK8/RPS27A/RTN4R/VAV1/NGF/BAD/UBC/ARHGDIA/LINGO1/UBB/ADAM17/RIPK2/ARHGEF10/VAV3/NFKB1",29
"R-HSA-5632684","Hedgehog 'on' state","29/2324","41/4190",0.707317073170732,1.27524033415894,1.97628561593324,0.0327930046727432,0.184500448619948,0.153156904807804,"CUL3/PSMB6/HHIP/SMURF1/PSMA7/PSMB5/PSMB1/ARRB1/SPOP/KIF3A/PSMA4/PSMB3/PSMB4/PSMA5/PSMB2/IHH/PSMC3/PSMD6/PSMC5/GRK2/PSMA1/PSMD7/PSMA2/BOC/RPS27A/CDON/GAS1/UBC/UBB",29
"R-HSA-76002","Platelet activation, signaling and aggregation","94/2324","149/4190",0.630872483221476,1.13741639616953,1.90592008176109,0.0335337264279839,0.18775646826103,0.15585978110947,"RAF1/LAT/APLP2/STX4/COL1A1/FLNA/TTN/SYK/TAGLN2/PTPN11/RHOG/FERMT3/ARRB1/OLA1/DGKB/VEGFD/CFD/TGFB1/SPARC/KNG1/GAS6/LEFTY2/AKT1/SHC1/CD9/RHOB/ALB/RAC2/CYRIB/SRGN/FN1/PFN1/APBB1IP/TIMP1/TIMP3/NHLRC2/GNG12/VEGFA/PRKCZ/HGF/PECAM1/SOD1/MAPK3/CD36/PTPN1/SERPINF2/VWF/MAPK1/CD109/CSK/ECM1/LYN/THBS1/TGFB3/AHSG/A2M/FYN/PPIA/SERPINA3/TGFB2/TF/CFL1/PTPN6/CLEC1B/PDPK1/SERPING1/PDGFA/CLU/LCK/F5/CRK/MAPK14/VAV1/GRB2/PRKCB/PRKCG/SRC/EGF/PCYOX1L/TMX3/CLEC3B/YWHAZ/ALDOA/THPO/QSOX1/MPIG6B/ABHD12/IGF1/PIK3R1/VTI1B/CD63/MANF/VEGFB/VAV3",94
"R-HSA-9909648","Regulation of PD-L1(CD274) expression","48/2324","72/4190",0.666666666666667,1.20195065978198,1.92879368639829,0.0340654571824179,0.189623342963231,0.157409504989232,"CUL3/STAT3/STAT1/RPN1/PSMB6/PSMA7/TEAD4/PSMB5/PSMB1/TEAD3/RBBP5/SPOP/DPY30/PSMA4/H2BC21/AGO3/RBBP4/DDOST/WDR5/CUL1/PSMB3/PSMB4/PSMA5/PSMB2/JUND/EED/H2BC12/PSMC3/PSMD6/GSK3B/COPS5/VCP/YAP1/PSMC5/CSNK2A1/PSMA1/PSMD7/SKP1/YWHAG/PSMA2/RPS27A/CD274/UBC/UBB/CTNNB1/ERLEC1/TNRC6B/NFKB1",48
"R-HSA-70171","Glycolysis","22/2324","30/4190",0.733333333333333,1.32214572576018,1.97598552050204,0.034442326772138,0.189623342963231,0.157409504989232,"ENO2/ENO1/PKLR/PFKFB3/PPP2R1A/NUP98/HK2/HK1/SEC13/PGAM2/ENO3/PFKM/PPP2R5D/PFKFB1/PFKFB4/PGAM1/GPI/TPI1/PGK1/ALDOA/ADPGK/ALDOC",22
"R-HSA-9013408","RHOG GTPase cycle","22/2324","30/4190",0.733333333333333,1.32214572576018,1.97598552050204,0.034442326772138,0.189623342963231,0.157409504989232,"PGRMC2/TRIO/ARHGAP1/RHOG/OPHN1/SHMT2/MPP7/PAK4/ITSN1/ARHGAP5/MCAM/MAP3K11/DOCK2/EPHA2/VAV1/ARHGDIA/TFRC/VAPB/VAMP3/PIK3R1/VAV3/ARHGDIB",22
"R-HSA-195258","RHO GTPase Effectors","72/2324","112/4190",0.642857142857143,1.15902385050406,1.90355350272072,0.0345215922046953,0.189623342963231,0.157409504989232,"NCF2/FLNA/DYNLL2/EVL/YWHAB/MAPRE1/TAX1BP3/RHOG/PPP2R1A/ARPC1B/NUP98/DVL2/MAD1L1/PPP2R5A/H2BC21/YWHAE/SEC13/PRC1/MAD2L1/PIN1/LIN7B/RHOB/ZWINT/RAC2/PPP1R14A/BTK/PPP1CC/MYL6/PFN1/BRK1/B9D2/MYL9/RHOQ/WAS/YWHAH/PPP2R5D/H2BC12/SPC25/NDEL1/NCKIPSD/S100A8/KLC3/CTNNA1/DYNC1LI1/RANGAP1/DIAPH1/SRGAP2/KDM4C/PIK3C3/PKN2/PRKCZ/MAPK3/MAPK1/PLK1/BIRC5/YWHAG/CFL1/PDPK1/SFN/MAPK11/MAPK14/S100A9/GRB2/PRKCB/SRC/YWHAZ/YWHAQ/CFTR/DLG4/CTNNB1/KLK3/NUDC",72
"R-HSA-9918487","Dengue Virus Genome Translation and Replication","32/2324","46/4190",0.695652173913043,1.25420938412033,1.93454146693894,0.0355271151331912,0.193904858104153,0.160963662238042,"RPN1/HSPA1A/P4HA2/P4HB/DNAJA2/MAP1LC3B/NPLOC4/PRKG1/HDLBP/VIM/DDOST/EIF4A2/EIF4A1/HSPA1B/BAG2/KPNA1/KPNA5/HYOU1/VCP/EIF4G1/UBE2I/NACA/EIF4G2/RPS27A/PDIA3/EIF4A3/CALR/HSPA8/UBC/UBB/DNAJB11/DNAJC10",32
"R-HSA-168164","Toll Like Receptor 3 (TLR3) Cascade","40/2324","59/4190",0.677966101694915,1.22232270486304,1.91910902703905,0.0356356641727219,0.193904858104153,0.160963662238042,"ELK1/BIRC2/UBE2V1/RPS6KA1/DUSP6/PPP2R1A/TANK/MAPK10/SAA1/MAPK9/FADD/IRF3/MAP2K6/CUL1/CASP8/UBE2D2/UBE2D3/ATF1/NKIRAS1/IKBKG/PPP2R5D/IKBKB/HMGB1/MAPK3/MAP2K1/MAPK1/TBK1/RPS6KA3/MAPKAPK2/MAPK8/SKP1/UBE2N/RPS27A/MAPK11/MAPK14/TP53/UBC/UBB/RIPK2/NFKB1",40
"R-HSA-9663891","Selective autophagy","27/2324","38/4190",0.710526315789474,1.28102636108343,1.94190333734258,0.0359005293329767,0.194433240639813,0.161402281408464,"DYNLL2/MAP1LC3B/UBE2V1/ATG5/PRKN/SQSTM1/VIM/MAP1LC3A/UBE2D2/UBE2D3/PARK7/USP30/DYNC1LI1/VCP/HDAC6/HSP90AA1/TBK1/CSNK2A1/UBE2L3/UBE2N/RPS27A/SRC/HSPA8/UBC/UBB/NBR1/CFTR",27
"R-HSA-4641258","Degradation of DVL","20/2324","27/4190",0.740740740740741,1.33550073309109,1.9515944412626,0.037108454832869,0.200040461168815,0.166056928848187,"CUL3/PSMB6/PSMA7/PSMB5/PSMB1/DVL2/PSMA4/PSMB3/PSMB4/PSMA5/PSMB2/PSMC3/PSMD6/PSMC5/PSMA1/PSMD7/PSMA2/RPS27A/UBC/UBB",20
"R-HSA-5621481","C-type lectin receptors (CLRs)","46/2324","69/4190",0.666666666666667,1.20195065978198,1.88749555177557,0.0375715939610266,0.201599432411249,0.167351056921922,"RAF1/PSMB6/NRAS/MUC1/SYK/CARD9/RELB/UBE2V1/PSMA7/CDC34/PSMB5/PSMB1/AHCYL1/PSMA4/PPP3R1/CUL1/CASP8/PSMB3/PSMB4/UBE2D2/PSMA5/PSMB2/IKBKG/CD209/PSMC3/PSMD6/PYCARD/IKBKB/PSMC5/ICAM3/IL1B/LYN/FYN/PSMA1/PSMD7/SKP1/UBE2N/PSMA2/PDPK1/RPS27A/KRAS/SRC/UBC/UBB/CLEC4D/NFKB1",46
"R-HSA-166016","Toll Like Receptor 4 (TLR4) Cascade","55/2324","84/4190",0.654761904761905,1.18048725514302,1.86463629326231,0.0387083269255553,0.206741709247551,0.171619746834623,"ELK1/BIRC2/DNM2/UBE2V1/PTPN11/RPS6KA1/DUSP6/PPP2R1A/ITGB2/TANK/PTPN4/MAPK10/SAA1/MAPK9/FADD/CD14/IRF3/MAP2K6/CUL1/CASP8/UBE2D2/BTK/UBE2D3/ATF1/NKIRAS1/IKBKG/ITGAM/PPP2R5D/PELI1/S100A8/DNM1/IKBKB/HMGB1/MAPK3/MAP2K1/CD36/MAPK1/TBK1/RPS6KA3/LY86/MAPKAPK2/MAPK8/TLR2/SKP1/UBE2N/BPI/RPS27A/MAPK11/MAPK14/S100A9/TP53/UBC/UBB/RIPK2/NFKB1",55
"R-HSA-70326","Glucose metabolism","25/2324","35/4190",0.714285714285714,1.28780427833784,1.90793324759991,0.0392732950456582,0.208495399901968,0.173075514745379,"ENO2/ENO1/PKLR/PFKFB3/PPP2R1A/NUP98/HK2/HK1/SEC13/PGAM2/ENO3/PFKM/PCK1/PPP2R5D/PFKFB1/PFKFB4/PGAM1/GPI/TPI1/PGK1/ALDOA/ADPGK/FBP1/FBP2/ALDOC",25
"R-HSA-114604","GPVI-mediated activation cascade","18/2324","24/4190",0.75,1.35219449225473,1.93083859139044,0.039756241051195,0.208495399901968,0.173075514745379,"LAT/COL1A1/SYK/PTPN11/RHOG/RHOB/RAC2/PRKCZ/LYN/FYN/PTPN6/CLEC1B/PDPK1/LCK/VAV1/MPIG6B/PIK3R1/VAV3",18
"R-HSA-180585","Vif-mediated degradation of APOBEC3G","18/2324","24/4190",0.75,1.35219449225473,1.93083859139044,0.039756241051195,0.208495399901968,0.173075514745379,"PSMB6/PSMA7/PSMB5/PSMB1/PSMA4/PSMB3/PSMB4/PSMA5/PSMB2/PSMC3/PSMD6/PSMC5/PSMA1/PSMD7/PSMA2/RPS27A/UBC/UBB",18
"R-HSA-8853659","RET signaling","18/2324","24/4190",0.75,1.35219449225473,1.93083859139044,0.039756241051195,0.208495399901968,0.173075514745379,"PTPN11/FRS2/SHANK3/RAP1GAP/SHC1/DOK1/DOK2/GAB1/GFRA3/GFRA2/ARTN/RET/GFRA1/PLCG1/GRB2/SRC/GDNF/PIK3R1",18
"R-HSA-5205647","Mitophagy","16/2324","21/4190",0.761904761904762,1.3736578968937,1.9155138091893,0.0422385017324592,0.219526562815786,0.182232667375349,"MAP1LC3B/UBE2V1/ATG5/PRKN/SQSTM1/MAP1LC3A/UBE2D2/UBE2D3/TBK1/CSNK2A1/UBE2L3/UBE2N/RPS27A/SRC/UBC/UBB",16
"R-HSA-9665686","Signaling by ERBB2 TMD/JMD mutants","16/2324","21/4190",0.761904761904762,1.3736578968937,1.9155138091893,0.0422385017324592,0.219526562815786,0.182232667375349,"NRAS/NRG3/NRG4/SHC1/ERBB2/ERBB3/ERBB4/HSP90AA1/EGFR/PLCG1/KRAS/GRB2/EGF/NRG2/NRG1/BTC",16
"R-HSA-438064","Post NMDA receptor activation events","23/2324","32/4190",0.71875,1.29585305507745,1.87467603371375,0.0429170339257911,0.220092222654832,0.182702231058096,"NEFL/NRAS/RPS6KA1/PRKAR1B/RPS6KA6/NRGN/CAMK4/DLG2/PRKAR1A/PRKAR2B/ERBB4/MAPK3/MAPK1/CAMK2A/CAMK2B/CAMK2D/RPS6KA3/CAMK1/PDPK1/KRAS/SRC/DLG4/NRG1",23
