"protein_id","n","spearman_rho","p_value","fdr","significant_fdr05","significant_fdr01","direction","EntrezGeneSymbol","TargetFullName","Target","UniProt"
"X7955.195",495,-0.0291301855637041,0.517888004611886,0.584093619756281,FALSE,FALSE,"Negative","ITIH1","Inter-alpha-trypsin inhibitor heavy chain H1","ITI heavy chain H1","P19827"
"X10949.59",490,0.0292650274717032,0.51808967398823,0.584227006807397,FALSE,FALSE,"Positive","RPLP2","60S acidic ribosomal protein P2","RLA2","P05387"
"X24201.86",486,-0.0293572774844246,0.518495838839845,0.584590914384856,FALSE,FALSE,"Negative","PAGE4","G antigen family C member 1","GAGC1","O60829"
"X13497.34",488,-0.0292871184825419,0.51863373468284,0.584652287005679,FALSE,FALSE,"Negative","EIF3J","Eukaryotic translation initiation factor 3 subunit J","EIF3J","O75822"
"X8104.21",491,0.0291523005525395,0.519275664090478,0.585281742068189,FALSE,FALSE,"Positive","IL10RA","Interleukin-10 receptor subunit alpha:Extracellular domain","IL-10 Ra:ECD","Q13651"
"X12391.27",485,0.0292727874925478,0.520132858263063,0.58615358303294,FALSE,FALSE,"Positive","PDZD7","PDZ domain-containing protein 7","PDZD7","Q9H5P4"
"X12622.96",491,0.0290579197773683,0.520629717449173,0.586619136356998,FALSE,FALSE,"Positive","ASH1L","Histone-lysine N-methyltransferase ASH1L","ASH1L","Q9NR48"
"X18177.49",492,0.0290089296941027,0.520907204946224,0.586837402806095,FALSE,FALSE,"Positive","NAE1","NEDD8-activating enzyme E1 regulatory subunit","ULA1","Q13564"
"X9859.180",494,-0.0288282084831381,0.522661200830749,0.588718718736035,FALSE,FALSE,"Negative","SAT1","Diamine acetyltransferase 1","SSAT-1","P21673"
"X2686.67",493,-0.0288456047168473,0.52283365612977,0.588818289580232,FALSE,FALSE,"Negative","IGFBP6","Insulin-like growth factor-binding protein 6","IGFBP-6","P24592"
"X9627.15",493,0.0287548204719147,0.524143314997078,0.590198347782435,FALSE,FALSE,"Positive","VIT","Vitrin","VITRN","Q6UXI7"
"X8321.27",486,-0.0289477088675002,0.524350139300176,0.590336342944026,FALSE,FALSE,"Negative","ZNF843","Zinc finger protein 843","ZN843","Q8N446"
"X7207.4",492,-0.0286904275363396,0.525495952652705,0.591531278857817,FALSE,FALSE,"Negative","IK","Protein Red","RED","Q13123"
"X14645.253",491,0.028678807679576,0.526086941996723,0.592101386357173,FALSE,FALSE,"Positive","GSTA4","Glutathione S-transferase A4","GSTA4","O15217"
"X14249.68",486,-0.0288067679810517,0.526372503252541,0.592327612093823,FALSE,FALSE,"Negative","MID2","Probable E3 ubiquitin-protein ligase MID2","TRIM1","Q9UJV3"
"X12695.62",491,-0.0286385107741561,0.526668714808684,0.592470587318906,FALSE,FALSE,"Negative","KLHL12","Kelch-like protein 12","KLH12","Q53G59"
"X7247.1",492,-0.0286140666299722,0.526599160632676,0.592470587318906,FALSE,FALSE,"Negative","GORAB","RAB6-interacting golgin","GORAB","Q5T7V8"
"X24011.27",484,-0.0288261236691959,0.526951512560527,0.592662866998097,FALSE,FALSE,"Negative","VSIG10L","V-set and immunoglobulin domain-containing protein 10-like","VS10L","Q86VR7"
"X2870.29",487,0.0287327916274457,0.527008850611156,0.592662866998097,FALSE,FALSE,"Positive","RAC1","Ras-related C3 botulinum toxin substrate 1","RAC1","P63000"
"X17466.72",480,-0.0289197827465777,0.527333996755321,0.592933330220068,FALSE,FALSE,"Negative","ACSF2","Acyl-CoA synthetase family member 2, mitochondrial","ACSF2","Q96CM8"
"X24486.1",490,-0.0285967774980198,0.527694639882565,0.593243612963789,FALSE,FALSE,"Negative","BCL11A","B-cell lymphoma/leukemia 11A","B-cell CLL 11A","Q9H165"
"X10819.108",472,-0.0291088284599513,0.528130450846734,0.593638287577242,FALSE,FALSE,"Negative","FBLN1","Fibulin-1","fibulin 1","P23142"
"X23023.21",491,0.0285081978501249,0.528552302525832,0.59401714731164,FALSE,FALSE,"Positive","S100A14","Protein S100-A14","S100A14","Q9HCY8"
"X18271.43",486,-0.0286231510066644,0.529013172943041,0.594439729943215,FALSE,FALSE,"Negative","OXSM","3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial","OXSM","Q9NWU1"
"X18396.10",491,-0.0284629484473767,0.529207151868044,0.594562325394651,FALSE,FALSE,"Negative","TLE5","Amino-terminal enhancer of split","AES","Q08117"
"X8079.39",493,-0.0283923889163416,0.529388426615485,0.594670610718646,FALSE,FALSE,"Negative","EID3","EP300-interacting inhibitor of differentiation 3","EID3","Q8N140"
"X23646.5",492,-0.0283776316905373,0.530022465719082,0.595287377322778,FALSE,FALSE,"Negative","AIPL1","Aryl-hydrocarbon-interacting protein-like 1","AIPL1","Q9NZN9"
"X7967.38",489,0.0284439332044106,0.530326476454719,0.595533338820985,FALSE,FALSE,"Positive","POTEM","Putative POTE ankyrin domain family member M","POTEM","A6NI47"
"X9759.13",483,-0.0285470096371995,0.531389033974782,0.596630899662342,FALSE,FALSE,"Negative","IDO1","Indoleamine 2,3-dioxygenase 1","INDO","P14902"
"X3285.23",462,0.0291669738092007,0.531738046259846,0.596831439520946,FALSE,FALSE,"Positive","C1R","Complement C1r subcomponent","C1r","P00736"
"X9847.21",486,0.0284353394886428,0.531721100733649,0.596831439520946,FALSE,FALSE,"Positive","TGIF2","Homeobox protein TGIF2","TGIF2","Q9GZN2"
"X5927.4",493,0.0282215841503762,0.531869507373464,0.596883354558013,FALSE,FALSE,"Positive","CCN6","WNT1-inducible-signaling pathway protein 3","WISP-3","O95389"
"X20946.41",492,-0.0282293639663344,0.532174947235612,0.597130466984697,FALSE,FALSE,"Negative","GTSF1","Gametocyte-specific factor 1","GTSF1","Q8WW33"
"X23330.12",493,-0.0281750869318203,0.532545933641856,0.597451035419795,FALSE,FALSE,"Negative","GUCD1","Uncharacterized protein C22orf13","CV013","Q96NT3"
"X13502.2",485,0.0283977117122278,0.532688790520677,0.597515608902697,FALSE,FALSE,"Positive","SLC26A11","Sodium-independent sulfate anion transporter","S2611","Q86WA9"
"X21853.3",494,0.027980672817108,0.534963176099382,0.599970709025964,FALSE,FALSE,"Positive","CLEC1A","CLEC-1","CLC1A","Q8NC01"
"X20081.14",490,0.0280747846402843,0.535259865954505,0.60020735729331,FALSE,FALSE,"Positive","PIM2","Serine/threonine-protein kinase Pim-2","PIM2","Q9P1W9"
"X3807.1",491,-0.027992975388013,0.536032842332466,0.600977922621467,FALSE,FALSE,"Negative","FGF23","Fibroblast growth factor 23","FGF23","Q9GZV9"
"X17817.22",484,-0.0281392750561038,0.536848520312781,0.601796108943996,FALSE,FALSE,"Negative","DDIT4","DNA damage-inducible transcript 4 protein","DDIT4","Q9NX09"
"X12475.48",486,-0.0279552742582732,0.538674517585731,0.603570447145621,FALSE,FALSE,"Negative","CLIC5","Chloride intracellular channel protein 5","CLIC5","Q9NZA1"
"X15675.3",488,0.0278985417755116,0.538661633766059,0.603570447145621,FALSE,FALSE,"Positive","CEBPB","CCAAT/enhancer-binding protein beta","CEBPB","P17676"
"X6395.58",491,-0.0278108451222841,0.538689855182644,0.603570447145621,FALSE,FALSE,"Negative","GPHA2","Glycoprotein hormone alpha-2","GPHA2","Q96T91"
"X21836.9",464,0.0285805633210946,0.539143266941404,0.603981862294024,FALSE,FALSE,"Positive","SSTR1","Somatostatin receptor type 1","SSR1","P30872"
"X10455.196",486,-0.0278114150108567,0.540767036640582,0.605704044078554,FALSE,FALSE,"Negative","IL31","Interleukin-31","IL-31","Q6EBC2"
"X5803.24",494,-0.0275688132845333,0.540993434983535,0.605860753326884,FALSE,FALSE,"Negative","C3","Complement C3d fragment","C3d","P01024"
"X6408.2",494,-0.0275263165294853,0.541617574702111,0.6064627734636,FALSE,FALSE,"Negative","INHBC","Inhibin beta C chain","INHBC","P55103"
"X13032.1",486,-0.0277348448409802,0.541882444906276,0.606662382382685,FALSE,FALSE,"Negative","BECN1","Beclin-1","BECN1","Q14457"
"X24713.4",489,-0.0276416427685788,0.541993404400248,0.606689644906318,FALSE,FALSE,"Negative","MAGIX","PDZ domain-containing protein MAGIX","MAGIX","Q9H6Y5"
"X9449.150",494,-0.0274594250935519,0.542600718648682,0.607272413186454,FALSE,FALSE,"Negative","C4BPA","C4b-binding protein alpha chain","C4b-binding protein alpha chain","P04003"
"X13088.397",489,-0.0275880837704939,0.542776781963228,0.607372421350226,FALSE,FALSE,"Negative","BTC","Betacellulin","BTC","P35070"
"X17828.3",487,-0.0275799685755532,0.543725950098487,0.608337371097253,FALSE,FALSE,"Negative","S100A14","Protein S100-A14","S100A14","Q9HCY8"
"X9475.22",487,0.0275558772466181,0.54407808422645,0.608634139253638,FALSE,FALSE,"Positive","GPX5","Epididymal secretory glutathione peroxidase","GPX5","O75715"
"X10442.1",485,0.0275118369742076,0.545553565411188,0.610187246639849,FALSE,FALSE,"Positive","TMEM190","Transmembrane protein 190","TM190","Q8WZ59"
"X4496.60",436,0.0289843389904446,0.546109496408435,0.610711529747939,FALSE,FALSE,"Positive","MMP12","Macrophage metalloelastase","MMP-12","P39900"
"X8032.23",486,0.0274070199767661,0.546670815095454,0.61124166955206,FALSE,FALSE,"Positive","MCCD1","Mitochondrial coiled-coil domain protein 1","MCCD1","P59942"
"X14045.12",490,0.027273290146636,0.546981020261105,0.611490910777057,FALSE,FALSE,"Positive","NCOA2","Nuclear receptor coactivator 2","NCOA2","Q15596"
"X22523.4",495,-0.0270732643355438,0.547886992885114,0.612405997312944,FALSE,FALSE,"Negative","PABPC5","Polyadenylate-binding protein 5","PABP5","Q96DU9"
"X24975.3",494,0.0270790600402492,0.548207975145623,0.61266701753272,FALSE,FALSE,"Positive","FCRLA","Fc receptor-like A","FCRLA","Q7L513"
"X12650.43",454,0.0282068760295803,0.548856772076242,0.613196441530155,FALSE,FALSE,"Positive","GNAI3","Guanine nucleotide-binding protein G(k) subunit alpha","GNAI3","P08754"
"X17505.125",492,0.0270950051597286,0.548787736852447,0.613196441530155,FALSE,FALSE,"Positive","NAALADL1","N-acetylated-alpha-linked acidic dipeptidase-like protein","NALDL","Q9UQQ1"
"X9241.40",491,-0.0270691921304211,0.549577016518673,0.613903205344172,FALSE,FALSE,"Negative","SIRPG","Signal-regulatory protein gamma","SIRPG","Q9P1W8"
"X15363.32",490,-0.0270720294151969,0.549944053042163,0.614117342828049,FALSE,FALSE,"Negative","APOA5","Apolipoprotein A-V","Apo A-V","Q6Q788"
"X6406.3",469,-0.0276783733680045,0.549887204396659,0.614117342828049,FALSE,FALSE,"Negative","NMES1","Normal mucosa of esophagus-specific gene 1 protein","NMES1","Q9C002"
"X4867.15",490,0.0270653743841332,0.550042165294933,0.614129003489162,FALSE,FALSE,"Positive","VEGFA","Vascular endothelial growth factor A, isoform 121","VEGF121","P15692"
"X15402.2",494,0.026925366350742,0.550481761506437,0.614521870813162,FALSE,FALSE,"Positive","ID1","DNA-binding protein inhibitor ID-1","ID-1","P41134"
"X24941.14",490,0.0270290271136761,0.550578169059623,0.614531560589971,FALSE,FALSE,"Positive","CLUH","Clustered mitochondria protein homolog","CLU","O75153"
"X7797.11",490,0.0270056999097548,0.550922304256072,0.614817706119768,FALSE,FALSE,"Positive","CCDC167","Coiled-coil domain-containing protein 167","CC167","Q9P0B6"
"X8106.15",493,0.0268128279973363,0.55255429358908,0.616540749696003,FALSE,FALSE,"Positive","SSR1","Translocon-associated protein subunit alpha","SSRA","P43307"
"X13639.101",494,-0.0267306743186422,0.553368717442617,0.617351149177502,FALSE,FALSE,"Negative","USO1","General vesicular transport factor p115","USO1","O60763"
"X6533.20",491,0.0267336850074934,0.554537401697651,0.61855644886816,FALSE,FALSE,"Positive","DNASE2B","Deoxyribonuclease-2-beta","DNS2B","Q8WZ79"
"X11402.17",487,-0.0268108290568336,0.555023660217109,0.618901741455085,FALSE,FALSE,"Negative","KMT2C","Histone-lysine N-methyltransferase 2C","KMT2C","Q8NEZ4"
"X12459.13",491,-0.0267016849104078,0.555011652714416,0.618901741455085,FALSE,FALSE,"Negative","PLEKHA1","Pleckstrin homology domain-containing family A member 1","PKHA1","Q9HB21"
"X6951.26",492,-0.0266506992492699,0.555363484404971,0.61918211177094,FALSE,FALSE,"Negative","ASIC4","Acid-sensing ion channel 4","ASIC4","Q96FT7"
"X25252.29",483,-0.0268548966412506,0.556012876569694,0.619807479371532,FALSE,FALSE,"Negative","MTSS2","MTSS1-like protein","MTSSL","Q765P7"
"X14025.18",491,0.026591336075935,0.556648569513709,0.620417379386401,FALSE,FALSE,"Positive","TNFRSF9","Tumor necrosis factor receptor superfamily member 9","4-1BB","Q07011"
"X9582.93",492,-0.0265167349265411,0.557353663913086,0.62110442502564,FALSE,FALSE,"Negative","SUSD1","Sushi domain-containing protein 1","SUSD1","Q6UWL2"
"X24721.17",492,-0.0264941608589659,0.557689365699478,0.621379673409392,FALSE,FALSE,"Negative","GOLPH3","Golgi phosphoprotein 3","GOLP3","Q9H4A6"
"X11422.2",484,-0.0266866465489591,0.558082207943907,0.621424509735711,FALSE,FALSE,"Negative","DLX3","Homeobox protein DLX-3","DLX3","O60479"
"X2468.62",494,-0.026420916786529,0.557977091761321,0.621424509735711,FALSE,FALSE,"Negative","CCL20","C-C motif chemokine 20","MIP-3a","P78556"
"X3004.67",489,0.0265654964429879,0.557840589556162,0.621424509735711,FALSE,FALSE,"Positive","PDCD1LG2","Programmed cell death 1 ligand 2","PD-L2","Q9BQ51"
"X9089.77",493,-0.0264406173970204,0.558084452640594,0.621424509735711,FALSE,FALSE,"Negative","JPH3","Junctophilin-3","JPH3","Q8WXH2"
"X6256.9",495,0.0263325922128138,0.558895146829629,0.622129430087645,FALSE,FALSE,"Positive","LY6G6C","Lymphocyte antigen 6 complex locus protein G6c","LY66C","O95867"
"X6929.10",489,0.026496876092437,0.558858655179281,0.622129430087645,FALSE,FALSE,"Positive","ST8SIA3","Sia-alpha-2,3-Gal-beta-1,4-GlcNAc-R:alpha 2,8-sialyltransferase","SIA8C","O43173"
"X14038.130",491,-0.0263731001601497,0.559892776732223,0.623113310066486,FALSE,FALSE,"Negative","CST7","Cystatin-F","CYTF","O76096"
"X7189.55",491,-0.0263687908648178,0.559956928889155,0.623113310066486,FALSE,FALSE,"Negative","CHST3","Carbohydrate sulfotransferase 3","CHST3","Q7LGC8"
"X15567.2",492,-0.0263281207876466,0.560161578086288,0.623204189798749,FALSE,FALSE,"Negative","CD247","T-cell surface glycoprotein CD3 zeta chain","CD3-zeta","P20963"
"X15570.99",484,-0.0265421435260067,0.560216528645642,0.623204189798749,FALSE,FALSE,"Negative","CR2","Complement receptor type 2","Complement receptor type 2","P20023"
"X13934.3",488,0.026401811204151,0.560673920549213,0.623447902223219,FALSE,FALSE,"Positive","MCF2L","Guanine nucleotide exchange factor DBS","MCF2L","O15068"
"X17768.50",487,0.0264271002462624,0.560702610136514,0.623447902223219,FALSE,FALSE,"Positive","HAO1","Hydroxyacid oxidase 1","HAOX1","Q9UJM8"
"X20557.19",491,-0.0263232902902184,0.560634509252027,0.623447902223219,FALSE,FALSE,"Negative","VSIG8","V-set and immunoglobulin domain-containing protein 8","VSIG8","P0DPA2"
"X21120.3",491,-0.026312049048464,0.560801971278671,0.623459420537549,FALSE,FALSE,"Negative","NDUFAF2","Mimitin, mitochondrial","MIMIT","Q8N183"
"X15304.1",491,-0.0262801108080029,0.561277890497728,0.623889499037859,FALSE,FALSE,"Negative","REG3A","Regenerating islet-derived protein 3-alpha","PAP1","Q06141"
"X19357.11",491,-0.0262734021511599,0.561377882518561,0.623901644779077,FALSE,FALSE,"Negative","VAMP7","Vesicle-associated membrane protein 7","VAMP7","P51809"
"X23278.13",494,0.0261804457212708,0.561567450465911,0.624013323368291,FALSE,FALSE,"Positive","MRPL12","39S ribosomal protein L12, mitochondrial","39S ribosomal protein L12","P52815"
"X12562.1",483,0.0264522242409877,0.56195332269012,0.624343065098223,FALSE,FALSE,"Positive","PKN1","Serine/threonine-protein kinase N1","PKN1","Q16512"
"X21346.71",493,-0.0261286488019884,0.562740134898725,0.625118085151533,FALSE,FALSE,"Negative","DHODH","Dihydroorotate dehydrogenase (quinone), mitochondrial","PYRD","Q02127"
"X14324.52",495,-0.0260018744515222,0.563844749725404,0.626245833490797,FALSE,FALSE,"Negative","SMC3","Structural maintenance of chromosomes protein 3","CSPG6","Q9UQE7"
"X11264.33",487,0.0261012092329552,0.565547518552407,0.627937924783581,FALSE,FALSE,"Positive","XDH","Xanthine dehydrogenase/oxidase","XDH","P47989"
"X8589.13",445,0.0273135405088539,0.565516927076757,0.627937924783581,FALSE,FALSE,"Positive","CDCP1","CUB domain-containing protein 1","CDCP1","Q9H5V8"
"X21153.5",493,-0.0259124235581556,0.565977912022263,0.628316208195872,FALSE,FALSE,"Negative","BAP18","Chromatin complexes subunit BAP18","BAP18","Q8IXM2"
"X23605.3",492,0.0259089329470848,0.566426427174895,0.628714486192384,FALSE,FALSE,"Positive","TCP11L1","T-complex protein 11-like protein 1","T11L1","Q9NUJ3"
"X24444.10",491,-0.0259274267529142,0.566546229880684,0.628747835917964,FALSE,FALSE,"Negative","TTC27","Tetratricopeptide repeat protein 27","TTC27","Q6P3X3"
"X4990.87",486,-0.0260314623998226,0.56698771601331,0.629138119859534,FALSE,FALSE,"Negative","GP1BA","Platelet glycoprotein Ib alpha chain","GP1BA","P07359"
"X23007.8",479,-0.0262088430917936,0.567180968857391,0.629252880400067,FALSE,FALSE,"Negative","JUP","Junction plakoglobin","PLAK","P14923"
"X13640.5",490,-0.0258991832938648,0.567366297169868,0.629358814200305,FALSE,FALSE,"Negative","BCL6","B-cell lymphoma 6 protein","BCL6","P41182"
"X5692.79",489,-0.0259035110107525,0.567699265074799,0.629628459760761,FALSE,FALSE,"Negative","TNF","Tumor necrosis factor","TNF-a","P01375"
"X15333.11",462,-0.0266387240230145,0.567912937072994,0.629765731232598,FALSE,FALSE,"Negative","SDF2","Stromal cell-derived factor 2","SDF2","Q99470"
"X23225.26",487,0.025922183289865,0.5682175397859,0.630003777492914,FALSE,FALSE,"Positive","TRIM62","E3 ubiquitin-protein ligase TRIM62","TRI62","Q9BVG3"
"X13517.3",490,-0.0257823758832771,0.569115759768706,0.630836766918587,FALSE,FALSE,"Negative","PTCHD3","Patched domain-containing protein 3","PTHD3","Q3KNS1"
"X16060.99",494,-0.025675078294115,0.569148946027905,0.630836766918587,FALSE,FALSE,"Negative","NID2","Nidogen-2","NID2","Q14112"
"X17850.42",485,-0.0258983368356665,0.56937281979996,0.630985066081114,FALSE,FALSE,"Negative","KLF4","Krueppel-like factor 4","KLF4","O43474"
"X10514.5",485,-0.0258546086876507,0.570025182429484,0.631508208590627,FALSE,FALSE,"Negative","PTGDS","Prostaglandin-H2 D-isomerase","PGD2 synthase","P41222"
"X22531.44",495,-0.0255963519014203,0.569942484040618,0.631508208590627,FALSE,FALSE,"Negative","PITX2","Pituitary homeobox 2","PITX2","Q99697"
"X19259.176",494,0.0255602634396999,0.570878161050771,0.632353181239825,FALSE,FALSE,"Positive","EIF2S1","Eukaryotic translation initiation factor 2 subunit 1","IF2A","P05198"
"X19148.58",488,-0.0256027024674515,0.572601530554861,0.634161853207399,FALSE,FALSE,"Negative","TIMM8A","Mitochondrial import inner membrane translocase subunit Tim8 A","TIM8A","O60220"
"X20995.47",464,0.0262198774301762,0.573185082449513,0.634707793638767,FALSE,FALSE,"Positive","POLR2C","DNA-directed RNA polymerase II subunit RPB3","RPB3","P19387"
"X21514.1",489,0.0255087324816146,0.573617846244408,0.634815518458205,FALSE,FALSE,"Positive","GP1BB","Platelet glycoprotein Ib beta chain","GP1BB","P13224"
"X24422.36",492,-0.0254441169570139,0.573412133791444,0.634815518458205,FALSE,FALSE,"Negative","SPATA24","Spermatogenesis-associated protein 24","SPA24","Q86W54"
"X2809.25",491,0.0254608923359376,0.573551360626167,0.634815518458205,FALSE,FALSE,"Positive","ADAMTS4","A disintegrin and metalloproteinase with thrombospondin motifs 4","ADAMTS-4","O75173"
"X5351.52",495,-0.0253511372899615,0.573644858221333,0.634815518458205,FALSE,FALSE,"Negative","HNRNPA2B1","Heterogeneous nuclear ribonucleoproteins A2/B1","hnRNP A2/B1","P22626"
"X13412.5",492,-0.0253896162010604,0.574233884075969,0.635366981196046,FALSE,FALSE,"Negative","WFDC6","WAP four-disulfide core domain protein 6","WFDC6","Q9BQY6"
"X22149.2",491,0.0254070827783086,0.574361949976943,0.635408316422692,FALSE,FALSE,"Positive","FUNDC1","FUN14 domain-containing protein 1","FUND1","Q8IVP5"
"X3893.64",491,-0.0253987137539434,0.574488069862128,0.635447486086248,FALSE,FALSE,"Negative","MSLN","Mesothelin","Mesothelin","Q13421"
"X9177.6",494,0.0252548060265539,0.575490728340952,0.636456039158252,FALSE,FALSE,"Positive","FAM3B","Protein FAM3B","FAM3B","P58499"
"X5484.63",493,-0.0252260078085624,0.576315024339595,0.637267047434706,FALSE,FALSE,"Negative","RPS3A","40S ribosomal protein S3a","RS3A","P61247"
"X12511.83",491,-0.0252594347066756,0.576588898945684,0.637368666106125,FALSE,FALSE,"Negative","SLC41A2","Solute carrier family 41 member 2","S41A2","Q96JW4"
"X12633.3",494,0.025185289809989,0.576542906608897,0.637368666106125,FALSE,FALSE,"Positive","PTPN9","Tyrosine-protein phosphatase non-receptor type 9","PTN9","P43378"
"X3055.54",487,-0.0253088807466844,0.577409709173377,0.638175293903362,FALSE,FALSE,"Negative","IL4R","Interleukin-4 receptor subunit alpha","IL-4 sR","P24394"
"X20585.5",487,0.0252559381944218,0.57820647338043,0.63885431325393,FALSE,FALSE,"Positive","CD300LG","CMRF35-like molecule 9","CLM9","Q6UXG3"
"X8000.17",486,0.0252874404034306,0.578125171896462,0.63885431325393,FALSE,FALSE,"Positive","KIR2DL5A","Killer cell immunoglobulin-like receptor 2DL5A","KI2LA","Q8N109"
"X14056.4",491,0.0251361338281967,0.578451728385626,0.639024500448085,FALSE,FALSE,"Positive","CGA","Glycoprotein hormones alpha chain","Glycoprotein hormones a-chain","P01215"
"X9244.27",483,-0.0253298721071511,0.578670390707908,0.63916526125968,FALSE,FALSE,"Negative","PPT1","Palmitoyl-protein thioesterase 1","PPT1","P50897"
"X25247.12",493,-0.0250445161081926,0.579062977585576,0.639498054230957,FALSE,FALSE,"Negative","ARMC8","Armadillo repeat-containing protein 8","ARMC8","Q8IUR7"
"X23418.66",493,0.0250312648601978,0.579263853857124,0.639619056788958,FALSE,FALSE,"Positive","CCDC92","Coiled-coil domain-containing protein 92","CCD92","Q53HC0"
"X17711.13",492,-0.025041645902832,0.579493562547495,0.639673471353203,FALSE,FALSE,"Negative","VAMP1","Vesicle-associated membrane protein 1","VAMP1","P23763"
"X7183.102",490,0.0250927987614017,0.579495767195921,0.639673471353203,FALSE,FALSE,"Positive","ANGPTL8","Angiopoietin-like protein 8","TD26","Q6UXH0"
"X16079.2",493,-0.024973573164624,0.580138784722504,0.640282367572261,FALSE,FALSE,"Negative","TEC","Tyrosine-protein kinase Tec","TEC","P42680"
"X22120.4",492,-0.0249848156852441,0.580354705087116,0.640419771445376,FALSE,FALSE,"Negative","DCAF11","DDB1- and CUL4-associated factor 11","DCA11","Q8TEB1"
"X7767.1",491,0.0249827770476051,0.58077256998117,0.64077994215122,FALSE,FALSE,"Positive","CLPSL2","Colipase-like protein 2","CF126","Q6UWE3"
"X11231.12",489,-0.0250198622955375,0.580987216555243,0.640814903474961,FALSE,FALSE,"Negative","FDX2","Adrenodoxin-like protein, mitochondrial","ADXL","Q6P4F2"
"X12753.6",493,-0.0249179416029614,0.580983056737075,0.640814903474961,FALSE,FALSE,"Negative","APBB2","Amyloid beta A4 precursor protein-binding family B member 2:Phosphotyrosine Interaction Domain 1","APBB2:PID 1","Q92870"
"X7765.15",488,-0.0250150134070613,0.581449398569753,0.641223714889975,FALSE,FALSE,"Negative","ITM2A","Integral membrane protein 2A","ITM2A","O43736"
"X11355.10",481,0.0251402435168616,0.582305013114581,0.642066207597614,FALSE,FALSE,"Positive","EIF5A2","Eukaryotic translation initiation factor 5A-2","IF5A2","Q9GZV4"
"X7948.129",494,0.0247109982713621,0.583745676738208,0.643553425488062,FALSE,FALSE,"Positive","GLTPD2","Glycolipid transfer protein domain-containing protein 2","GLTD2","A6NH11"
"X17319.1",490,0.0247873850109843,0.584121199585627,0.643866090180538,FALSE,FALSE,"Positive","SELENOH","Selenoprotein H","SELH","Q8IZQ5"
"X24487.95",477,-0.025113383158241,0.584288186576257,0.643948827401932,FALSE,FALSE,"Negative","BLOC1S3","Biogenesis of lysosome-related organelles complex 1 subunit 3","BL1S3","Q6QNY0"
"X11551.16",492,-0.0247086618049976,0.584547722245836,0.644133521210017,FALSE,FALSE,"Negative","HMG20B","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1-related","HM20B","Q9P0W2"
"X11229.16",483,0.024870694400262,0.585576201851705,0.645165349791002,FALSE,FALSE,"Positive","ERN1","Serine/threonine-protein kinase/endoribonuclease IRE1","ERN1","O75460"
"X14052.26",490,-0.0246163437457162,0.58671904833108,0.646322839056332,FALSE,FALSE,"Negative","UNC13A","Protein unc-13 homolog A","UN13A","Q9UPW8"
"X8253.2",491,0.0245651177412817,0.587115198591986,0.646657541845419,FALSE,FALSE,"Positive","POMGNT1","Protein O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase 1","PMGT1","Q8WZA1"
"X8037.53",492,-0.0245202251455553,0.5874169129148,0.64688814258264,FALSE,FALSE,"Negative","DNAJB14","DnaJ homolog subfamily B member 14:Lumenal domain","DJB14:LD","Q8TBM8"
"X21876.266",491,0.0245101860794876,0.587951771673946,0.64737537890223,FALSE,FALSE,"Positive","PICK1","PRKCA-binding protein","PICK1","Q9NRD5"
"X6351.55",490,0.0245066161388108,0.58838844394359,0.647754368980802,FALSE,FALSE,"Positive","CD79B","B-cell antigen receptor complex-associated protein beta chain","CD79B","P40259"
"X6561.77",481,-0.0246882608411781,0.589107818321348,0.6484444166155,FALSE,FALSE,"Negative","IGKV1-5","Ig Kappa chain V-I region HK102- like","Ig K chain V-I region HK102-like","P01602"
"X2975.19",493,-0.0243751251543023,0.589250838311393,0.648499940671062,FALSE,FALSE,"Negative","CCN2","Connective tissue growth factor","CTGF","P29279"
"X3447.64",489,0.0244296572508224,0.589942540566349,0.649159204628852,FALSE,FALSE,"Positive","CXCL8","Interleukin-8","IL-8","P10145"
"X2644.11",482,0.0245743244014976,0.590440765711864,0.649605397174746,FALSE,FALSE,"Positive","PRKCA","Protein kinase C alpha type","PKC-A","P17252"
"X12575.30",484,-0.0244937576107825,0.59088777587262,0.649995111493044,FALSE,FALSE,"Negative","MTHFD1","C-1-tetrahydrofolate synthase, cytoplasmic","C1TC","P11586"
"X22948.13",492,0.024281586786114,0.591059785011042,0.650082241168528,FALSE,FALSE,"Positive","BMP3","Bone morphogenetic protein 3","BMP-3","P12645"
"X23564.83",489,-0.0242910836249816,0.592054306778592,0.651073849134072,FALSE,FALSE,"Negative","METTL21C","Protein-lysine methyltransferase METTL21C","MT21C","Q5VZV1"
"X20079.6",487,-0.024286663940352,0.592883926909261,0.651883834248842,FALSE,FALSE,"Negative","PCK2","Phosphoenolpyruvate carboxykinase [GTP], mitochondrial","PCKGM","Q16822"
"X21526.88",486,0.0242509915542417,0.593808800197808,0.652695848954283,FALSE,FALSE,"Positive","IZUMO1","Izumo sperm-egg fusion protein 1","sperm-egg fusion protein 1","Q8IYV9"
"X7854.38",487,-0.0242320304183183,0.593716271729934,0.652695848954283,FALSE,FALSE,"Negative","NCR3LG1","Natural cytotoxicity triggering receptor 3 ligand 1","NR3L1","Q68D85"
