"protein_id","n","spearman_rho","p_value","fdr","significant_fdr05","significant_fdr01","direction","EntrezGeneSymbol","TargetFullName","Target","UniProt"
"X2524.56",495,-0.34466684415326,2.97204735435021e-15,1.54330553871188e-14,TRUE,TRUE,"Negative","HMGB1","High mobility group protein B1","HMG-1","P09429"
"X24294.13",493,-0.34525232142858,3.01466047970064e-15,1.56427382668911e-14,TRUE,TRUE,"Negative","CHTF8","Chromosome transmission fidelity protein 8 homolog","CTF8","P0CG13"
"X13563.259",483,0.348597070593294,3.01696647523128e-15,1.56431163279017e-14,TRUE,TRUE,"Positive","ACBD7","Acyl-CoA-binding domain-containing protein 7","ACBD7","Q8N6N7"
"X2949.6",495,-0.344524671511489,3.05585127112527e-15,1.58330163862666e-14,TRUE,TRUE,"Negative","PLA2G10","Group 10 secretory phospholipase A2","GX","O15496"
"X6599.5",493,0.345034558345995,3.14556017914848e-15,1.62857716592277e-14,TRUE,TRUE,"Positive","APCDD1","Protein APCDD1","APCD1","Q8J025"
"X10006.25",493,-0.345015537207506,3.15725543046816e-15,1.63342498452212e-14,TRUE,TRUE,"Negative","ELK1","ETS domain-containing protein Elk-1","ELK1","P19419"
"X16926.44",492,0.345155313209612,3.27671018347105e-15,1.69397452658411e-14,TRUE,TRUE,"Positive","ALPL","Alkaline phosphatase, tissue-nonspecific isozyme","Alkaline phosphatase, liver","P05186"
"X23210.4",482,-0.348336575021577,3.38841004683834e-15,1.75042864145299e-14,TRUE,TRUE,"Negative","ETV2","ETS translocation variant 2","ETV2","O00321"
"X23302.19",493,0.344496997983041,3.49304996004598e-15,1.80315511938998e-14,TRUE,TRUE,"Positive","AKT1S1","Proline-rich AKT1 substrate 1","AKTS1","Q96B36"
"X9869.28",477,-0.349877768848141,3.50264581162847e-15,1.80677716571852e-14,TRUE,TRUE,"Negative","NFKB1","Nuclear factor NF-kappa-B p105 subunit","NF-kappa-B p105","P19838"
"X16323.8",493,0.344441442783672,3.53104113746387e-15,1.82008411831747e-14,TRUE,TRUE,"Positive","NRXN3","Neurexin-3","NRX3A","Q9Y4C0"
"X7105.7",494,0.344105247448336,3.53604352230271e-15,1.82132241718606e-14,TRUE,TRUE,"Positive","CABLES2","CDK5 and ABL1 enzyme substrate 2","CABL2","Q9BTV7"
"X9870.17",494,0.343818279024715,3.73929116191001e-15,1.92459475306243e-14,TRUE,TRUE,"Positive","WARS1","Tryptophan--tRNA ligase, cytoplasmic","SYWC","P23381"
"X19262.219",493,-0.344107424503549,3.76815710199668e-15,1.93802793681988e-14,TRUE,TRUE,"Negative","ACADVL","Very long-chain specific acyl-CoA dehydrogenase, mitochondrial","ACADV","P49748"
"X4224.7",495,-0.343431563390938,3.78248880771537e-15,1.9439716873108e-14,TRUE,TRUE,"Negative","SYNCRIP","Heterogeneous nuclear ribonucleoprotein Q","HNRPQ","O60506"
"X7766.25",492,0.344410187784763,3.78785436942578e-15,1.94530204236273e-14,TRUE,TRUE,"Positive","ZP4","Zona pellucida sperm-binding protein 4","ZP4","Q12836"
"X8971.9",489,0.345370116086393,3.81326216877111e-15,1.95691586023748e-14,TRUE,TRUE,"Positive","NRXN1","Neurexin-1","NRX1A","Q9ULB1"
"X11851.21",494,0.343612307395208,3.89219737029791e-15,1.99596212144486e-14,TRUE,TRUE,"Positive","TREM2","Triggering receptor expressed on myeloid cells 2","TREM2","Q9NZC2"
"X20568.3",489,0.345140282053548,3.98685776684239e-15,2.04300941161163e-14,TRUE,TRUE,"Positive","FREM1","FRAS1-related extracellular matrix protein 1","FREM1","Q5H8C1"
"X13492.44",492,0.344132488536167,3.99772458050287e-15,2.04708045953381e-14,TRUE,TRUE,"Positive","HSPA9","Stress-70 protein, mitochondrial","HSPA9B","P38646"
"X23310.51",492,0.344005311288259,4.09760873284299e-15,2.09669460727284e-14,TRUE,TRUE,"Positive","RAB38","Ras-related protein Rab-38","RAB38","P57729"
"X15483.377",490,0.344662395567374,4.10097559271662e-15,2.0968856954e-14,TRUE,TRUE,"Positive","AGRN","Agrin","Agrin","O00468"
"X2822.56",490,0.344517367643397,4.21776861060737e-15,2.15503057018998e-14,TRUE,TRUE,"Positive","ADGRE5","CD97 antigen","CD97","P48960"
"X6209.2",494,-0.343125887139826,4.27807610353415e-15,2.18425095519364e-14,TRUE,TRUE,"Negative","AOC1","Amiloride-sensitive amine oxidase [copper-containing]","ABP1","P19801"
"X5701.81",479,0.348102326782832,4.31616200104227e-15,2.20209139237444e-14,TRUE,TRUE,"Positive","CLEC3B","Tetranectin","Tetranectin","P05452"
"X13130.150",494,-0.342990555051124,4.39195318935046e-15,2.23912897317321e-14,TRUE,TRUE,"Negative","HK2","Hexokinase-2","HXK2","P52789"
"X20950.159",492,0.343570769156817,4.45772972007034e-15,2.27101066829765e-14,TRUE,TRUE,"Positive","PRTFDC1","Phosphoribosyltransferase domain-containing protein 1","PRDC1","Q9NRG1"
"X13976.9",493,-0.343137720958996,4.54864514996408e-15,2.3156438426961e-14,TRUE,TRUE,"Negative","ARHGEF1","Rho guanine nucleotide exchange factor 1","ARHG1","Q92888"
"X9979.13",474,-0.349392569254718,4.68812071567323e-15,2.38491544032614e-14,TRUE,TRUE,"Negative","AMIGO1","Amphoterin-induced protein 1:Cytoplasmic domain","AMGO1:CD","Q86WK6"
"X14013.11",495,-0.342170708572528,4.83268827987378e-15,2.45667499278054e-14,TRUE,TRUE,"Negative","TANK","TRAF family member-associated NF-kappa-B activator","TANK","Q92844"
"X12564.9",486,-0.344902666391011,5.06302668148436e-15,2.5719000655401e-14,TRUE,TRUE,"Negative","NIP7","60S ribosome subunit biogenesis protein NIP7 homolog","NIP7","Q9Y221"
"X8601.167",493,-0.342544673147036,5.10199368340006e-15,2.58981635885633e-14,TRUE,TRUE,"Negative","LRP1","Low-density lipoprotein receptor-related protein 1, soluble:Cytoplasmic domain","sLRP1:CD","Q07954"
"X6404.20",495,0.341841827914602,5.15069248490559e-15,2.61264307434929e-14,TRUE,TRUE,"Positive","C1QL1","C1q-related factor","C1QRF","O75973"
"X10396.6",484,0.345291488921806,5.34474824106645e-15,2.70911443043925e-14,TRUE,TRUE,"Positive","MCL1","Induced myeloid leukemia cell differentiation protein Mcl-1","Mcl-1","Q07820"
"X7178.59",492,-0.342528743807068,5.45264421945539e-15,2.76180569466992e-14,TRUE,TRUE,"Negative","DEPP1","Protein DEPP","DEPP","Q9NTK1"
"X17396.23",495,-0.341308020525969,5.71107931860591e-15,2.89061492968457e-14,TRUE,TRUE,"Negative","ADH1A","Alcohol dehydrogenase 1A","ADH1A","P07327"
"X6480.1",491,0.341900625072372,6.55561202664877e-15,3.31567236438084e-14,TRUE,TRUE,"Positive","CANT1","Soluble calcium-activated nucleotidase 1","CANT1","Q8WVQ1"
"X9451.20",493,0.340634588946129,7.37223925908462e-15,3.7260126991261e-14,TRUE,TRUE,"Positive","UMOD","Uromodulin","Uromodulin","P07911"
"X4428.1",495,-0.33996166327305,7.40391233719873e-15,3.73932270526872e-14,TRUE,TRUE,"Negative","CHST2","Carbohydrate sulfotransferase 2","CHST2","Q9Y4C5"
"X18877.15",493,0.340475096179204,7.6014769435746e-15,3.83633616640778e-14,TRUE,TRUE,"Positive","CNN2","Calponin-2","CNN2","Q99439"
"X12434.25",495,-0.339820247954946,7.60801748343713e-15,3.8368727481265e-14,TRUE,TRUE,"Negative","IST1","IST1 homolog","K0174","P53990"
"X11334.7",491,-0.341053438446287,7.71263675793262e-15,3.88683600642575e-14,TRUE,TRUE,"Negative","LILRB3","Leukocyte immunoglobulin-like receptor subfamily B member 3","LIRB3","O75022"
"X21991.79",495,-0.339691576334788,7.79852029699664e-15,3.92729221282973e-14,TRUE,TRUE,"Negative","PPP1R9B","Neurabin-2","NEB2","Q96SB3"
"X18925.24",488,0.341968861702974,7.82044714832652e-15,3.93550519209966e-14,TRUE,TRUE,"Positive","PSMA5","Proteasome subunit alpha type-5","Proteasome subunit alpha type 5","P28066"
"X21895.36",491,-0.340895419832757,7.94960437029663e-15,3.99762947695103e-14,TRUE,TRUE,"Negative","None","Interferon lambda-4","IFNL4","K9M1U5"
"X22969.12",493,-0.340226967376425,7.9720832058788e-15,4.00605759377195e-14,TRUE,TRUE,"Negative","CCL7","C-C motif chemokine 7","MCP-3","P80098"
"X12786.61",475,0.346239091489674,7.98753592069166e-15,4.01094545694947e-14,TRUE,TRUE,"Positive","GPCPD1","Glycerophosphocholine phosphodiesterase GPCPD1","GDE5","Q9NPB8"
"X15619.49",485,0.342804820494419,8.06334318175057e-15,4.04611167536983e-14,TRUE,TRUE,"Positive","MOG","Myelin-oligodendrocyte glycoprotein","MOG","Q16653"
"X6248.68",493,0.340102816691457,8.16411245327168e-15,4.09374429027689e-14,TRUE,TRUE,"Positive","FAS","Tumor necrosis factor receptor superfamily member 6","Fas, soluble","P25445"
"X8766.29",491,-0.340699061174043,8.2540388690443e-15,4.1358756994031e-14,TRUE,TRUE,"Negative","LILRA5","Leukocyte immunoglobulin-like receptor subfamily A member 5","LIRA5","A6NI73"
"X10539.30",495,-0.339390340585479,8.26300379745765e-15,4.13740826313016e-14,TRUE,TRUE,"Negative","CD99L2","CD99 antigen-like protein 2","C99L2","Q8TCZ2"
"X11282.16",494,0.339704714268643,8.27884805244883e-15,4.14238075767172e-14,TRUE,TRUE,"Positive","MSR1","Macrophage scavenger receptor types I and II:Extracellular domain","Macrophage scavenger receptor:ECD","P21757"
"X11468.15",491,-0.34061443975935,8.38873605264324e-15,4.19436802632162e-14,TRUE,TRUE,"Negative","RBM19","Probable RNA-binding protein 19","RBM19","Q9Y4C8"
"X21537.33",494,0.339609710015674,8.43104865541978e-15,4.2125175343235e-14,TRUE,TRUE,"Positive","SCLY","Selenocysteine lyase","SCLY","Q96I15"
"X13512.28",495,0.339047119652706,8.82535707234446e-15,4.40638818900734e-14,TRUE,TRUE,"Positive","HNRNPR","Heterogeneous nuclear ribonucleoprotein R","HNRPR","O43390"
"X12775.6",494,-0.339333725681726,8.8889277004186e-15,4.43496713258065e-14,TRUE,TRUE,"Negative","HMGB3","High mobility group protein B3","HMGB3","O15347"
"X24671.15",494,0.33921523868076,9.09291192439104e-15,4.53351231532806e-14,TRUE,TRUE,"Positive","PYCARD","Apoptosis-associated speck-like protein containing a CARD","ASC","Q9ULZ3"
"X14332.3",493,0.338936233610381,1.02050670585367e-14,5.08438796195232e-14,TRUE,TRUE,"Positive","RALA","Ras-related protein Ral-A","RALA","P11233"
"X17164.15",491,-0.33932634816771,1.07260864269416e-14,5.3401730931575e-14,TRUE,TRUE,"Negative","ANXA4","Annexin A4","annexin IV","P09525"
"X8786.6",485,0.341125150912522,1.10922604087833e-14,5.51855711388686e-14,TRUE,TRUE,"Positive","FAM171B","Protein FAM171B:Extracellular domain","F171B:ECD","Q6P995"
"X25889.108",494,0.338144315944169,1.11576197531324e-14,5.54713458982913e-14,TRUE,TRUE,"Positive","AIM2","Absent in melanoma 2","AIM2","O14862"
"X10490.3",494,0.338131400041662,1.11851356937856e-14,5.55293235541943e-14,TRUE,TRUE,"Positive","RPN1","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1:Cytoplasmic domain","RPN1:CD","P04843"
"X2943.5",495,0.337809403546815,1.11828873374858e-14,5.55293235541943e-14,TRUE,TRUE,"Positive","CYP3A4","Cytochrome P450 3A4","Cytochrome P450 3A4","P08684"
"X23579.3",495,-0.337665084248493,1.14951090558225e-14,5.70277896147567e-14,TRUE,TRUE,"Negative","CT83","Kita-kyushu lung cancer antigen 1","KKLC1","Q5H943"
"X22950.6",482,0.34191568432704,1.15408980778993e-14,5.72144310231312e-14,TRUE,TRUE,"Positive","BTN3A3","Butyrophilin subfamily 3 member A3","BT3A3","O00478"
"X13496.19",491,0.33883324091553,1.17807764949912e-14,5.8362333343291e-14,TRUE,TRUE,"Positive","HMGCS1","Hydroxymethylglutaryl-CoA synthase, cytoplasmic","HMCS1","Q01581"
"X16914.104",492,0.338052570673652,1.28448794528952e-14,6.35889615318238e-14,TRUE,TRUE,"Positive","CD14","Monocyte differentiation antigen CD14, soluble","sCD14","P08571"
"X15585.304",495,0.33685682583529,1.34083258009629e-14,6.63314422568824e-14,TRUE,TRUE,"Positive","FBLN5","Fibulin-5","fibulin 5","Q9UBX5"
"X20423.40",491,0.33794325461955,1.39478264320787e-14,6.89516754810949e-14,TRUE,TRUE,"Positive","CIB1","Calcium and integrin-binding protein 1","CIB1","Q99828"
"X13381.49",475,0.343072255338009,1.44779485341512e-14,7.15218825682154e-14,TRUE,TRUE,"Positive","B4GALT1","Beta-1,4-galactosyltransferase 1","B4GT1","P15291"
"X3412.7",495,-0.336252443879884,1.50398233628979e-14,7.42452168126141e-14,TRUE,TRUE,"Negative","BCL2","Apoptosis regulator Bcl-2","Bcl-2","P10415"
"X5605.77",492,0.336981047119445,1.57369232905055e-14,7.76317941197119e-14,TRUE,TRUE,"Positive","MFNG","Beta-1,3-N-acetylglucosaminyltransferase manic fringe","MFNG","O00587"
"X24290.5",493,0.336616545855809,1.58598062522522e-14,7.8182929484185e-14,TRUE,TRUE,"Positive","C20orf202","Uncharacterized protein C20orf202","CT202","A1L168"
"X16317.20",465,0.346005514102622,1.59573321517414e-14,7.86083767390636e-14,TRUE,TRUE,"Positive","DSG3","Desmoglein-3","Desmoglein-3","P32926"
"X9790.28",494,0.336253815665136,1.59812847179367e-14,7.86710466965192e-14,TRUE,TRUE,"Positive","BRSK2","Serine/threonine-protein kinase BRSK2","BR serine/threonine kinase 2","Q8IWQ3"
"X6586.19",493,0.33654098546351,1.6088222545126e-14,7.91418531802019e-14,TRUE,TRUE,"Positive","ADAM11","Disintegrin and metalloproteinase domain-containing protein 11","ADA11","O75078"
"X4292.5",477,0.341722173523331,1.64102750602833e-14,8.06694574016034e-14,TRUE,TRUE,"Positive","NAPA","Alpha-soluble NSF attachment protein","SNAA","P54920"
"X2443.10",495,-0.335783304993122,1.64390400196188e-14,8.07541902787026e-14,TRUE,TRUE,"Negative","FGF8","Fibroblast growth factor 8 isoform B","FGF-8B","P55075"
"X5721.1",494,-0.335966869240945,1.68733962025089e-14,8.28298110711806e-14,TRUE,TRUE,"Negative","CD226","CD226 antigen","CD226","Q15762"
"X19141.22",493,-0.33599965809637,1.78216980885607e-14,8.74236660436748e-14,TRUE,TRUE,"Negative","DAP","Death-associated protein 1","DAP1","P51397"
"X18403.25",488,-0.337476277544071,1.83212082337649e-14,8.9811101243893e-14,TRUE,TRUE,"Negative","AMPD2","AMP deaminase 2","AMPD2","Q01433"
"X8795.48",493,0.335776924481698,1.85870015842768e-14,9.10503119565448e-14,TRUE,TRUE,"Positive","TFRC","Transferrin receptor protein 1:Extracellular domain","TR:ECD","P02786"
"X24942.22",492,-0.336000302311429,1.89381788492433e-14,9.27057601949332e-14,TRUE,TRUE,"Negative","UNC13D","Protein unc-13 homolog D","UN13D","Q70J99"
"X18323.39",493,0.335395685676305,1.99723855806126e-14,9.77001124247146e-14,TRUE,TRUE,"Positive","CRMP1","Dihydropyrimidinase-related protein 1","DRP-1","Q14194"
"X12532.28",492,0.335698307708026,2.00467188127116e-14,9.79953002673027e-14,TRUE,TRUE,"Positive","CDC34","Ubiquitin-conjugating enzyme E2 R1","UB2R1","P49427"
"X24706.73",493,-0.335114816896993,2.10573304433191e-14,1.02863737625837e-13,TRUE,TRUE,"Negative","CFDP1","Craniofacial development protein 1","CFDP1","Q9UEE9"
"X21495.134",495,0.334458732290858,2.11154439063389e-14,1.03075738372058e-13,TRUE,TRUE,"Positive","GPR37","Prosaposin receptor GPR37","GPR37","O15354"
"X4792.51",484,0.337999656815344,2.12472108829106e-14,1.03646735539546e-13,TRUE,TRUE,"Positive","env","gp41 C34 peptide, HIV","C34 gp41 HIV Fragment","Q70626"
"X21999.61",495,0.334151188513251,2.23753145308892e-14,1.09073819268531e-13,TRUE,TRUE,"Positive","NUCB2","Nucleobindin-2","NUCB2","P80303"
"X9078.207",493,-0.334754333945159,2.25348283141438e-14,1.09775015535867e-13,TRUE,TRUE,"Negative","SNTB1","Beta-1-syntrophin","SNTB1","Q13884"
"X11173.29",493,0.334739282668292,2.25986804476145e-14,1.10009559788422e-13,TRUE,TRUE,"Positive","MILR1","Allergin-1","MILR1","Q7Z6M3"
"X18413.24",495,0.33404483874289,2.28279071313817e-14,1.11048256566201e-13,TRUE,TRUE,"Positive","ARL4D","ADP-ribosylation factor-like protein 4D","ARL4D","P49703"
"X2645.54",495,-0.334038354412217,2.28557910023157e-14,1.11106742519932e-13,TRUE,TRUE,"Negative","PRKCZ","Protein kinase C zeta type","PKC-Z","Q05513"
"X5748.20",493,-0.334627258449205,2.30795283625946e-14,1.12116571553381e-13,TRUE,TRUE,"Negative","ASAH1","Acid ceramidase","Acid ceramidase","Q13510"
"X6506.54",493,0.33462202231565,2.31022474758457e-14,1.12149163941995e-13,TRUE,TRUE,"Positive","TMED10","Transmembrane emp24 domain-containing protein 10","TMEDA","P49755"
"X8851.42",487,0.336540284704878,2.32147513794888e-14,1.1261726690673e-13,TRUE,TRUE,"Positive","FAM171B","Protein FAM171B:Extracellular domain","F171B:ECD","Q6P995"
"X6221.1",494,0.334229736221621,2.34149613842868e-14,1.13509899305833e-13,TRUE,TRUE,"Positive","ADPGK","ADP-dependent glucokinase","ADPGK","Q9BRR6"
"X25947.116",490,-0.335513742366114,2.34344657434988e-14,1.13525886952427e-13,TRUE,TRUE,"Negative","PIK3C3","Phosphatidylinositol 3-kinase catalytic subunit type 3","PK3C3","Q8NEB9"
"X20915.68",495,0.333799246449175,2.3907655025506e-14,1.1573816410067e-13,TRUE,TRUE,"Positive","NECAP2","Adaptin ear-binding coat-associated protein 2","NECP2","Q9NVZ3"
"X3216.2",492,0.33458364734782,2.4716960463555e-14,1.1957341715967e-13,TRUE,TRUE,"Positive","PIGR","Polymeric immunoglobulin receptor","PIGR","P01833"
"X24648.8",495,-0.333601289008196,2.48142902119885e-14,1.19961423695638e-13,TRUE,TRUE,"Negative","SLBP","Histone RNA hairpin-binding protein","SLBP","Q14493"
"X20527.47",490,0.335042063244208,2.55980267680847e-14,1.23664950007195e-13,TRUE,TRUE,"Positive","SEMA5B","Semaphorin-5B","SEM5B","Q9P283"
"X23203.3",492,-0.334030464307716,2.74154704669803e-14,1.32353804701032e-13,TRUE,TRUE,"Negative","SCPEP1","Retinoid-inducible serine carboxypeptidase","RISC","Q9HB40"
"X9753.17",494,0.333338907637583,2.76766773327033e-14,1.33522813165005e-13,TRUE,TRUE,"Positive","EZR","Ezrin","Ezrin","P15311"
"X20939.113",494,-0.333282177045754,2.79724594106247e-14,1.34856901700913e-13,TRUE,TRUE,"Negative","NHP2","H/ACA ribonucleoprotein complex subunit 2","NHP2","Q9NX24"
"X6604.59",495,-0.332825361291121,2.87045263107195e-14,1.38291063828466e-13,TRUE,TRUE,"Negative","NDNF","Protein NDNF","CD031","Q8TB73"
"X14151.4",489,0.334535944898152,2.98874705275303e-14,1.43891224086151e-13,TRUE,TRUE,"Positive","ISG15","Ubiquitin-like protein ISG15","UCRP","P05161"
"X11634.32",494,0.332919722904074,2.99367329921259e-14,1.44029405638628e-13,TRUE,TRUE,"Positive","RGS10","Regulator of G-protein signaling 10","RGS10","O43665"
"X24111.10",494,-0.332813750584674,3.05361591169083e-14,1.46812487724051e-13,TRUE,TRUE,"Negative","EEF1G","Elongation factor 1-gamma","EF1G","P26641"
"X5343.74",490,0.334080525783675,3.06325998259915e-14,1.47175145254506e-13,TRUE,TRUE,"Positive","CPE","Carboxypeptidase E","CBPE","P16870"
"X3898.5",492,-0.333343972031469,3.11684238994156e-14,1.49646887878963e-13,TRUE,TRUE,"Negative","PSMD7","26S proteasome non-ATPase regulatory subunit 7","PSD7","P51665"
"X12727.7",494,0.332611642829943,3.17121702613298e-14,1.52153255260695e-13,TRUE,TRUE,"Positive","PTGFRN","Prostaglandin F2 receptor negative regulator","FPRP","Q9P2B2"
"X7920.30",493,0.332605571507002,3.36980475364347e-14,1.6157072073424e-13,TRUE,TRUE,"Positive","ST8SIA2","Alpha-2,8-sialyltransferase 8B","SIA8B","Q92186"
"X10756.34",466,0.341442379353019,3.45779266203375e-14,1.65676043758868e-13,TRUE,TRUE,"Positive","UCN3","Urocortin-3","UCN3","Q969E3"
"X12580.7",494,0.332118391352657,3.47718773974829e-14,1.66491456711803e-13,TRUE,TRUE,"Positive","PSMB5","Proteasome subunit beta type-5","PSB5","P28074"
"X20087.3",492,0.33272269414722,3.49961855190737e-14,1.67451010629174e-13,TRUE,TRUE,"Positive","SELENOF","15 kDa selenoprotein","selenoprotein15","O60613"
"X12783.29",495,0.331661614520597,3.56842033816437e-14,1.70626515145675e-13,TRUE,TRUE,"Positive","HNRNPM","Heterogeneous nuclear ribonucleoprotein M","HNRPM","P52272"
"X15314.49",493,0.331947776072704,3.80914303462574e-14,1.82012598619054e-13,TRUE,TRUE,"Positive","CLIC4","Chloride intracellular channel protein 4","CLIC4","Q9Y696"
"X8092.29",495,0.331278632658222,3.83262160567199e-14,1.83009641088836e-13,TRUE,TRUE,"Positive","IL6R","Interleukin-6 receptor subunit alpha","IL-6 sRa","P08887"
"X7944.1",493,0.331858622951202,3.87285164766687e-14,1.84804671606992e-13,TRUE,TRUE,"Positive","KIR3DL3","Killer cell immunoglobulin-like receptor 3DL3:Extracellular domain","KI3L3:ECD","Q8N743"
"X25486.38",493,-0.331812496290251,3.90622250863192e-14,1.86270174764919e-13,TRUE,TRUE,"Negative","MRPL38","39S ribosomal protein L38, mitochondrial","RM38","Q96DV4"
"X6897.38",495,0.331131452647946,3.93917570794858e-14,1.87713781184897e-13,TRUE,TRUE,"Positive","B3GAT3","Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3","B3GA3","O94766"
"X11678.105",493,0.331582865608805,4.07659174353695e-14,1.94130014707521e-13,TRUE,TRUE,"Positive","GJD2","Gap junction delta-2 protein","CXD2","Q9UKL4"
"X13670.81",491,0.331938134901082,4.29698873150609e-14,2.0448645424049e-13,TRUE,TRUE,"Positive","PLA2G2E","Group IIE secretory phospholipase A2","GIIE","Q9NZK7"
"X11454.87",495,0.330645327053585,4.31216879591173e-14,2.05069534388063e-13,TRUE,TRUE,"Positive","EIF3G","Eukaryotic translation initiation factor 3 subunit G","EIF3G","O75821"
"X18207.6",494,-0.330904324584083,4.35894008396371e-14,2.07153156636132e-13,TRUE,TRUE,"Negative","CHMP1B","Charged multivesicular body protein 1b","CHM1B","Q7LBR1"
"X10643.16",494,-0.330704030368321,4.52409867922963e-14,2.14856347444092e-13,TRUE,TRUE,"Negative","OLFM3","Noelin-3:Isoform 2, C-term","NOE3:C-term","Q96PB7"
"X10530.8",491,0.33152614106633,4.63766186479753e-14,2.2010041573785e-13,TRUE,TRUE,"Positive","PSMB6","Proteasome subunit beta type-6","PSB6","P28072"
"X16831.7",495,-0.330242724676573,4.64710605008458e-14,2.20399308604214e-13,TRUE,TRUE,"Negative","DOK1","Docking protein 1","DOK1","Q99704"
"X2201.17",486,0.333052055980869,4.71129663552963e-14,2.23292509687991e-13,TRUE,TRUE,"Positive","COL18A1","Endostatin","Endostatin","P39060"
"X8289.8",494,0.330476768194127,4.71892979565094e-14,2.2350306435791e-13,TRUE,TRUE,"Positive","GPNMB","Transmembrane glycoprotein NMB:Extracellular domain","GPNMB:ECD","Q14956"
"X21229.5",491,0.33129895040702,4.83670597934439e-14,2.28926522873699e-13,TRUE,TRUE,"Positive","TMIGD2","Transmembrane and immunoglobulin domain-containing protein 2","TMIG2","Q96BF3"
"X4917.62",492,0.330779601505303,5.01904355413996e-14,2.37396354468267e-13,TRUE,TRUE,"Positive","ITGAV|ITGB5","Integrin alpha-V: beta-5 complex","Integrin aVb5","P06756|P18084"
"X12498.12",495,0.329800290620343,5.04461779449059e-14,2.38292165388112e-13,TRUE,TRUE,"Positive","TAX1BP3","Tax1-binding protein 3","TX1B3","O14907"
"X15315.64",493,-0.330433745638409,5.04478631364125e-14,2.38292165388112e-13,TRUE,TRUE,"Negative","CUTC","Copper homeostasis protein cutC homolog","CUTC","Q9NTM9"
"X2695.25",495,-0.32963983247927,5.19686756393545e-14,2.45310359065821e-13,TRUE,TRUE,"Negative","PECAM1","Platelet endothelial cell adhesion molecule","PECAM-1","P16284"
"X4420.7",491,0.330626705269831,5.4760004193569e-14,2.58312343014108e-13,TRUE,TRUE,"Positive","ADAM12","Disintegrin and metalloproteinase domain-containing protein 12","ADAM12","O43184"
"X9242.11",486,0.332172620543463,5.53838208830884e-14,2.61079182561261e-13,TRUE,TRUE,"Positive","BTC","Betacellulin","BTC","P35070"
"X21191.24",488,0.331517509474495,5.54793665172633e-14,2.61353707097128e-13,TRUE,TRUE,"Positive","DUSP21","Dual specificity protein phosphatase 21","DUS21","Q9H596"
"X5357.60",495,0.329203096961345,5.63444121162863e-14,2.65250407845824e-13,TRUE,TRUE,"Positive","NLGN4X","Neuroligin-4, X-linked","NLGNX","Q8N0W4"
"X4718.5",495,-0.32910796356329,5.73444208404807e-14,2.69776808588024e-13,TRUE,TRUE,"Negative","PPIB","Peptidyl-prolyl cis-trans isomerase B","PPIB","P23284"
"X15305.7",472,0.336479128085647,5.87099638348168e-14,2.76015635344223e-13,TRUE,TRUE,"Positive","SCGN","Secretagogin","Secretagogin","O76038"
"X2573.20",490,-0.330310662373923,6.15575518954978e-14,2.8920902148086e-13,TRUE,TRUE,"Negative","IL6","Interleukin-6","IL-6","P05231"
"X17151.84",493,0.32934431552817,6.16910363020719e-14,2.89641896311001e-13,TRUE,TRUE,"Positive","IRF3","Interferon regulatory factor 3","IRF-3","Q14653"
"X12490.92",494,0.328666573977025,6.59408788514596e-14,3.09387713566292e-13,TRUE,TRUE,"Positive","LAMTOR3","Ragulator complex protein LAMTOR3","LTOR3","Q9UHA4"
"X22774.20",494,-0.328306899632953,7.04550848395402e-14,3.30346632731579e-13,TRUE,TRUE,"Negative","TSEN34","tRNA-splicing endonuclease subunit Sen34","SEN34","Q9BSV6"
"X8464.31",488,0.329841421174779,7.54401575471522e-14,3.53483815128964e-13,TRUE,TRUE,"Positive","RSPO4","R-spondin-4","RSPO4","Q2I0M5"
"X22984.10",486,0.330410891555838,7.64572713510476e-14,3.58010150945246e-13,TRUE,TRUE,"Positive","EIF4A2","Eukaryotic initiation factor 4A-II","IF4A2","Q14240"
"X23682.79",491,0.328512393866562,8.07545583522701e-14,3.77879546598298e-13,TRUE,TRUE,"Positive","HENMT1","Small RNA 2'-O-methyltransferase","HENMT","Q5T8I9"
"X9233.71",495,0.327144848122039,8.23298534457013e-14,3.84993740578863e-13,TRUE,TRUE,"Positive","TFPI2","Tissue factor pathway inhibitor 2","TFPI -2","P48307"
"X3437.80",494,-0.327209772191589,8.61783364942976e-14,4.02721312303238e-13,TRUE,TRUE,"Negative","FLT3","Receptor-type tyrosine-protein kinase FLT3","Flt-3","P36888"
"X2704.74",494,-0.327109252386767,8.77800816361885e-14,4.09932981241e-13,TRUE,TRUE,"Negative","TNFRSF13B","Tumor necrosis factor receptor superfamily member 13B","TACI","O14836"
"X16070.7",491,0.327900189559722,9.031743700286e-14,4.21501429850123e-13,TRUE,TRUE,"Positive","WIF1","Wnt inhibitory factor 1","WIF-1","Q9Y5W5"
"X3814.63",492,0.32749881128137,9.17303522163707e-14,4.27810331075684e-13,TRUE,TRUE,"Positive","IL11RA","Interleukin-11 receptor subunit alpha","IL-11 RA","Q14626"
"X18214.2",471,0.334282634321069,9.26955812991625e-14,4.32024316035019e-13,TRUE,TRUE,"Positive","GCLM","Glutamate--cysteine ligase regulatory subunit","GSH0","P48507"
